#: table_doi: 10.17182/hepdata.113470.v1/t20
#: name: Fig 5b unbinned
#: description: Mass distributions for selected $D^+ D^0 \pi^+$ candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_5b_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^0 \pi^+}$ [MEV],Weight []
3944.36479,1.7284
3944.43607,1.65066
3944.48352,-0.51806
3944.53192,1.00389
3944.54503,1.08534
3944.59605,-0.17376
3944.66472,-0.62493
3944.87357,1.54068
3944.94844,1.20363
3944.99111,-0.55297
3945.00613,1.50916
3945.04547,1.62223
3945.08052,-1.53617
3945.08839,-0.74847
3945.17112,1.45008
3945.19472,1.67839
3945.26648,1.68023
3945.2703,-0.68722
3945.28794,-0.31452
3945.36591,1.36987
3945.39928,1.40722
3945.42432,-0.58278
3945.49751,-0.61388
3945.50085,-0.50047
3945.55807,0.98136
3945.57738,0.54274
3945.6017,-0.14586
3945.60385,-0.33353
3945.63055,0.57103
3945.63413,1.58184
3945.68992,1.69166
3945.72473,1.62098
3945.77908,-0.15482
3945.822,-2.05975
3945.85705,1.66603
3945.87469,0.92302
3945.95098,-0.61279
3945.95623,1.50683
3946.14244,1.41349
3946.31672,1.37427
3946.35463,0.60714
3946.4488,0.46803
3946.4674,1.67811
3946.50173,1.52568
3946.52677,1.51294
3946.56873,-0.70628
3946.64764,1.45903
3946.69032,-0.66789
3946.72251,0.3989
3946.72728,1.24113
3946.8193,1.04822
3946.84696,-0.75832
3946.88582,-0.69766
3947.08824,1.72657
3947.1333,-0.61071
3947.19577,-0.6177
3947.24822,-0.25682
3947.25537,0.68252
3947.37339,1.32203
3947.37601,-0.74307
3947.44468,1.50078
3947.49188,-0.679
3947.57152,0.58019
3947.62087,1.61155
3947.69192,-0.16366
3947.70122,0.72923
3947.74485,1.71326
3947.76702,-0.74706
3947.83544,1.34269
3947.9053,-0.54655
3947.92795,-0.76265
3947.98994,0.0769
3948.06051,0.84162
3948.10414,-0.75049
3948.13252,-0.62251
3948.13752,1.37427
3948.15493,0.81067
3948.21882,-0.62074
3948.30132,-1.63161
3948.30298,-0.7119
3948.30465,1.21592
3948.31395,1.61529
3948.31991,-0.20898
3948.44389,-0.42032
3948.4601,1.09005
3948.46678,-0.0063
3948.48967,1.6655
3948.51088,0.12214
3948.53258,-0.58997
3948.60935,-0.48982
3948.61627,-0.60219
3948.68207,1.23716
3948.70067,0.4731
3948.73118,1.65836
3948.81797,1.0751
3948.84443,-0.7634
3948.85278,-0.17418
3948.85516,-0.61964
3948.90118,1.40445
3948.92025,1.26953
3948.94242,0.14192
3949.06568,1.26946
3949.11694,1.31848
3949.13268,1.62785
3949.13459,1.67427
3949.37324,-0.61117
3949.38111,-0.8752
3949.46241,1.36787
3949.5163,1.42341
3949.54038,-0.14306
3949.70488,1.66008
3949.71204,1.59925
3949.75495,1.70851
3949.84794,0.48971
3949.87082,-0.55267
3949.92995,0.43759
3949.99313,-0.6881
3950.02413,0.57032
3950.0382,-0.48982
3950.09756,1.64266
3950.30498,1.68636
3950.3572,1.56838
3950.47069,1.6655
3950.47903,-0.62289
3950.49429,-0.34598
3950.5055,1.57198
3950.65069,1.21838
3950.65188,1.61999
3950.65784,-0.32196
3950.65928,0.7874
3950.66524,-0.22802
3950.68312,-0.74969
3950.70124,0.05707
3950.72269,0.01837
3950.83094,-0.67554
3951.00665,0.66163
3951.13182,0.9732
3951.1354,-0.59073
3951.13659,1.37869
3951.15089,-0.72198
3951.18523,0.81449
3951.30658,1.36374
3951.31516,-0.71346
3951.4184,1.71818
3951.41864,0.87657
3951.42889,1.0272
3951.50375,-0.47234
3951.59197,1.60167
3951.59864,1.4893
3951.72072,-0.34297
3951.80106,1.69508
3951.84255,1.62044
3951.9403,-0.51815
3952.0011,0.7574
3952.07429,0.13123
3952.07667,1.70184
3952.10934,-3.95799
3952.11506,1.68475
3952.12889,1.69891
3952.17609,1.23605
3952.17919,-0.37753
3952.22712,-0.6125
3952.41094,0.09279
3952.43597,-0.66702
3952.46434,1.2916
3952.48342,1.34909
3952.53873,-0.74969
3952.7595,0.68886
3952.76594,1.14457
3952.81029,-0.7319
3952.83222,-0.18568
3952.84724,0.92087
3952.85511,1.68322
3952.87037,1.62628
3952.90422,0.67192
3952.99387,1.66398
3953.00078,0.24945
3953.00818,1.59325
3953.07994,-0.54871
3953.08781,1.55572
3953.09877,-1.67494
3953.11165,-0.69472
3953.29166,-0.8655
3953.35555,1.00821
3953.35746,0.10323
3953.37963,-0.06988
3953.39346,-0.18741
3953.3968,-0.6221
3953.43661,-3.78652
3953.44019,1.57288
3953.56345,0.99509
3953.72367,0.20244
3953.75705,0.91581
3953.82118,1.18601
3953.88985,1.15626
3953.9113,0.14192
3953.92013,1.23963
3953.964,1.70946
3953.96924,1.58692
3954.02408,1.15284
3954.0658,0.417
3954.11682,1.66825
3954.27346,1.71207
3954.33855,-0.73334
3954.42247,1.2587
3954.42772,-0.56689
3954.45752,1.35886
3954.5176,1.09641
3954.71859,-0.43075
3954.76294,-0.61454
3954.79965,1.04367
3955.01184,-1.7864
3955.17349,1.46499
3955.25527,0.94159
3955.31297,1.51245
3955.36971,1.71096
3955.41954,1.7288
3955.51801,-0.61316
3955.53517,1.70524
3955.54662,-0.32895
3955.55091,-0.74788
3955.57523,1.38406
3955.67679,-0.64025
3955.67679,1.66837
3955.69086,-0.76476
3955.75976,-0.71071
3955.8301,-3.14822
3955.87087,1.34494
3955.88541,-0.16491
3955.94168,-0.67088
3955.97887,-0.74788
3956.0523,-0.66479
3956.06685,1.66261
3956.10189,-0.53717
3956.10452,0.91358
3956.13241,1.48151
3956.16651,1.65644
3956.24757,1.27012
3956.29239,1.2597
3956.30169,0.73294
3956.45857,-0.22507
3956.46358,1.24141
3956.5084,1.27401
3956.57492,-0.76601
3956.60639,-0.56528
3956.6822,0.66488
3956.68817,-0.26437
3956.76374,-0.49493
3956.84552,1.64635
3956.87056,0.16108
3956.88915,-0.55024
3956.93564,1.46963
3956.93612,-2.05975
3956.96592,1.6007
3957.19314,1.51409
3957.2289,1.69433
3957.26275,0.55835
3957.37815,0.60714
3957.39436,0.30626
3957.71718,1.55038
3957.7198,0.67544
3957.72886,-0.07618
3957.72982,-0.16235
3957.74412,0.51623
3957.81064,1.67684
3957.88169,0.40151
3957.94749,1.42753
3957.98421,1.54482
3958.03881,0.77568
3958.07433,-0.20003
3958.143,1.66962
3958.1697,1.211
3958.20308,-0.73218
3958.2386,-0.61354
3958.27436,1.50238
3958.37784,-0.28193
3958.42409,-1.2287
3958.43005,-0.77155
3958.43124,-0.24852
3958.51731,1.1162
3958.69303,-0.68292
3958.73451,0.80341
3958.817,1.22508
3958.98104,0.07973
3958.99415,-1.18474
3959.18179,1.46963
3959.27453,1.30716
3959.35345,1.34305
3959.41973,-0.61065
3959.46574,-0.74757
3959.47051,1.15081
3959.47385,1.72517
3959.52964,0.99911
3959.53393,-0.7485
3959.53751,1.15284
3959.54919,1.59461
3959.56612,0.49108
3959.63669,1.72517
3959.7218,-0.38966
3959.7621,1.51799
3959.78332,-0.58899
3959.79118,-0.10418
3959.87868,1.58161
3959.90539,1.62766
3959.9421,1.59747
3959.97381,-0.69197
3960.04319,-0.59232
3960.1686,1.28909
3960.3374,1.11842
3960.40845,1.41499
3960.42609,-0.56957
3960.50429,-0.14428
3960.58989,-0.44358
3960.65259,1.38293
3960.69026,-0.53719
3960.69527,0.40167
3960.81185,1.21466
3960.84595,1.73031
3960.9375,1.64353
3960.99925,1.23839
3961.08651,1.65869
3961.09676,1.72969
3961.13276,-0.76638
3961.15684,1.30035
3961.21836,0.72528
3961.28249,-0.65811
3961.29274,1.24465
3961.2956,1.30716
3961.31921,-0.57348
3961.375,1.31919
3961.38525,-0.32508
3961.53188,-0.43841
3961.59267,1.55098
3961.65919,1.6296
3961.68304,0.95232
3961.69043,0.29538
3961.69233,1.16439
3961.76386,1.58706
3961.8504,0.72214
3961.90143,1.27458
3961.92384,-0.73334
3961.94005,1.48333
3961.94243,1.72953
3961.99822,0.21112
3962.03327,0.81863
3962.0471,-0.21953
3962.09192,1.20927
3962.10885,1.70363
3962.13722,1.45682
3962.13865,-0.44793
3962.16798,-0.57044
3962.2817,0.48656
3962.31628,1.35126
3962.4145,1.67373
3962.50534,1.62706
3962.61764,0.39608
3962.63766,1.67015
3962.77237,0.38269
3962.77714,1.35281
3962.80789,1.37326
3962.81743,0.53669
3963.03248,-0.01972
3963.04488,1.66664
3963.06133,-0.62266
3963.06491,-0.76429
3963.23371,-0.01972
3963.25326,0.61914
3963.28712,1.54766
3963.31692,1.45219
3963.32169,-0.0592
3963.42492,1.14697
3963.43088,-0.75932
3963.51028,-0.26437
3963.52768,1.04011
3963.52863,1.06278
3963.53698,1.46261
3963.55796,1.72942
3963.59396,-0.41653
3963.69195,1.71894
3963.73963,0.20566
3963.74369,1.37362
3963.76634,1.60124
3963.8381,-0.31648
3963.96875,0.6596
3963.99522,-0.7375
3964.02597,-1.84889
3964.04624,-0.59888
3964.07628,-0.72038
3964.13159,1.37288
3964.34259,-0.02995
3964.38241,-0.24892
3964.49494,-0.73325
3964.504,0.87131
3964.50877,1.50238
3964.5884,1.46592
3964.59031,1.41513
3964.61201,1.35111
3964.62512,-0.61661
3964.6523,1.5097
3964.78748,0.12681
3964.84804,1.00558
3964.9086,0.53036
3964.94985,1.26706
3964.95462,1.61025
3964.99014,1.49413
3965.00993,0.61933
3965.05809,-0.75858
3965.07549,-0.19528
3965.07692,1.16929
3965.13796,1.16512
3965.16108,-3.90753
3965.20328,-0.426
3965.2493,1.31028
3965.28006,-0.52223
3965.30652,1.27458
3965.35587,1.09555
3965.45839,1.43828
3965.59238,-0.62528
3965.63935,1.69955
3965.68036,1.51332
3965.70444,0.03528
3965.73758,0.40891
3965.74211,1.38896
3965.81912,-0.54927
3965.83962,1.67981
3965.85751,-0.70802
3966.02058,-0.59034
3966.06398,0.21981
3966.10665,-0.2016
3966.11857,-0.68588
3966.16077,-2.06606
3966.20083,1.66404
3966.21942,-0.33826
3966.24231,1.63212
3966.34364,-3.62883
3966.35103,1.52004
3966.35771,1.55928
3966.38417,-0.35612
3966.4433,-1.84889
3966.45141,0.56754
3966.54105,-0.51347
3966.57157,1.7222
3966.60757,-0.61307
3966.67337,-0.25942
3966.80331,0.20566
3966.84766,-0.24892
3966.91227,1.63397
3966.95614,-1.74934
3967.03958,1.60712
3967.06152,1.47699
3967.09609,0.46489
3967.12923,1.58738
3967.20958,1.10976
3967.26131,1.40496
3967.27204,1.34003
3967.33642,-0.27213
3967.36622,1.2856
3967.38839,1.73058
3967.44394,1.07626
3967.47065,1.91788
3967.5386,1.64945
3967.54003,1.59015
3967.54551,-0.59619
3967.60106,0.59277
3967.66424,0.37862
3967.67855,1.52429
3967.79513,1.67265
3967.82398,-0.56536
3967.92102,-2.27382
3967.98348,-0.47049
3968.01186,-0.61681
3968.03308,-0.49158
3968.09506,-0.77277
3968.12367,1.66741
3968.13679,1.08753
3968.24718,1.72914
3968.2517,-0.46952
3968.34636,-0.77101
3968.41002,-0.60762
3968.41836,-1.18474
3968.47105,1.35411
3968.47343,0.9032
3968.53161,0.64308
3968.57023,1.47823
3968.5843,1.69884
3968.69016,1.64031
3968.71829,1.01829
3968.80865,-0.61146
3968.94288,-0.29137
3968.96601,-0.61855
3968.97078,0.97736
3969.15746,1.27174
3969.23113,0.67809
3969.25354,-0.37774
3969.26642,1.24141
3969.28334,1.23979
3969.34128,1.64067
3969.40613,-0.36794
3969.42949,-0.67653
3969.46382,-0.44375
3969.47503,-0.62333
3969.51532,1.47789
3969.51842,-0.51235
3969.54036,-0.15466
3969.72656,1.55322
3969.78378,-0.55266
3969.81645,-0.57455
3969.83409,-0.23093
3969.8348,1.59119
3969.86938,1.43789
3970.10589,1.50914
3970.16835,1.15036
3970.21937,-0.37938
3970.23749,1.70309
3970.24178,-0.73317
3970.24369,1.27658
3970.3033,1.38138
3970.34311,1.23983
3970.40033,-0.42461
3970.50929,-0.3933
3970.5348,-0.76352
3970.69478,0.38688
3970.75224,1.67322
3970.78729,1.63497
3970.83712,-0.75948
3970.84212,-0.59034
3970.84808,1.65444
3971.05408,1.49661
3971.11249,0.96171
3971.15731,-0.06132
3971.19308,1.64852
3971.21596,1.01031
3971.21763,1.47506
3971.2944,1.66881
3971.33613,-0.13547
3971.40241,-0.59034
3971.59219,1.53688
3971.62604,-0.76732
3971.65179,0.94335
3971.663,1.41466
3971.73262,1.47697
3971.79222,1.07626
3971.80057,0.84122
3971.87471,0.26073
3971.88258,1.30516
3971.89116,-0.6227
3971.89355,1.2825
3971.92717,1.71444
3972.14007,-0.18575
3972.15056,1.42202
3972.15462,1.67065
3972.16821,1.23838
3972.1775,1.40556
3972.22734,1.16876
3972.24879,1.2246
3972.26167,-0.22906
3972.26739,0.99831
3972.26858,1.70129
3972.30339,1.59836
3972.32771,-0.34622
3972.42928,0.22557
3972.6131,1.62034
3972.6901,0.60194
3972.73183,1.35126
3972.75424,-0.56497
3972.83983,1.46456
3972.88895,0.18086
3972.92042,1.02021
3972.9228,-0.1139
3972.98694,1.07336
3973.07038,0.735
3973.14453,1.53472
3973.19746,1.16512
3973.20509,1.13056
3973.2337,1.554
3973.3746,0.15144
3973.37484,-0.7312
3973.38796,-0.58144
3973.42086,-0.41961
3973.45662,1.5871
3973.46258,-0.36794
3973.46687,0.44688
3973.47593,0.64036
3973.49763,-0.05652
3973.55485,-0.57149
3973.57035,-0.57764
3973.58298,-0.26684
3973.60635,-0.76055
3973.64426,1.70108
3973.72341,-0.59291
3973.73342,1.63948
3973.77562,0.20914
3973.79112,-0.4231
3973.85526,-0.59402
3973.86694,-0.35809
3973.97065,0.87551
3974.04385,1.47789
3974.0448,1.21488
3974.15161,0.80486
3974.17688,1.68689
3974.20764,0.57258
3974.2167,1.46188
3974.22528,-0.04667
3974.26152,1.56143
3974.29586,-0.64526
3974.334,1.03034
3974.47181,-0.79279
3974.50042,-0.76181
3974.51377,1.18499
3974.56574,1.68754
3974.61414,1.11803
3974.67566,1.24831
3974.70546,1.53194
3974.7355,1.46456
3974.74623,-0.49323
3974.78151,-0.54757
3974.90239,1.42298
3974.91312,0.90531
3974.94721,1.54618
3975.20042,-0.51512
3975.35467,1.42563
3975.36945,0.66498
3975.41618,0.30107
3975.46196,-0.55774
3975.47245,0.10481
3975.47841,-0.51993
3975.61121,0.9013
3975.61693,-0.37938
3975.7328,-0.38483
3975.74306,1.64399
3975.89588,-0.06548
3975.95334,1.40379
3975.96192,0.02913
3975.97361,1.70886
3975.981,-0.38649
3976.04847,0.07153
3976.09043,-0.53226
3976.15647,-1.08903
3976.18961,-0.6444
3976.23158,1.03635
3976.24302,1.63351
3976.25852,1.45914
3976.26591,0.48117
3976.35198,1.61621
3976.36318,1.69271
3976.40371,1.28361
3976.48192,1.62096
3976.48597,-0.717
3976.51792,1.42933
3976.51982,1.16235
3976.64785,1.42718
3976.75681,-0.70933
3976.78638,-0.62998
3976.83859,1.59488
3976.92776,0.64933
3976.98688,1.45221
3977.02146,1.63527
3977.04887,1.33789
3977.05626,1.13093
3977.05817,-0.60528
3977.08034,-0.59538
3977.09513,-0.71163
3977.16451,-0.01874
3977.16951,1.59566
3977.19646,1.71894
3977.19765,1.67713
3977.24318,1.6813
3977.24485,1.45179
3977.33569,1.33706
3977.37527,-0.60814
3977.43821,0.17153
3977.4437,1.03977
3977.51904,-0.4661
3977.56219,-0.76843
3977.63634,-1.90064
3977.70572,-0.31061
3977.71883,-0.04756
3977.79155,1.70129
3977.8285,1.17407
3977.84042,1.37288
3977.86164,-0.62207
3977.94151,-0.41582
3978.06191,-0.23494
3978.11079,1.39507
3978.13582,-0.79279
3978.15466,-1.75049
3978.27196,-0.60752
3978.31321,1.09249
3978.32441,-0.05734
3978.33681,-0.45942
3978.3895,0.23276
3978.41716,1.72604
3978.48129,-0.69358
3978.50299,1.57038
3978.56498,1.70946
3978.61814,0.5631
3978.66678,0.26742
3978.75786,1.06344
3978.79624,-0.7393
3978.8127,0.95148
3978.86729,1.71654
3978.94382,-0.75824
3978.95908,1.53109
3978.99604,1.49453
3979.02036,0.5631
3979.03514,-0.46466
3979.06375,1.7194
3979.08473,-0.76126
3979.0945,-0.08729
3979.12026,1.48533
3979.13575,0.33338
3979.20322,-0.79279
3979.21729,1.46845
3979.29048,-0.27752
3979.41446,-0.04787
3979.56133,1.5525
3979.5692,-0.54049
3979.59375,0.88058
3979.62952,0.83432
3979.65741,1.35606
3979.68197,-0.60814
3979.68435,-0.42202
3979.69222,-0.52415
3979.70366,-0.61271
3979.72536,1.68124
3979.74467,1.14692
3979.76184,-0.24802
3979.81214,0.04619
3979.82073,0.75462
3979.8212,-0.72573
3979.84266,0.61255
3979.85148,-0.1701
3979.85792,1.60086
3979.87819,0.43969
3979.91204,-0.05652
3979.97308,1.14692
3980.0849,-2.21289
3980.17311,0.84799
3980.22532,-0.57185
3980.25823,0.6197
3980.26276,-0.77289
3980.27182,0.20566
3980.4821,1.0562
3980.49784,1.49953
3980.55959,1.43399
3980.64494,1.55245
3980.6993,-0.76843
3980.81827,1.06475
3980.82399,1.46321
3980.85213,-1.0725
3980.85666,-0.40025
3980.89027,1.01085
3980.90148,1.40094
3980.91936,-0.67449
3980.99041,1.09713
3981.01354,0.71905
3981.01544,-0.75964
3981.05192,0.24233
3981.07767,-0.60586
3981.0915,1.51321
3981.24146,0.18465
3981.34565,1.52542
3981.35376,-0.39758
3981.37665,1.59967
3981.38714,1.16232
3981.4887,1.57631
3981.61364,0.7208
3981.6308,-0.44635
3981.64868,-0.01874
3981.6637,1.33478
3981.66561,1.27189
3981.75335,-0.73849
3981.8151,0.25188
3981.84848,1.43559
3981.86374,-0.08902
3981.86874,-0.2445
3981.9243,1.46548
3982.02062,-0.46674
3982.02419,0.25188
3982.03516,-0.70228
3982.0478,-0.22393
3982.12528,1.62163
3982.17344,1.29201
3982.23376,0.93272
3982.26047,-0.74962
3982.27119,1.52406
3982.29074,-0.69134
3982.39279,-0.2445
3982.48243,0.12028
3982.5213,-0.67753
3982.54657,0.87537
3982.63454,1.59321
3982.71608,-0.61975
3982.75924,-0.52454
3982.85794,1.52674
3982.97358,-0.7009
3982.99193,-0.58377
3983.00195,0.35471
3983.00767,1.0976
3983.01005,1.67707
3983.03747,1.32935
3983.04081,-0.5692
3983.0575,1.5469
3983.11353,1.71921
3983.16121,-0.62543
3983.19721,1.48201
3983.24847,-0.96397
3983.46353,1.32315
3983.58321,-0.31918
3983.64377,1.12271
3983.71911,1.65813
3983.72316,0.13459
3983.80446,1.20258
3983.89196,0.96452
3983.96921,1.43472
3984.03835,0.64987
3984.07936,1.70616
3984.19237,-1.31308
3984.27772,1.17613
3984.35402,-0.68846
3984.40528,1.41889
3984.42125,1.27872
3984.4501,-0.47434
3984.51281,-0.68159
3984.5798,-0.60544
3984.68733,-0.5486
3984.69234,1.2246
3984.77674,-0.65226
3984.79462,-0.77256
3984.89022,-0.31963
3984.92932,1.29963
3984.97486,-0.55813
3985.00562,1.4582
3985.04019,0.34658
3985.04972,0.73604
3985.05545,1.65258
3985.20517,1.55811
3985.21638,1.71495
3985.22067,-0.17455
3985.28719,1.52542
3985.32152,-0.59067
3985.36158,-0.44263
3985.40068,-0.06539
3985.41713,-0.5359
3985.42213,-0.35711
3985.4672,1.66384
3985.51512,1.30959
3985.61001,-0.7681
3985.61811,1.40831
3985.63862,1.7046
3985.6627,0.72874
3985.68034,0.97609
3985.73351,1.24831
3985.76784,1.23175
3985.83102,-0.45788
3985.84127,0.77088
3985.8563,-0.3521
3985.92806,0.99906
3985.98409,-0.52985
3986.02033,-0.59533
3986.11307,1.61351
3986.14264,-0.61668
3986.30261,-0.73857
3986.41348,-2.32175
3986.42516,-0.76532
3986.6612,0.5257
3986.77468,1.63628
3986.84168,-1.62789
3986.87553,-0.75335
3986.8958,0.28952
3986.92083,-0.58466
3986.92584,1.72547
3986.93109,1.51901
3987.06245,-0.76968
3987.15568,1.64696
3987.15925,1.63633
3987.23459,1.66659
3987.2961,1.58404
3987.31232,-0.7671
3987.44249,-1.98824
3987.46395,1.55081
3987.60962,0.26654
3987.77771,-0.46234
3987.81824,0.67714
3988.00683,-0.51993
3988.03496,0.54
3988.16681,-0.75648
3988.17611,1.11032
3988.35254,-0.76532
3988.44242,1.60925
3988.62553,-0.67246
3988.66177,1.38056
3988.7569,-0.62765
3988.80053,-0.59533
3989.08138,0.02944
3989.13145,0.99109
3989.13431,1.71866
3989.19868,0.00101
3989.23564,0.37984
3989.25233,1.72235
3989.26354,1.04457
3989.26377,1.56879
3989.27665,0.24029
3989.34484,1.25775
3989.34698,0.09349
3989.35485,0.09349
3989.37798,-0.69437
3989.38227,-0.40903
3989.39323,-0.74086
3989.40325,0.59365
3989.41445,1.1222
3989.41541,1.17861
3989.42637,1.376
3989.45332,1.11538
3989.47978,1.68004
3989.48646,1.66917
3989.59565,1.34537
3989.73966,1.57292
3989.75444,-0.03467
3989.76493,-0.40958
3989.77447,0.28947
3989.85863,0.4823
3989.87603,1.2288
3989.94732,-0.54401
3989.98499,-0.70554
3990.00359,0.68493
3990.03386,0.44344
3990.09395,1.38102
3990.15617,-0.52319
3990.18836,0.2509
3990.23819,-0.21361
3990.25297,0.88586
3990.27634,0.91271
3990.31615,-0.58215
3990.34023,1.45946
3990.52167,1.2288
3990.61966,-3.40067
3990.62157,0.11509
3990.66138,1.70152
3990.68809,1.50927
3990.93485,1.50927
3990.95392,1.61084
3990.95488,1.69911
3991.00065,-0.3079
3991.00423,0.13288
3991.02354,1.67154
3991.05549,1.0329
3991.17565,1.63881
3991.22381,1.47655
3991.35351,1.65879
3991.38451,-0.47434
3991.41478,1.1733
3991.44244,-0.66803
3991.44411,1.50927
3991.58812,1.62433
3991.62555,1.65303
3991.65487,0.92563
3991.68515,-0.13985
3991.68944,1.51783
3991.72234,-0.33396
3991.75763,1.59614
3991.77003,1.5126
3991.80984,0.59861
3991.89687,1.72539
3991.93096,0.88178
3991.98556,-0.26349
3992.25235,1.68948
3992.29145,1.71495
3992.37943,1.62652
3992.41781,-0.35227
3992.46883,0.0902
3992.47408,1.1222
3992.47622,1.67839
3992.49339,-0.43241
3992.52629,1.62932
3992.52844,-0.36762
3992.56015,1.65598
3992.57255,0.99144
3992.65838,1.3025
3992.68293,1.43393
3992.7361,1.23379
3992.74731,-0.75825
3992.87772,-0.62211
3992.96737,1.3583
3992.98859,0.58107
3992.99455,1.61941
3993.01267,0.81648
3993.11018,0.99144
3993.12663,-0.59132
3993.17145,1.50937
3993.19005,-3.33332
3993.25943,1.06392
3993.28017,-0.72819
3993.3536,-0.59072
3993.35718,1.41084
3993.38126,1.01136
3993.47615,1.21999
3993.53409,-0.4923
3993.59393,1.47354
3993.66832,-0.28388
3993.72125,1.31666
3993.78777,1.3182
3993.8488,1.33861
3993.98565,0.16028
3994.09413,1.72351
3994.09986,0.31565
3994.13085,1.28982
3994.24314,1.32883
3994.31014,-0.62143
3994.31491,-0.69079
3994.37928,-0.61015
3994.44222,0.25866
3994.45272,-0.26349
3994.5221,0.23729
3994.53282,-0.52572
3994.55976,1.24447
3994.6723,1.61336
3994.74859,0.58649
3994.79032,-0.3291
3994.81535,1.66918
3994.82298,-0.74924
3994.88974,0.85782
3994.94672,1.71144
3995.04447,-0.58908
3995.0583,0.36952
3995.07928,0.90418
3995.12172,1.63203
3995.12482,-0.63529
3995.19444,1.3518
3995.20159,-0.60298
3995.21899,-0.46407
3995.21923,1.64971
3995.22781,0.21285
3995.35322,0.1157
3995.38684,-1.06974
3995.63766,-0.68781
3995.63932,0.39034
3995.72396,1.35202
3995.77284,1.33893
3995.80026,1.16201
3995.83793,-0.62552
3995.84222,0.88178
3995.85319,1.42804
3995.87846,0.40476
3995.91899,1.66136
3995.93544,-0.02634
3996.0227,1.18107
3996.11902,1.32316
3996.1257,1.11202
3996.15693,-0.53122
3996.1946,1.17861
3996.23918,1.70942
3996.24586,1.72586
3996.32168,0.88282
3996.37151,1.00939
3996.4304,1.68308
3996.46163,0.06949
3996.50383,1.44622
3996.52886,1.11419
3996.54508,1.43499
3996.67883,0.57883
3996.73533,1.29276
3996.75822,-0.92944
3996.75989,1.45563
3996.79661,0.17403
3996.85931,1.2706
3996.88768,0.47398
3996.96302,0.03169
3996.96851,1.49523
3997.02597,1.69322
3997.0994,-0.76907
3997.14756,1.30275
3997.27607,-0.754
3997.43843,0.86893
3997.44797,1.68463
3997.57099,1.72898
3997.5872,1.09908
3997.70546,1.06875
3997.83921,-0.61528
3997.85137,1.69508
3997.86186,1.38499
3997.88189,-0.68168
3997.90835,0.92563
3998.05594,1.67154
3998.06976,-0.26023
3998.13604,1.48792
3998.19303,0.36267
3998.37184,-1.46831
3998.42787,-0.73413
3998.51704,-0.26352
3998.57187,0.47823
3998.67558,1.41256
3998.68584,1.62335
3998.7359,1.6648
3998.75975,0.9432
3998.81434,1.20482
3999.15981,1.37825
3999.21393,-0.11605
3999.33696,1.65051
3999.36557,0.75864
3999.38941,1.71317
3999.40729,1.51141
3999.51768,-0.53305
3999.52865,-0.76494
3999.57037,1.46572
3999.60065,1.13091
3999.62997,1.52999
3999.78447,0.45822
3999.825,1.14675
3999.86148,1.43953
3999.87602,1.65705
3999.8858,1.70796
3999.964,1.33744
4000.03147,1.65225
4000.09441,-0.6222
4000.11301,1.72583
4000.13399,0.02106
4000.17786,-0.62386
4000.18168,1.70412
4000.21267,1.64193
4000.3233,1.54165
4000.38099,0.03492
4000.43869,-0.7304
4000.44155,0.91932
4000.51546,1.66012
4000.54312,-0.26023
4000.59176,-0.27758
4000.61369,0.08559
4000.65184,1.47658
4000.67711,0.41504
4000.76151,-0.67895
4000.92125,1.49006
4001.29843,-0.09957
4001.34516,-0.57479
4001.36328,0.7015
4001.5645,1.72563
4001.64175,0.9229
4001.68848,1.71618
4001.69611,-0.33237
4001.71042,1.02116
4001.822,1.25586
4001.82915,-0.6211
4001.8754,-0.71552
4001.89877,1.40088
4001.91879,-0.61517
4001.9865,0.07311
4002.01511,-0.62063
4002.10571,0.6583
4002.17199,1.41183
4002.19536,-0.55628
4002.40517,1.43451
4002.42472,-0.55891
4002.43044,0.58933
4002.65694,1.61562
4002.75803,-0.84786
4002.82955,-0.69707
4002.92587,-0.65787
4003.06368,1.38424
4003.06654,1.71133
4003.08657,1.5404
4003.17144,1.21824
4003.25632,1.0393
4003.26776,-0.51381
4003.30067,1.7073
4003.30925,-0.30541
4003.43227,-0.73041
4003.46756,-0.36771
4003.53622,-0.084
4003.59106,-0.74612
4003.59726,-0.12879
4003.6583,-0.41345
4003.6788,1.71985
4003.88718,-0.00761
4003.901,1.35657
4003.90959,0.32442
4003.92008,1.67154
4003.94583,-0.45984
4004.01735,0.97944
4004.05026,-0.7298
4004.08602,-0.70904
4004.15087,1.2706
4004.26197,-0.01012
4004.28104,1.25761
4004.28438,-0.85657
4004.30965,-0.5232
4004.33207,1.07185
4004.44317,1.65886
4004.50134,0.96131
4004.5023,0.31224
4004.55475,1.22516
4004.62198,1.29289
4004.66394,-0.40544
4004.6835,0.63349
4004.72832,-0.76216
4004.77791,0.11782
4004.87423,1.18107
4004.89044,1.66841
4004.94051,-0.71947
4005.02443,1.55756
4005.13983,-0.38439
4005.23329,1.07371
4005.2681,-0.76758
4005.2824,0.55991
4005.30338,1.69382
4005.49555,1.05034
4005.50508,1.72012
4005.54657,1.29408
