#: table_doi: 10.17182/hepdata.113470.v1/t19
#: name: Fig 5a unbinned
#: description: Mass distributions for selected $D^+ D^+$ candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_5a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^+}$ [MEV],Weight []
3771.27004,0.80668
3771.2791,0.00902
3771.27934,0.02637
3771.28267,1.46047
3771.29173,1.57151
3771.29817,-0.10243
3771.33703,0.15261
3771.37113,-0.16702
3771.38877,0.39892
3771.39473,0.09669
3771.40927,-0.21718
3771.42596,0.06839
3771.43168,-0.50578
3771.44241,-0.58933
3771.44837,0.81346
3771.45386,0.07134
3771.45767,0.69165
3771.47102,-0.61901
3771.47508,-0.23842
3771.47698,0.54321
3771.4808,0.01883
3771.48318,-0.4826
3771.50011,0.05588
3771.50226,0.08046
3771.5137,-0.16534
3771.51918,1.56115
3771.54088,0.14174
3771.55018,-0.07795
3771.56591,-0.71483
3771.57211,0.08334
3771.57235,-0.45834
3771.57402,0.06227
3771.57617,-0.49159
3771.57688,0.077
3771.58952,1.38824
3771.60811,-0.69953
3771.62623,-0.46052
3771.63672,1.14982
3771.6372,0.13722
3771.64221,-0.47474
3771.65604,0.14285
3771.66986,-0.09046
3771.703,1.45599
3771.70348,0.09351
3771.70539,-0.52589
3771.72327,-0.15902
3771.72637,0.03633
3771.73638,0.14615
3771.74544,-0.33241
3771.75212,-0.4473
3771.77072,-0.57847
3771.78335,0.01993
3771.81244,-0.116
3771.8153,0.14298
3771.81864,-0.00197
3771.82579,0.13063
3771.83843,0.15856
3771.8401,0.43208
3771.84892,-0.44416
3771.8513,0.15146
3771.85273,-0.05984
3771.85702,0.59369
3771.86084,0.13026
3771.8637,0.15761
3771.86751,-0.07618
3771.87538,0.1593
3771.8761,0.67028
3771.89064,0.15624
3771.89088,-0.67513
3771.89183,0.1588
3771.89851,-0.27731
3771.90852,0.0362
3771.909,0.03887
3771.9152,1.55769
3771.91806,-0.4043
3771.92903,-0.11043
3771.93546,0.52414
3771.94118,-0.41122
3771.9481,1.53637
3771.96455,0.53121
3771.96503,0.14909
3772.00818,0.90768
3772.03131,0.05514
3772.03202,-0.13651
3772.05086,0.06697
3772.0592,0.41818
3772.06087,-0.03108
3772.07279,-0.01187
3772.1138,-0.6236
3772.12119,-0.61856
3772.12596,0.31032
3772.15433,0.04754
3772.15624,0.27964
3772.17746,-0.56783
3772.19939,-0.00489
3772.20106,0.53674
3772.20297,0.65069
3772.20845,0.0538
3772.23945,0.15044
3772.2435,0.1576
3772.26353,0.49997
3772.28403,1.49773
3772.28952,0.08688
3772.29691,1.15238
3772.32075,-0.67434
3772.33601,0.01923
3772.34483,1.08896
3772.36223,-0.71094
3772.39442,0.15896
3772.41158,0.15709
3772.42041,0.03117
3772.42208,0.04526
3772.4266,-0.09684
3772.44782,-0.36513
3772.46404,0.15694
3772.4781,0.15921
3772.47858,-0.03466
3772.47906,-0.47368
3772.48406,-0.57574
3772.49336,-0.08196
3772.51601,-0.04252
3772.52078,0.99577
3772.52388,-0.1699
3772.53294,-0.50476
3772.54629,0.15224
3772.54987,0.04771
3772.55988,0.54575
3772.56131,-0.325
3772.56417,-0.1127
3772.56584,1.4293
3772.58348,-0.02604
3772.58492,-0.56346
3772.58563,0.15371
3772.59088,-0.06949
3772.60327,-0.05717
3772.60375,0.57089
3772.60971,-0.29961
3772.61806,-0.14887
3772.6531,0.15392
3772.66359,-0.42101
3772.66765,0.15931
3772.69912,0.0685
3772.69936,0.13875
3772.70436,-0.69604
3772.72201,-0.26445
3772.73321,-0.13723
3772.73798,-0.2139
3772.74966,0.65868
3772.79735,0.15804
3772.83216,-0.7576
3772.83454,0.15901
3772.84932,0.15651
3772.85314,-0.16853
3772.8672,-0.1808
3772.87793,0.15048
3772.87865,0.42222
3772.88246,-0.65113
3772.88675,0.81383
3772.89724,0.15842
3772.93372,1.55916
3772.95566,0.0334
3772.96066,0.15858
3772.96352,-0.06937
3772.9671,0.00625
3772.97068,-0.0205
3772.97544,0.04613
3772.98713,0.45926
3772.98975,-0.37984
3772.99094,1.3683
3772.99261,-0.0639
3773.00167,-0.00879
3773.01168,0.12947
3773.01669,0.15386
3773.0298,0.12747
3773.05865,0.05269
3773.06128,0.70617
3773.07129,-0.56957
3773.0751,1.60278
3773.08011,-0.70591
3773.08011,-0.24304
3773.08416,0.12665
3773.0844,0.12792
3773.0875,-0.59405
3773.09465,0.15256
3773.14663,-0.01172
3773.15164,0.1515
3773.15354,-0.45835
3773.16046,0.66674
3773.1669,-0.10688
3773.18168,-0.002
3773.18525,-0.55159
3773.19288,0.15815
3773.21839,-0.30913
3773.22626,0.1553
3773.24486,-0.44581
3773.25296,0.09337
3773.30279,-0.27878
3773.33689,-0.45661
3773.3717,1.20766
3773.37956,0.12632
3773.38672,1.14245
3773.39077,-0.14367
3773.39435,-0.70197
3773.39912,0.10622
3773.4139,0.11833
3773.4201,-0.43421
3773.42391,-0.17649
3773.45467,0.15915
3773.47088,0.01992
3773.48447,0.14522
3773.50068,0.15035
3773.50926,0.1459
3773.5107,0.1567
3773.51427,1.17592
3773.53764,-0.59994
3773.53811,-0.04916
3773.54145,-0.20025
3773.5424,0.15893
3773.54574,-0.36473
3773.55194,-0.42643
3773.55361,-0.22747
3773.55385,0.11917
3773.55671,0.00632
3773.60845,-0.51813
3773.61441,0.06192
3773.61679,0.15909
3773.63443,0.15916
3773.66281,-0.62051
3773.67115,0.15872
3773.67163,0.05674
3773.67544,-0.1919
3773.6876,-0.25207
3773.69666,-0.59089
3773.69785,1.52286
3773.70381,1.18956
3773.70691,-0.64332
3773.70739,1.03051
3773.71573,-0.75339
3773.71621,0.15082
3773.7174,0.143
3773.71883,-0.12907
3773.71907,-0.55709
3773.71955,0.07853
3773.72503,-0.43229
3773.72503,1.05987
3773.72885,-0.61971
3773.73934,-0.19178
3773.74482,0.15841
3773.7453,0.1559
3773.75174,0.15942
3773.76103,0.1579
3773.77176,-0.52351
3773.7956,-0.55058
3773.79608,0.51676
3773.79966,-0.07203
3773.81229,-0.30261
3773.81492,0.03425
3773.83566,1.00731
3773.86737,0.05418
3773.86999,-0.08046
3773.90122,-0.39037
3773.91386,1.46079
3773.94867,-0.07482
3773.95201,0.14841
3773.96679,-0.0622
3773.97895,0.24768
3773.99945,-0.24413
3774.01209,-0.03832
3774.02139,0.14853
3774.04833,0.0743
3774.09244,0.15901
3774.11604,0.07274
3774.12391,0.28868
3774.12462,-0.34519
3774.13487,0.1569
3774.1487,-0.71929
3774.15824,-0.20322
3774.16658,-0.35481
3774.18423,0.13282
3774.21522,0.07122
3774.22619,-0.19484
3774.22666,0.06766
3774.24908,-0.38251
3774.26481,0.08684
3774.28174,-0.48267
3774.28865,0.15464
3774.29986,0.0161
3774.30725,1.43501
3774.30844,-0.61136
3774.31035,0.15942
3774.3156,0.00878
3774.32108,0.73677
3774.33157,0.13114
3774.33896,0.02139
3774.35207,-0.74141
3774.39737,-0.13856
3774.40882,-0.12765
3774.41287,1.43267
3774.41287,-0.11009
3774.43814,0.15853
3774.44124,0.10661
3774.45054,-0.58627
3774.45221,0.9345
3774.45364,-0.60041
3774.46055,-0.15819
3774.48463,-0.47942
3774.48797,0.51278
3774.49131,-0.02441
3774.49393,-0.14015
3774.50514,1.02454
3774.50562,-0.30164
3774.52064,0.10728
3774.52826,0.15831
3774.53804,0.05612
3774.55115,-0.04951
3774.5707,1.42584
3774.59335,1.45459
3774.61576,0.07788
3774.62172,0.15488
3774.62769,-0.36602
3774.63412,-0.20425
3774.65177,0.15753
3774.65963,0.14824
3774.66774,0.1016
3774.67394,0.13443
3774.68658,0.21415
3774.69683,0.14058
3774.7159,0.14347
3774.71828,0.05903
3774.71876,0.15921
3774.73712,0.10582
3774.75071,-0.65984
3774.76668,0.13776
3774.7879,0.63141
3774.79124,-0.02195
3774.80459,1.46744
3774.80841,-0.03821
3774.82057,-0.31916
3774.82605,1.5309
3774.83702,-0.34317
3774.83916,1.53238
3774.83964,0.16362
3774.84488,0.06578
3774.84632,-0.0778
3774.87421,0.14843
3774.87731,0.15344
3774.8971,0.09586
3774.90687,0.14326
3774.92762,-0.18142
3774.92905,0.01189
3774.93691,1.60009
3774.95241,-0.4616
3774.95885,-0.67432
3774.97983,-0.71127
3774.9908,0.57639
3775.00081,0.05168
3775.00248,0.15918
3775.01273,0.90925
3775.08306,0.13771
3775.09212,0.15943
3775.10667,0.14146
3775.11573,-0.13195
3775.11764,0.95678
3775.1379,0.06705
3775.16604,0.04327
3775.17819,1.58087
3775.17962,0.14049
3775.18249,0.31891
3775.18535,-0.10569
3775.19298,-0.05913
3775.21372,1.449
3775.21372,-0.71984
3775.2173,0.15674
3775.21753,0.15901
3775.21968,-0.79554
3775.24972,-0.27218
3775.26092,-0.55164
3775.26116,-0.47453
3775.27881,-0.02883
3775.28024,1.09216
3775.31505,0.13945
3775.31958,-0.58668
3775.34795,0.15372
3775.37179,-0.01168
3775.38562,0.10235
3775.38824,0.2205
3775.39372,1.46061
3775.40755,0.15913
3775.4283,0.14471
3775.43354,0.15483
3775.44379,1.58641
3775.46,1.31337
3775.4643,0.79327
3775.47789,-0.05492
3775.47884,-0.3401
3775.48003,-0.26126
3775.50435,0.14786
3775.51389,0.33233
3775.51627,0.1394
3775.52319,-0.25063
3775.52486,0.04128
3775.54083,0.06683
3775.55561,0.77512
3775.55895,1.39024
3775.56348,-0.53547
3775.57087,0.01098
3775.57421,0.09109
3775.57492,0.13797
3775.5785,1.31074
3775.61808,-0.01129
3775.61879,1.24026
3775.6207,1.49378
3775.62547,0.00425
3775.63071,1.46905
3775.63429,1.36965
3775.64359,0.14894
3775.64549,-0.63502
3775.67244,-0.22915
3775.68126,0.19417
3775.68388,-0.3155
3775.68722,1.24476
3775.69628,-0.1742
3775.70105,-0.02822
3775.70367,0.14484
3775.71011,0.09561
3775.71297,-0.51712
3775.72942,-0.09943
3775.73037,0.1494
3775.73061,1.06322
3775.75159,0.01498
3775.76637,-0.37898
3775.76876,-0.69324
3775.77186,0.81581
3775.78187,0.15327
3775.78211,0.15633
3775.78497,-0.0638
3775.79761,0.15374
3775.8472,0.1455
3775.85006,0.7779
3775.85149,0.00477
3775.85673,0.15738
3775.86603,0.043
3775.87199,-0.29717
3775.87295,0.15549
3775.87318,0.14844
3775.87533,0.15943
3775.88391,0.12831
3775.89488,1.01673
3775.89822,-0.22173
3775.91991,-0.5667
3775.9273,1.479
3775.93184,1.47512
3775.96664,0.13429
3775.97904,0.15586
3776.00026,-0.27568
3776.00408,-0.4739
3776.00527,0.88678
3776.02267,-0.26659
3776.09277,-0.51306
3776.09778,0.04754
3776.09873,0.03212
3776.12758,0.98384
3776.14021,-0.52616
3776.14093,-0.70085
3776.1445,0.02024
3776.16906,-0.40245
3776.17145,0.12063
3776.17145,-0.42519
3776.17431,1.5219
3776.19433,-0.15918
3776.21055,0.38673
3776.22175,0.11942
3776.22271,-0.52669
3776.23391,0.7102
3776.2382,-0.59219
3776.24321,0.28494
3776.26324,-0.1616
3776.27516,-0.72841
3776.2847,-0.79501
3776.29113,0.0405
3776.3257,0.9096
3776.34335,-0.41053
3776.35694,0.00572
3776.37005,-0.15896
3776.39628,0.10004
3776.41869,0.15593
3776.42059,-0.23286
3776.43061,-0.19117
3776.46756,0.10318
3776.47781,0.1585
3776.47901,0.15715
3776.49403,0.14126
3776.50189,1.57841
3776.51024,-0.57243
3776.51119,1.57344
3776.5243,0.11818
3776.52836,0.69153
3776.53956,-0.57421
3776.54171,1.40812
3776.54433,-0.15679
3776.55983,-0.24369
3776.58987,-0.69426
3776.60632,1.52388
3776.60656,0.14774
3776.61157,-0.35353
3776.64804,1.53986
3776.64828,1.31
3776.65091,0.15824
3776.65162,0.12528
3776.66259,0.0457
3776.66306,0.12936
3776.66688,0.07994
3776.67546,0.95937
3776.68691,0.15917
3776.70074,-0.06869
3776.7036,-0.49108
3776.71599,0.03381
3776.71909,-0.04794
3776.71909,-0.17832
3776.72553,-0.09581
3776.74007,0.15916
3776.74604,0.02227
3776.75414,-0.10863
3776.757,0.11461
3776.76034,0.12639
3776.76773,0.15409
3776.77894,-0.58731
3776.78704,1.22658
3776.7911,1.1617
3776.79682,-0.66158
3776.81613,-0.10515
3776.82304,0.15297
3776.82853,0.09252
3776.83115,0.06696
3776.84975,-0.48044
3776.85308,-0.09806
3776.85404,0.40942
3776.85833,1.43367
3776.86024,-0.16511
3776.86214,0.05472
3776.86524,-0.0846
3776.8712,-0.44137
3776.89052,0.15758
3776.89409,-0.44538
3776.89767,-0.75338
3776.90816,0.14815
3776.91293,-0.18039
3776.91936,0.10685
3776.93462,0.15896
3776.96252,-0.10993
3776.9978,0.11606
3777.00424,0.14825
3777.00973,-0.7044
3777.01282,0.1594
3777.01521,0.68678
3777.02832,-0.57471
3777.06814,0.12014
3777.0741,1.58691
3777.09484,-0.31919
3777.09985,0.09853
3777.10724,0.54513
3777.12464,0.14285
3777.12989,1.47085
3777.13013,-0.119
3777.13084,0.62978
3777.14276,0.12458
3777.1523,1.45299
3777.16303,1.2911
3777.17042,-0.22334
3777.17495,0.07175
3777.18186,0.08759
3777.18592,0.15351
3777.18973,0.13107
3777.21548,-0.66778
3777.21667,0.02018
3777.21763,-0.3068
3777.22979,-0.58872
3777.24028,0.0697
3777.246,-0.09642
3777.30107,-0.51058
3777.32515,0.11481
3777.32706,0.156
3777.33445,-0.03722
3777.34351,0.08524
3777.35162,1.5647
3777.35472,-0.29924
3777.37951,0.0243
3777.3819,0.15733
3777.39334,-0.21516
3777.41122,0.10143
3777.42219,0.562
3777.42219,-0.33983
3777.42338,0.1443
3777.42886,-0.62749
3777.44484,-0.55751
3777.45462,0.15905
3777.46105,-0.03973
3777.46368,1.40722
3777.49753,0.13679
3777.5085,-0.41026
3777.53162,0.02919
3777.53902,0.04642
3777.54116,1.57675
3777.5495,-0.26688
3777.56953,1.59399
3777.60744,-0.39642
3777.61006,1.59142
3777.63295,0.10142
3777.63939,-0.51605
3777.64654,0.9709
3777.65822,0.15274
3777.6773,1.37113
3777.70138,0.36988
3777.72331,0.02268
3777.73023,0.88793
3777.73762,-0.38412
3777.73952,0.09973
3777.76122,-0.64242
3777.76742,1.27345
3777.76957,-0.75938
3777.77791,0.03145
3777.7946,0.95321
3777.79794,-0.28244
3777.81081,-0.52413
3777.82178,1.30554
3777.83513,-0.55941
3777.843,-0.72198
3777.86231,-0.05146
3777.8635,0.00842
3777.88234,-0.08874
3777.89831,0.15788
3777.90403,-0.04574
3777.91834,-0.08542
3777.92549,0.15854
3777.93384,1.23254
3777.93837,0.06044
3777.95887,0.56199
3777.97627,0.15932
3777.97818,0.90897
3778.00536,-0.12639
3778.01657,0.01015
3778.02777,0.00728
3778.04351,0.15146
3778.08356,0.91927
3778.08642,-0.341
3778.10669,0.0215
3778.10693,-0.4717
3778.1086,-0.52155
3778.11217,-0.59708
3778.1415,-0.29456
3778.14508,0.14324
3778.16486,0.15873
3778.17416,0.10969
3778.17726,-0.36721
3778.17822,0.16469
3778.19157,1.19754
3778.21422,1.42471
3778.22781,0.03134
3778.28932,-0.68153
3778.29456,0.72633
3778.31435,-0.4979
3778.33152,-0.25944
3778.34558,0.12352
3778.36227,-0.71884
3778.37443,0.06654
3778.37944,0.07987
3778.38397,0.03766
3778.38612,0.1513
3778.43809,-0.30079
3778.43809,-0.59159
3778.45097,0.04715
3778.45335,-0.47158
3778.45335,-0.1275
3778.4605,-0.28335
3778.46694,0.07348
3778.47171,0.04141
3778.48339,0.15799
3778.50556,-0.16488
3778.51868,0.11795
3778.54395,0.09134
3778.54967,0.00778
3778.55206,1.49396
3778.56112,0.12861
3778.56803,0.57344
3778.57995,0.12424
3778.59068,1.32599
3778.59712,0.74951
3778.60332,-0.12116
3778.64862,0.1556
3778.67842,0.034
3778.70607,0.13854
3778.7106,0.15528
3778.72586,0.15874
3778.72586,1.40871
3778.72706,0.07369
3778.73182,-0.62747
3778.7416,0.31938
3778.7447,0.12253
3778.74541,-0.06362
3778.7466,1.44914
3778.74827,-0.07901
3778.74827,-0.5416
3778.76949,0.07714
3778.78428,-0.09623
3778.79119,0.11726
3778.79405,-0.71469
3778.81885,0.68051
3778.85151,0.16979
3778.8806,0.15296
3778.89466,-0.32328
3778.91111,0.12492
3778.92089,0.14364
3778.92709,0.15911
3778.93066,-0.56414
3778.95069,-0.70147
3778.96333,-0.62873
3778.96953,1.23072
3779.04725,-0.53243
3779.06299,-0.24289
3779.06609,-0.68819
3779.07753,0.08213
3779.0885,0.04568
3779.10519,-0.68256
3779.11425,0.2461
3779.11902,0.15489
3779.12164,0.07753
3779.12188,0.135
3779.12235,0.00058
3779.12712,0.15884
3779.14405,0.1566
3779.15788,0.14207
3779.1729,1.18862
3779.18172,0.15486
3779.18625,-0.03128
3779.18816,0.03317
3779.1884,-0.34172
3779.19221,0.14571
3779.19245,-0.65788
3779.22249,0.00709
3779.22606,0.80196
3779.23465,0.82005
3779.26326,-0.46769
3779.26803,0.14264
3779.28901,-0.34966
3779.29282,-0.05973
3779.29354,1.32177
3779.29401,-0.53308
3779.30927,0.64968
3779.31213,0.09071
3779.31476,0.05767
3779.32692,-0.70631
3779.34623,0.1586
3779.36339,0.15324
3779.36626,-0.15488
3779.37222,0.3263
3779.37722,-0.39213
3779.38104,0.61543
3779.38533,-0.54777
3779.38533,1.29635
3779.39272,0.18273
3779.39391,0.15752
3779.39677,-0.15895
3779.40679,0.15752
3779.4075,1.50382
3779.41489,0.41778
3779.41847,0.13435
3779.42014,0.74112
3779.43564,1.44291
3779.43754,0.10344
3779.45781,-0.29366
3779.48809,0.1057
3779.49738,-0.14304
3779.50644,-0.01875
3779.54364,-0.36981
3779.55151,0.023
3779.56176,-0.02168
3779.56986,0.14737
3779.57916,0.03414
3779.61469,1.59023
3779.61731,0.0555
3779.64306,0.14516
3779.65903,0.00442
3779.66452,0.15934
3779.66595,-0.02262
3779.68407,0.15059
3779.69265,-0.19429
3779.70624,0.05787
3779.72245,-0.1842
3779.75607,0.02835
3779.76084,0.05972
3779.7637,-0.52851
3779.76632,1.557
3779.76823,0.14113
3779.77562,-0.11837
3779.7761,-0.36594
3779.78635,-0.3644
3779.79207,-0.0801
3779.80781,-0.02639
3779.82068,0.15767
3779.83165,0.09298
3779.84524,1.27934
3779.86193,0.7827
3779.86264,-0.74058
3779.86503,1.37384
3779.86693,0.82388
3779.91486,0.10731
3779.93083,-0.17199
3779.9418,-0.38905
3779.95658,-0.13458
3779.98495,0.15651
3779.98662,0.08634
3779.98877,0.07789
3780.00474,-0.04458
3780.01308,0.47834
3780.0262,1.43402
3780.03502,0.14957
3780.04003,0.15321
3780.04003,0.05577
3780.0703,0.01418
3780.07793,0.14512
3780.10035,-0.07025
3780.10106,-0.54678
3780.10869,0.99042
3780.11608,1.52901
3780.12156,0.02656
3780.13062,0.10406
3780.13301,-0.52597
3780.13682,-0.26774
3780.14159,0.15533
3780.1435,-0.36505
3780.16138,0.15755
3780.16257,0.15926
3780.19381,0.15075
3780.1969,-0.54136
3780.20144,0.0623
3780.20859,0.15344
3780.22337,1.35175
3780.22432,-0.63619
3780.24626,-0.62097
3780.30252,1.3591
3780.30801,-0.59274
3780.31802,0.15892
3780.33376,-0.74357
3780.35879,1.56502
3780.37357,0.02575
3780.39765,-0.09776
3780.41601,0.13598
3780.46989,-0.06204
3780.48086,0.0839
3780.49803,-0.46513
3780.52449,0.11261
3780.52521,-0.44902
3780.54547,-0.01923
3780.5481,0.13971
3780.5481,1.49252
3780.55477,1.25398
3780.55572,0.15907
3780.56335,-0.46812
3780.57861,0.05356
3780.58577,-0.4166
3780.58839,0.06839
3780.6294,1.11323
3780.63011,0.03719
3780.6468,0.54518
3780.65944,-0.51893
3780.68924,0.15746
3780.69282,-0.71674
3780.70116,1.57919
3780.7157,1.55748
3780.71761,-0.26471
3780.73358,-0.33951
3780.78389,0.08959
3780.79009,0.15937
3780.8044,-0.03583
3780.81155,0.50979
3780.82538,1.09947
3780.82776,0.15923
3780.83491,-0.1681
3780.85876,-0.15396
3780.89213,-0.6003
3780.89595,-0.44602
3780.9,0.15412
3780.9031,0.04866
3780.91073,0.1525
3780.91884,-0.65726
3780.93457,0.1461
3780.94673,-0.58203
3780.97677,0.10814
3780.98917,-0.60105
3781.00729,-0.07082
3781.00777,0.15706
3781.00991,0.12966
3781.0142,0.1327
3781.02922,0.15919
3781.05926,1.4894
3781.0626,0.15741
3781.07858,1.50319
3781.08644,0.12947
3781.09145,0.10126
3781.09384,-0.63808
3781.09479,-0.11634
3781.09646,0.93939
3781.09789,0.15587
3781.10266,-0.34559
3781.11577,-0.35631
3781.12125,0.10389
3781.12864,-0.05828
3781.14533,1.42476
3781.14843,-0.39513
3781.15654,-0.37134
3781.15869,0.15691
3781.16679,-0.39072
3781.16942,0.11726
3781.21376,1.38401
3781.21686,-0.19625
3781.22401,1.18033
3781.25,0.08888
3781.25,0.71516
3781.25668,0.12275
3781.26717,0.12748
3781.27551,0.48645
3781.28195,0.03411
3781.28505,-0.46377
3781.29554,0.14767
3781.30007,0.10164
3781.30508,0.06146
3781.31056,0.37635
3781.31175,1.06777
3781.3282,0.11954
3781.33202,0.15523
3781.33416,0.07016
3781.33726,0.09627
3781.34322,0.1462
3781.38447,0.14557
3781.3859,0.48239
3781.39186,0.11423
3781.39472,0.92603
3781.41212,0.6162
3781.42381,-0.04664
3781.42619,0.08578
3781.42762,0.05244
3781.43358,-0.15849
3781.43716,-0.30439
3781.45266,0.05304
3781.45337,-0.16515
3781.47101,0.15938
3781.51679,-0.13429
3781.55422,-0.29544
3781.5609,1.51504
3781.56209,0.15338
3781.56877,0.07677
3781.57306,-0.59068
3781.59308,-0.61469
3781.59976,0.46694
3781.60596,-0.05935
3781.61287,0.56892
3781.66032,0.11319
3781.66199,1.30607
3781.66604,0.04311
3781.66842,-0.2732
3781.67844,-0.16661
3781.68178,1.54875
3781.68225,0.15858
3781.70228,-0.57442
3781.71158,-0.79641
3781.71229,0.15794
3781.72302,0.88853
3781.76832,0.03195
3781.78549,0.04855
3781.79956,0.15071
3781.83055,0.11258
3781.83794,0.11129
3781.84581,0.15777
3781.86584,-0.2041
3781.87108,-0.17518
3781.87776,0.15488
3781.87871,1.55543
3781.88086,-0.59189
3781.90494,1.42668
3781.91066,-0.07017
3781.93259,-0.47314
3781.93831,-0.40685
3781.94594,-0.00132
3781.95095,-0.46172
3781.95262,0.15914
3781.95739,0.15682
3781.97622,1.56521
3781.99124,-0.54528
3781.9922,0.14321
3781.99315,0.47308
3781.9941,0.1496
3782.02128,-0.54339
3782.05061,-0.60788
3782.05824,0.15671
3782.08256,-0.63852
3782.09376,0.02582
3782.12142,0.07212
3782.12309,-0.34008
3782.13048,-0.0376
3782.14526,0.58107
3782.16028,0.15366
3782.17173,0.05471
3782.18079,-0.73986
3782.19914,-0.07714
3782.20725,0.15941
3782.20987,-0.66008
3782.21798,-0.02454
3782.23252,0.06492
3782.24874,0.09113
3782.27568,-0.44118
3782.29523,0.15451
3782.29594,0.15809
3782.31335,0.15918
3782.33433,0.04718
3782.34029,-0.15001
3782.35817,-0.01549
3782.36127,0.14216
3782.36127,0.15851
3782.38177,0.14973
3782.39012,-0.34392
3782.39179,0.04392
3782.39417,1.47383
3782.39942,1.15084
3782.40418,0.69519
3782.41253,-0.27302
3782.44853,-0.69913
3782.45211,-0.25858
3782.45473,0.02326
3782.46379,0.92432
3782.48548,-0.37948
3782.5253,1.4995
3782.5315,-0.74142
3782.54223,-0.03504
3782.5501,-0.3707
3782.57155,0.14416
3782.58872,0.15885
3782.58944,-0.73872
3782.59325,1.4495
3782.61018,0.1583
3782.61256,0.79641
3782.61399,0.10064
3782.6252,1.24263
3782.66811,-0.04954
3782.68004,0.14056
3782.68814,0.0669
3782.691,0.14647
3782.72581,0.15465
3782.72724,1.30476
3782.73153,0.00328
3782.73845,-0.35473
3782.73869,-0.41807
3782.75251,-0.10211
3782.75394,1.54306
3782.77397,0.15917
3782.8176,-0.32605
3782.83262,0.31071
3782.83453,-0.26296
3782.85217,-0.02413
3782.86386,1.3857
3782.86457,-0.03292
3782.86672,-0.65155
3782.87172,0.14789
3782.87554,1.58341
3782.89414,0.1474
3782.91345,0.26969
3782.91798,1.32646
3782.93157,0.19199
3782.9349,0.10746
3782.96733,0.76254
3782.96852,1.54958
3782.97734,0.15025
3782.98402,-0.32404
3783.00047,0.10302
3783.00118,-0.76329
3783.00142,0.15544
3783.01144,0.14586
3783.03361,0.3916
3783.0596,0.02261
3783.0596,0.32377
3783.08058,1.51388
3783.08392,0.1593
3783.0925,-0.55431
3783.10323,-0.09315
3783.1161,1.07142
3783.12468,-0.01802
3783.14948,0.14163
3783.15091,0.15099
3783.20408,0.15445
3783.20456,0.0658
3783.20694,-0.33642
3783.22196,-0.21832
3783.24532,0.15399
3783.27918,-0.68214
3783.28657,-0.49224
3783.29277,0.30876
3783.31685,0.48545
3783.31733,-0.08098
3783.32233,0.1198
3783.32233,0.12371
3783.32686,0.1588
3783.35452,-0.08024
3783.36525,0.15749
3783.37073,0.47596
3783.37169,-0.69419
3783.37884,-0.24511
3783.38957,-0.59141
3783.39458,-0.11866
3783.40268,0.33756
3783.40816,-0.15443
3783.41222,0.0968
3783.41603,0.15933
3783.43701,-0.3083
3783.43797,0.99117
3783.44703,0.11241
3783.45799,-0.26716
3783.46443,0.09367
3783.48541,0.0728
3783.48613,-0.07216
3783.49423,0.06211
3783.49686,-0.03914
3783.50162,-0.01239
3783.50925,-0.67934
3783.51307,0.09535
3783.51331,0.06714
3783.53476,0.15907
3783.54621,0.91007
3783.56528,0.31029
3783.57029,0.13842
3783.57863,0.0886
3783.57887,-0.66757
3783.58269,-0.25583
3783.58793,1.36393
3783.59199,1.25049
3783.61273,1.09342
3783.64205,-0.31073
3783.66303,-0.14496
3783.69451,0.08754
3783.72359,-0.46968
3783.72574,0.12531
3783.73861,-0.4411
3783.7565,-0.70903
3783.75792,-0.3454
3783.79989,0.07109
3783.80656,1.52308
3783.81157,0.30926
3783.81181,1.50841
3783.83207,-0.21056
3783.83374,-0.11672
3783.83708,0.05091
3783.84924,0.09498
3783.84996,0.00046
3783.85401,0.22187
3783.85925,-0.50783
3783.86068,-0.106
3783.86498,-0.59794
3783.87237,-0.65821
3783.87523,-0.76299
3783.88,-0.20301
3783.90408,0.15925
3783.91361,-0.73412
3783.91433,-0.43099
3783.91743,1.24693
3783.92744,-0.47989
3783.92982,-0.29911
3783.93269,-0.54974
3783.95319,0.02043
3783.95987,1.42828
3783.98776,-0.49233
3784.02662,1.59391
3784.03759,-0.42962
3784.06215,0.158
3784.07025,-0.17256
3784.07216,-0.03678
3784.07431,0.13617
3784.08575,0.09132
3784.11055,1.50439
3784.13463,0.11379
3784.14321,0.63772
3784.14631,0.09267
3784.16085,-0.66122
3784.16157,-0.11719
3784.16252,0.11796
3784.18875,1.315
3784.20949,-0.2401
3784.21164,-0.19743
3784.21855,0.15888
3784.23357,-0.53989
3784.23357,-0.19903
3784.25765,0.15709
3784.25837,-0.12818
3784.2617,-0.5435
3784.26456,0.15887
3784.27124,1.18977
3784.29914,0.14305
3784.29985,1.46154
3784.30295,1.24332
3784.31654,0.1033
3784.33013,0.02674
3784.34014,0.1387
3784.3473,-0.30084
3784.37018,-0.54571
3784.3771,0.70594
3784.38282,0.02165
3784.40309,1.43088
3784.41,0.13963
3784.42287,0.49806
3784.43265,0.14768
