#: table_doi: 10.17182/hepdata.113470.v1/t19
#: name: Fig 5a unbinned
#: description: Mass distributions for selected $D^+ D^+$ candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_5a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^+}$ [MEV],Weight []
3832.84616,0.01415
3832.86881,0.15422
3832.89099,0.14927
3832.90148,0.11835
3832.90338,1.5006
3832.92007,1.12523
3832.92174,-0.64286
3832.95631,-0.0052
3832.96251,-0.41166
3832.96418,-0.23475
3833.00161,-0.50404
3833.01544,0.04105
3833.04095,-0.13657
3833.05073,-0.6712
3833.08101,0.15933
3833.09245,1.18703
3833.11033,-0.19069
3833.12345,0.11462
3833.12964,1.29952
3833.13751,0.0052
3833.14562,-0.18862
3833.15277,-0.0564
3833.15945,0.12823
3833.15992,0.14067
3833.17041,0.03929
3833.17661,1.18192
3833.18949,0.80476
3833.20546,0.23355
3833.20785,-0.39968
3833.22263,0.06918
3833.23002,-0.06904
3833.23479,0.0688
3833.24528,0.14955
3833.26316,0.15797
3833.2684,0.05338
3833.27699,-0.2158
3833.29058,-0.06584
3833.2994,0.15849
3833.31966,-0.20196
3833.33516,0.14755
3833.39334,1.42146
3833.39357,1.04201
3833.40621,0.02438
3833.43744,-0.20111
3833.44078,0.13321
3833.45962,0.13048
3833.46629,-0.44113
3833.47797,0.1564
3833.48799,-0.54035
3833.48846,-0.79554
3833.49156,0.159
3833.54759,1.05134
3833.55641,0.74985
3833.5607,0.15756
3833.56118,0.02509
3833.56476,1.53391
3833.57239,-0.47074
3833.58336,0.01009
3833.61888,-0.6161
3833.62508,1.47098
3833.63462,1.54888
3833.65059,0.31422
3833.65083,-0.44732
3833.65488,0.75402
3833.69231,-0.08499
3833.70113,0.41949
3833.70328,1.46301
3833.70829,-0.09055
3833.74691,-0.13058
3833.7729,-0.58029
3833.77528,-0.10735
3833.7934,0.43427
3833.81104,0.1583
3833.86731,0.08797
3833.86898,0.06434
3833.88376,0.3435
3833.88591,0.12661
3833.91142,1.3023
3833.9138,-0.17271
3833.92239,1.28714
3833.92978,1.48202
3833.93502,0.45982
3833.96459,-0.76327
3833.96721,-0.56722
3833.97198,1.05093
3833.98128,1.02737
3834.01298,0.11955
3834.02133,-0.14147
3834.03039,0.13134
3834.03134,-0.17246
3834.0559,0.1159
3834.05805,1.4453
3834.06067,-0.53413
3834.08475,0.15741
3834.0857,0.15641
3834.0888,-0.09943
3834.12456,-0.44675
3834.14245,-0.03286
3834.14578,0.87074
3834.14841,0.26789
3834.15818,-0.48528
3834.18679,0.15327
3834.20062,1.19199
3834.2154,-0.18833
3834.24401,0.34758
3834.25188,-0.1463
3834.26285,-0.63054
3834.26404,0.9242
3834.26642,-0.35902
3834.27167,0.02488
3834.28717,0.0883
3834.29122,1.51702
3834.32698,0.81546
3834.33628,-0.13672
3834.35869,0.15793
3834.35965,0.54745
3834.373,0.15477
3834.39064,0.56486
3834.44333,-0.2927
3834.45191,-0.39161
3834.48482,0.15688
3834.49364,0.08015
3834.51676,0.04065
3834.517,0.1392
3834.53965,0.15891
3834.54251,0.63758
3834.55181,0.1562
3834.55491,-0.05089
3834.56731,-0.70306
3834.57303,-0.01194
3834.58209,0.09734
3834.62048,0.10648
3834.63097,-0.45469
3834.64646,0.08209
3834.65052,0.37572
3834.66768,1.17634
3834.67817,-0.3895
3834.69868,0.01844
3834.70511,0.87594
3834.71537,0.12081
3834.72657,1.4199
3834.76686,0.74046
3834.76949,1.01294
3834.77044,-0.49536
3834.77855,-0.21589
3834.8155,-0.58288
3834.8155,-0.06474
3834.82623,0.29568
3834.82814,-0.07513
3834.83791,-0.63944
3834.84006,0.15925
3834.8763,0.1565
3834.88035,-0.06736
3834.89299,-0.70473
3834.8999,0.15933
3834.90276,-0.46536
3834.91921,0.15229
3834.94163,-0.27197
3834.95641,0.56059
3834.95998,0.06948
3834.96094,-0.31273
3834.96523,0.13825
3834.98883,-0.57566
3834.99813,-0.36374
3835.01816,1.40882
3835.03127,-0.58841
3835.03151,0.14908
3835.08038,-0.77681
3835.0842,-0.23084
3835.1028,-0.69636
3835.12306,-0.55604
3835.12735,-0.09707
3835.17838,0.09088
3835.18767,1.56221
3835.19196,0.15921
3835.21199,-0.08055
3835.24036,0.15914
3835.24227,0.1594
3835.27017,-0.29294
3835.27422,1.26971
3835.27613,0.14718
3835.28376,-0.04895
3835.3126,0.03098
3835.3138,0.1469
3835.31761,-0.30355
3835.32119,-0.60696
3835.32739,-0.33789
3835.34312,1.11672
3835.37507,0.91412
3835.38794,0.11559
3835.44993,0.05931
3835.45089,1.59249
3835.47807,0.13812
3835.48832,0.8629
3835.49237,-0.68473
3835.49762,1.49655
3835.5248,0.11794
3835.52527,-0.67845
3835.52861,0.12416
3835.5403,1.60183
3835.54435,0.00281
3835.55984,0.09676
3835.5875,0.15935
3835.603,1.1352
3835.61659,1.01155
3835.65235,-0.13587
3835.65593,-0.72467
3835.66832,1.51544
3835.70647,0.06971
3835.70862,-0.4578
3835.72149,0.83522
3835.7358,0.21923
3835.74939,0.15825
3835.77061,0.02558
3835.78134,0.24422
3835.80232,0.14381
3835.84118,0.07934
3835.84595,-0.70456
3835.90579,-0.7028
3835.91843,0.1419
3835.92391,-0.42146
3835.94132,0.10618
3835.94894,-0.51087
3835.96325,-0.00577
3835.96826,0.08409
3835.97946,-0.79238
3836.02834,0.10149
3836.05695,1.55854
3836.06458,0.13912
3836.06529,-0.39944
3836.08508,1.42174
3836.08508,-0.42292
3836.09533,0.11983
3836.10821,0.74568
3836.11131,1.43765
3836.13467,0.11995
3836.13896,0.22958
3836.13944,-0.53017
3836.14659,1.41086
3836.14755,-0.50059
3836.14969,-0.61901
3836.15017,0.1562
3836.15542,0.15327
3836.16209,0.14827
3836.17663,-0.59247
3836.18092,-0.19102
3836.20858,1.38818
3836.21979,0.15854
3836.23743,0.15529
3836.25722,1.21803
3836.27796,0.42122
3836.29656,-0.5112
3836.3018,0.15867
3836.30252,-0.25478
3836.30753,-0.41507
3836.3533,1.19068
3836.35545,0.10119
3836.35879,0.15736
3836.37953,-0.31205
3836.37977,0.1554
3836.39121,1.47668
3836.39646,0.00288
3836.39932,0.038
3836.43651,0.15491
3836.44128,-0.52438
3836.4439,1.09812
3836.44795,1.43165
3836.4737,0.29544
3836.48038,-0.00031
3836.48896,-0.7838
3836.49182,0.85632
3836.49278,0.15476
3836.49683,-0.07463
3836.52449,0.12092
3836.52472,-0.44042
3836.55572,0.12134
3836.56454,0.15923
3836.56931,0.1464
3836.58504,0.14931
3836.58576,0.14169
3836.5984,-0.19507
3836.61008,1.05365
3836.61175,0.1224
3836.61699,0.14823
3836.63273,-0.60584
3836.64346,0.85268
3836.66158,-0.03273
3836.70425,-0.61685
3836.70831,1.60426
3836.71379,-0.6407
3836.72881,0.07264
3836.75933,1.14398
3836.76028,-0.09424
3836.76839,1.60162
3836.79414,-0.66884
3836.79604,1.47926
3836.85541,1.18276
3836.86852,-0.52283
3836.87306,0.15831
3836.87568,0.82825
3836.87687,-0.46097
3836.87949,0.79926
3836.88664,-0.26418
3836.8988,0.43734
3836.90238,0.12268
3836.90786,0.06478
3836.94792,0.15572
3836.96413,-0.19464
3836.97915,0.1534
3836.98797,0.96257
3837.00347,0.59305
3837.01468,-0.2795
3837.01778,1.18168
3837.01992,0.15558
3837.02469,0.15893
3837.03113,1.44891
3837.03303,-0.08079
3837.03876,0.13096
3837.03899,-0.04637
3837.06856,-0.34944
3837.09168,1.43044
3837.11171,0.84566
3837.13579,-0.49371
3837.15296,-0.34673
3837.18467,1.57374
3837.20326,0.73208
3837.20732,1.42005
3837.20827,-0.06455
3837.21852,0.06384
3837.22448,1.4304
3837.24785,-0.49348
3837.25619,0.11555
3837.27741,-0.16583
3837.28886,-0.20323
3837.2972,0.0628
3837.31031,1.58004
3837.36563,1.35128
3837.37135,-0.12624
3837.37779,0.156
3837.39805,0.72381
3837.40449,0.08024
3837.40497,-0.14827
3837.40926,0.59553
3837.41808,0.12575
3837.42809,0.1578
3837.43167,-0.4509
3837.44168,-0.55836
3837.45265,0.13279
3837.46219,1.29265
3837.49938,1.45698
3837.52251,0.15931
3837.54158,-0.28921
3837.56471,0.13583
3837.58187,0.12677
3837.58283,-0.04105
3837.61501,-0.32365
3837.63766,0.14671
3837.67676,-0.50393
3837.68916,-0.31885
3837.69965,1.40124
3837.70871,-0.73437
3837.72206,0.10033
3837.76927,0.11202
3837.78262,-0.30468
3837.78691,0.1515
3837.80241,1.57603
3837.80622,0.14551
3837.80956,0.15323
3837.82434,1.53978
3837.85558,0.88015
3837.85987,-0.0169
3837.86321,-0.19934
3837.86702,-0.46532
3837.88538,-0.44862
3837.89754,-0.00624
3837.90231,-0.65293
3837.90803,0.15038
3837.93569,-0.13439
3837.94308,-0.56221
3837.94808,0.03177
3837.97932,1.44985
3837.98361,-0.0931
3837.99601,0.81261
3838.00101,-0.11644
3838.05203,0.06373
3838.06229,-0.62106
3838.0723,0.29344
3838.08231,0.0431
3838.12761,0.14642
3838.1319,-0.06515
3838.1362,0.12962
3838.15241,0.0337
3838.17267,-0.15213
3838.21893,0.1141
3838.22393,-0.69351
3838.2299,0.10819
3838.23395,-0.36202
3838.25302,0.07538
3838.26709,0.0611
3838.27186,0.35986
3838.27853,0.06392
3838.30237,-0.13038
3838.305,0.15871
3838.30929,-0.58104
3838.31739,0.12446
3838.32002,1.40107
3838.32312,0.07961
3838.35602,-0.36066
3838.36102,0.48342
3838.36603,1.39179
3838.36746,-0.04532
3838.37676,0.40447
3838.38344,-0.60439
3838.39321,-0.59826
3838.39679,0.98945
3838.41562,0.09952
3838.43923,-0.56192
3838.4409,0.15932
3838.449,-0.60172
3838.45949,-0.34204
3838.46545,0.10926
3838.48882,1.12884
3838.49812,0.14722
3838.5117,-0.52853
3838.52053,0.12533
3838.52553,1.58012
3838.53817,-0.54081
3838.5458,-0.5752
3838.55081,-0.161
3838.5582,1.41001
3838.56583,0.04345
3838.57107,-0.27956
3838.5973,-0.15525
3838.59992,1.28018
3838.68456,0.21009
3838.68694,0.08084
3838.70006,0.94392
3838.70435,0.15764
3838.70697,1.44891
3838.70697,0.70921
3838.7115,-0.47637
3838.72414,-0.08479
3838.73344,0.03754
3838.73773,-0.05886
3838.75561,0.15941
3838.75966,0.01811
3838.76491,-0.4992
3838.76705,-0.023
3838.7785,-0.362
3838.78899,-0.77681
3838.82117,0.15508
3838.82523,0.10128
3838.84001,-0.00342
3838.84621,1.44105
3838.8679,-0.65095
3838.88292,0.99378
3838.89127,0.00151
3838.91988,-0.5274
3838.92322,0.07152
3838.938,0.11306
3838.94444,-0.10924
3838.94539,0.11182
3838.94873,0.14725
3838.95707,-0.69672
3838.96494,0.49548
3838.98068,0.68926
3838.98759,0.10004
3838.9883,-0.70277
3839.02001,-0.20428
3839.02574,0.0667
3839.04147,-0.45803
3839.05196,0.15756
3839.0584,0.08656
3839.09368,0.15526
3839.09941,0.15927
3839.10108,0.09971
3839.13064,0.15943
3839.13493,0.15767
3839.17022,0.05079
3839.17832,-0.31215
3839.17832,0.99941
3839.18166,1.59753
3839.18548,0.15851
3839.20574,-0.20763
3839.20789,0.15936
3839.21671,0.09301
3839.21719,-0.10292
3839.23984,-0.72232
3839.24103,0.19025
3839.24818,1.25835
3839.24818,0.11045
3839.26272,0.02866
3839.293,0.15368
3839.29586,1.25703
3839.31541,0.15913
3839.32185,-0.27868
3839.3333,-0.31182
3839.38456,0.15248
3839.39505,1.5601
3839.40196,0.13358
3839.40911,0.15331
3839.41936,-0.28242
3839.42795,1.55095
3839.4537,0.25079
3839.45394,0.11919
3839.45918,-0.49431
3839.46133,0.14554
3839.46967,-0.53794
3839.47968,-0.1027
3839.48493,0.15878
3839.49685,0.15881
3839.52188,-0.01719
3839.54382,0.14776
3839.54978,-0.62358
3839.5586,0.12382
3839.56504,-0.04491
3839.56862,1.48061
3839.5791,-0.20441
3839.58125,1.44945
3839.5946,-0.34689
3839.60128,1.57777
3839.60152,0.08886
3839.60319,-0.33932
3839.60915,-0.07848
3839.64324,-0.29705
3839.65302,-0.57671
3839.65492,-0.24268
3839.66446,0.04322
3839.7131,1.29808
3839.73622,0.11742
3839.73861,-0.55287
3839.73908,0.03963
3839.74099,0.0787
3839.74576,1.11634
3839.77318,0.20324
3839.79011,0.91085
3839.79559,0.38073
3839.80084,0.09452
3839.8037,-0.03579
3839.84446,0.15838
3839.849,-0.42368
3839.86402,0.1589
3839.87951,-0.03289
3839.89215,0.14602
3839.91933,-0.51064
3839.94961,0.15935
3839.9508,0.00105
3839.95438,0.15876
3839.96201,1.11865
3840.0085,-0.0375
3840.01255,0.07763
3840.0445,1.44013
3840.04879,0.12472
3840.06286,0.15912
3840.1351,0.03324
3840.13724,-0.22457
3840.14416,0.15913
3840.14821,1.07674
3840.15346,0.15864
3840.15441,-0.68574
3840.15775,-0.19082
3840.16299,1.51288
3840.17849,0.15524
3840.21044,-0.08748
3840.22117,-0.28593
3840.22403,0.04404
3840.2369,-0.51382
3840.24119,0.02669
3840.24191,1.36583
3840.27767,1.52989
3840.29436,1.1783
3840.2946,0.1593
3840.33894,1.50824
3840.35206,-0.10281
3840.38377,0.99422
3840.40713,-0.35994
3840.41381,0.56973
3840.41977,1.33636
3840.42454,1.40294
3840.45768,1.18335
3840.45792,0.1593
3840.48581,0.12816
3840.49487,-0.41558
3840.50775,1.27934
3840.5118,1.35633
3840.58428,-0.59203
3840.58642,-0.70972
3840.6024,-0.47006
3840.61432,0.07355
3840.61432,1.45836
3840.6179,-0.68838
3840.66415,1.40739
3840.66415,-0.34368
3840.6682,-0.15386
3840.66844,0.11236
3840.68298,-0.13298
3840.69562,1.38931
3840.69824,-0.57693
3840.70682,-0.14379
3840.7352,-0.26407
3840.74473,0.15932
3840.76452,0.09619
3840.80505,-0.23202
3840.8165,1.49358
3840.81793,0.11738
3840.84392,-0.20469
3840.88802,0.37048
3840.89136,1.19258
3840.90376,0.14032
3840.9133,-0.20821
3840.91902,0.08467
3840.94405,1.16259
3840.99054,-0.2218
3840.99603,0.67887
3841.02678,-0.34459
3841.0275,-0.62867
3841.02893,-0.00318
3841.03108,-0.57804
3841.05992,0.12664
3841.06564,-0.45804
3841.07375,0.10449
3841.0747,0.45284
3841.07852,-0.00997
3841.08234,0.5053
3841.09402,0.15916
3841.10332,-0.49483
3841.11643,-0.34252
3841.13026,0.15564
3841.13979,-0.13938
3841.16554,0.72395
3841.17126,-0.6477
3841.18366,-0.07103
3841.19725,0.74914
3841.22419,-0.25472
3841.23421,0.15938
3841.23993,0.81442
3841.24494,0.91862
3841.2888,1.24632
3841.29024,1.55004
3841.2981,0.12962
3841.31312,1.28838
3841.31527,-0.68589
3841.34912,0.04042
3841.36844,0.02833
3841.3806,-0.64863
3841.39395,1.23321
3841.39919,0.17386
3841.40706,0.14617
3841.40849,0.15893
3841.41111,1.30587
3841.4135,0.11869
3841.44759,0.60026
3841.45308,-0.23118
3841.45689,-0.72098
3841.48645,-0.2684
3841.52556,0.1325
3841.5525,0.11706
3841.55321,-0.01608
3841.56036,0.25995
3841.58254,0.15831
3841.60686,-0.16022
3841.63856,0.12402
3841.65931,0.11203
3841.6748,0.15721
3841.67671,-0.50978
3841.69626,0.09976
3841.69865,0.15786
3841.71104,0.15297
3841.75158,1.06492
3841.75348,0.15655
3841.75563,0.0686
3841.75849,-0.71653
3841.79473,-0.68694
3841.79521,0.09744
3841.8045,0.91552
3841.80617,-0.0601
3841.81166,-0.6392
3841.81714,0.1069
3841.81976,-0.0174
3841.82501,0.15907
3841.82739,-0.15494
3841.84504,-0.00535
3841.84647,-0.67815
3841.85648,0.15925
3841.86292,-0.58213
3841.89224,0.09771
3841.89558,0.15738
3841.90249,0.1068
3841.91775,0.12213
3841.9497,0.15827
3841.95876,0.09382
3841.95972,-0.45344
3841.96544,-0.25826
3841.96687,0.15467
3841.9795,-0.16716
3841.98928,-0.48503
3841.99262,-0.04323
3841.99834,0.15181
3842.0124,-0.23468
3842.0229,0.06436
3842.03887,-0.17053
3842.05937,0.65311
3842.09061,-0.43952
3842.1061,1.4565
3842.17,0.04773
3842.18097,1.13579
3842.19575,-0.08697
3842.20767,0.15533
3842.21339,-0.41462
3842.21649,0.15879
3842.22293,-0.06061
3842.24486,-0.11188
3842.24892,1.31675
3842.2842,1.50645
3842.29279,-0.72683
3842.29517,-0.58857
3842.29565,-0.71916
3842.31043,-0.11689
3842.32473,0.15864
3842.32998,0.15942
3842.3388,-0.41767
3842.34166,0.02163
3842.34214,0.14808
3842.345,-0.27577
3842.3624,-0.7279
3842.37862,0.09509
3842.39292,0.15383
3842.39531,-0.22316
3842.40007,0.69574
3842.40627,0.13745
3842.43703,0.14436
3842.44657,1.23868
3842.45872,0.13046
3842.45944,-0.32244
3842.49115,-0.47545
3842.50021,-0.74221
3842.50236,0.15409
3842.5386,-0.79586
3842.5498,1.42978
3842.59725,-0.53643
3842.60035,1.27108
3842.6106,1.10174
3842.6156,1.22781
3842.63062,0.15452
3842.64851,0.15912
3842.6497,-0.26602
3842.65709,0.0484
3842.67163,1.29632
3842.67235,0.06869
3842.67545,-0.22828
3842.6888,0.15798
3842.70263,-0.15251
3842.72289,0.06061
3842.73529,0.15725
3842.75699,-0.1725
3842.75818,-0.1918
3842.76295,1.33816
3842.77248,-0.35572
3842.78703,-0.54721
3842.79609,0.14865
3842.79919,0.04326
3842.80348,0.55213
3842.82041,0.01963
3842.82422,0.09744
3842.84329,0.41418
3842.8905,-0.47421
3842.9184,0.11191
3842.91983,0.00947
3842.92173,1.40678
3842.92555,-0.10673
3842.92698,1.338
3842.93294,1.58146
3842.93461,0.34236
3842.93818,-0.52316
3842.94844,0.92907
3842.95583,-0.20454
3842.96203,-0.46991
3842.97752,0.10704
3843.00518,-0.79975
3843.01448,0.09021
3843.02402,1.60341
3843.03069,1.41685
3843.08648,0.05887
3843.08815,0.37916
3843.10675,-0.05405
3843.11795,0.14127
3843.16897,-0.03892
3843.18256,0.77171
3843.19282,-0.25684
3843.19663,1.359
3843.20569,-0.73697
3843.22357,-0.6854
3843.24741,-0.69351
3843.25624,1.04313
3843.25862,0.01307
3843.27054,0.07961
3843.27578,0.32233
3843.27793,-0.28594
3843.28151,-0.11818
3843.28628,-0.53531
3843.28914,-0.57142
3843.30225,1.1309
3843.33801,-0.53566
3843.33944,-0.22519
3843.34421,0.1369
3843.35399,0.00169
3843.35661,-0.32215
3843.37449,0.11807
3843.38999,-0.65199
3843.40525,0.09663
3843.40882,-0.23317
3843.4093,0.99458
3843.42933,-0.01366
3843.43696,-0.19972
3843.44053,-0.07751
3843.45102,-0.59521
3843.45126,-0.70366
3843.48106,-0.41343
3843.48297,-0.31916
3843.51873,-0.0675
3843.52517,-0.03297
3843.53447,0.14582
3843.539,-0.00996
3843.56236,0.25366
3843.57119,0.7251
3843.57429,0.15843
3843.57595,0.15045
3843.58239,0.10379
3843.58644,1.5654
3843.58859,0.12947
3843.60027,-0.66082
3843.60337,1.37751
3843.60504,1.37485
3843.60838,-0.13313
3843.63365,0.11388
3843.67919,0.11523
3843.69492,0.15741
3843.73188,0.15617
3843.75334,-0.21753
3843.77098,0.15683
3843.77122,0.1138
3843.77694,0.3797
3843.78004,-0.13265
3843.82129,1.52676
3843.83082,1.47254
3843.8313,0.09808
3843.87612,-0.35661
3843.88614,-0.13626
3843.89544,1.0872
3843.89567,0.1386
3843.8983,-0.38843
3843.91022,0.10817
3843.91546,0.15255
3843.93096,0.0502
3843.94622,1.43661
3843.95003,-0.23223
3843.96839,1.56555
3843.96863,0.82765
3843.9796,0.14204
3843.99128,-0.50365
3843.99462,0.15941
3843.99796,0.12186
3844.02156,0.03707
3844.02633,0.65754
3844.02871,0.15556
3844.03706,-0.64512
3844.04349,-0.55746
3844.05756,0.79926
3844.05828,0.15873
3844.08259,-0.67651
3844.10191,-0.51663
3844.14315,0.13671
3844.15221,-0.04464
3844.16103,-0.59432
3844.19394,0.15764
3844.19846,0.59238
3844.20562,0.07478
3844.21492,-0.39594
3844.22803,-0.52239
3844.2409,0.06296
3844.25139,0.14239
3844.25783,0.01488
3844.29169,-0.16208
3844.32268,-0.11718
3844.33508,0.10677
3844.37132,-0.65118
3844.40327,0.43571
3844.40589,-0.4599
3844.41447,0.29908
3844.41519,0.05444
3844.42043,-0.79958
3844.42234,1.52519
3844.43164,0.06671
3844.45739,0.44107
3844.48671,0.15784
3844.50555,0.15909
3844.50889,1.22034
3844.5189,-0.67372
3844.52915,-0.58554
3844.57374,-0.08503
3844.60664,-0.61567
3844.66267,0.08244
3844.66624,0.12463
3844.67316,-0.49275
3844.69199,0.15023
3844.7094,0.5971
3844.7175,0.11468
3844.7206,-0.41707
3844.73085,-0.69495
3844.74969,0.15912
3844.80691,1.23849
3844.83218,0.11021
3844.872,0.10318
3844.8751,0.15912
3844.88654,-0.43822
3844.88893,0.1332
3844.9018,0.15796
3844.90418,1.12902
3844.91754,-0.66397
3844.95568,0.87054
3844.96188,-0.06167
3844.97428,-0.07158
3844.98072,-0.4659
3844.98334,-0.44327
3844.99288,0.12975
3845.00384,-0.4427
3845.00551,-0.24147
3845.09277,0.15531
3845.1035,0.00515
3845.11375,0.13238
3845.12043,-0.32993
3845.12997,0.14113
3845.14213,0.03289
3845.14403,0.08144
3845.14523,0.15332
3845.15214,0.13982
3845.17002,0.14339
3845.21246,-0.00336
3845.23082,1.27859
3845.2599,-0.62529
3845.26086,-0.24764
3845.26658,-0.52709
3845.2909,1.26241
3845.29686,0.70961
3845.30711,1.40073
3845.33596,0.83505
3845.35742,0.10755
3845.36195,0.15926
3845.36648,-0.38797
3845.36934,1.05842
3845.40057,1.01101
3845.40319,0.72156
3845.40796,1.56266
3845.4299,-0.24665
3845.4318,-0.7917
3845.43324,0.15416
3845.43776,-0.73287
3845.44063,-0.11483
3845.45779,0.05065
3845.46924,0.12604
3845.50643,1.4657
3845.51573,1.11358
3845.5174,0.08705
3845.51859,0.32627
3845.53003,0.15325
3845.53361,0.89999
3845.54052,-0.06452
3845.55078,-0.00117
3845.55292,0.74021
3845.56246,-0.69844
3845.59488,0.15735
3845.60656,1.52649
3845.60871,-0.04686
3845.613,-0.04769
3845.61539,1.55624
3845.61968,1.45318
3845.67332,0.13268
3845.67904,-0.49277
3845.71433,1.54728
3845.73555,0.03229
3845.75677,1.31948
3845.77274,-0.15418
3845.8302,-0.08082
3845.84999,0.95971
3845.86144,-0.25289
3845.86263,0.14181
3845.87622,1.44569
3845.89529,1.50368
3845.9022,0.13173
3845.92819,0.15504
3845.96229,-0.59991
3845.98851,0.12785
3846.0002,0.97552
3846.06528,-0.74306
3846.08984,-0.13711
3846.12179,-0.06487
3846.13466,0.1547
3846.15707,1.20165
3846.16351,0.00299
3846.16733,-0.49556
3846.16971,-0.10512
3846.17639,0.06055
3846.17948,-0.16578
3846.19355,1.35699
3846.20905,0.15208
3846.21334,-0.61829
3846.21501,-0.66121
3846.22812,0.29692
3846.22908,0.86785
3846.23122,0.50891
3846.23838,-0.04298
3846.246,1.57765
3846.24648,0.06788
3846.25959,0.69532
3846.27247,0.14437
3846.27271,1.54499
3846.28439,0.14662
3846.29798,1.28358
3846.30847,1.56403
3846.32087,0.15917
3846.3242,0.0701
3846.34519,0.0283
3846.36426,0.00767
3846.40122,-0.48662
3846.40837,-0.17149
3846.42172,0.15786
3846.43888,-0.4696
3846.4427,0.05238
3846.46892,-0.34766
3846.47202,1.23282
3846.49801,0.14527
3846.50159,0.9094
3846.50397,0.35666
3846.51589,-0.22044
3846.52829,0.08665
3846.52972,-0.35402
3846.53258,0.15001
3846.53544,1.02711
3846.5383,0.02013
3846.53878,-0.43879
3846.53974,1.5129
3846.54188,-0.4074
3846.5538,0.15818
3846.55929,0.31957
3846.57144,-0.56055
3846.58432,0.15906
3846.58527,-0.47872
3846.58551,-0.33483
3846.59219,0.88691
3846.60959,1.55345
3846.61365,-0.70493
3846.627,0.11412
3846.65608,0.00411
3846.6711,1.12379
3846.68469,1.18742
3846.69447,-0.73102
3846.69781,0.12945
3846.70258,0.04248
3846.70758,-0.04569
3846.71569,1.1798
3846.72165,0.84878
3846.75431,0.99576
3846.7629,0.15737
3846.80033,0.0052
3846.8194,0.61746
3846.84825,-0.57788
3846.85373,-0.09717
3846.89093,-0.52041
3846.91119,-0.62089
3846.95363,0.02626
3846.9665,-0.56443
3846.97795,0.03336
3846.98677,-0.00334
3847.00251,0.0583
3847.02253,0.30045
3847.04304,-0.10508
3847.04566,1.30552
3847.04804,0.23699
3847.05019,0.48988
3847.07212,0.15918
3847.0931,-0.47616
3847.11432,-0.36592
3847.11742,0.15726
3847.14007,-0.11881
3847.14007,0.09988
3847.1446,0.09182
3847.14627,-0.71351
3847.16725,0.15791
3847.17727,0.15864
3847.18323,0.08111
3847.19825,-0.64229
3847.19968,-0.4757
3847.21923,0.14962
3847.22447,1.28887
3847.25213,1.24733
3847.25404,1.29028
3847.30554,0.11361
3847.30911,0.1464
3847.32246,-0.52661
3847.32676,0.14189
3847.37706,0.98914
3847.38588,0.08632
3847.38898,-0.1376
3847.39876,1.458
3847.4021,-0.42719
3847.41259,0.15406
3847.42618,0.22842
3847.43524,-0.50228
3847.4524,0.34617
3847.4977,-0.25421
3847.50986,-0.17888
3847.51749,-0.08269
3847.58162,0.1528
3847.5852,0.79988
3847.59951,-0.39333
3847.60284,-0.07958
3847.6224,-0.27713
3847.62883,1.49342
3847.64194,0.1593
3847.64409,-0.03272
3847.66912,-0.61916
3847.68629,-0.27353
3847.71538,0.17247
3847.72778,-0.55566
3847.74113,0.63574
3847.75066,0.14782
3847.78643,1.45301
3847.78953,-0.05554
3847.81718,-0.14619
3847.82696,1.49989
3847.85438,0.06196
3847.85533,1.07712
3847.86892,0.15557
3847.89228,-0.35684
3847.89443,-0.21838
3847.90373,-0.00602
3847.90468,0.09057
3847.94378,0.9194
3847.94545,-0.58225
3847.98002,-0.10724
3847.99099,0.89164
3848.00243,0.09837
3848.00672,0.06363
3848.01078,0.02345
3848.01483,-0.58708
3848.0339,-0.54557
3848.03867,0.02751
3848.04583,0.15857
3848.06657,0.15903
3848.08278,-0.04172
3848.0897,0.87889
3848.10662,1.4777
3848.11544,0.15773
3848.12379,0.0213
3848.1245,1.00608
3848.14453,0.07595
3848.14572,0.16334
3848.14811,0.15923
3848.16766,0.91883
3848.18292,-0.56099
3848.20032,0.13824
3848.20104,1.10141
3848.21916,0.15847
3848.23632,-0.35262
3848.24038,0.05694
3848.24276,-0.03058
3848.24371,-0.46723
3848.29569,-0.22912
3848.30785,0.15883
3848.3181,0.07462
3848.31953,-0.04968
3848.33503,0.42776
3848.35887,0.10868
3848.36483,0.1593
3848.38033,-0.47599
3848.38724,-0.36791
3848.39082,-0.12162
3848.39368,-0.5627
3848.41752,1.25108
3848.4323,1.24138
3848.46568,0.07153
3848.47975,-0.24912
3848.51336,0.93235
3848.53864,-0.52898
3848.54007,-0.37869
3848.56606,-0.12352
3848.58322,-0.49515
3848.62018,-0.57472
3848.62065,-0.32991
3848.6352,0.15898
3848.65761,-0.58455
3848.66071,1.31787
3848.68407,-0.18399
3848.70172,-0.51631
3848.74654,-0.4868
3848.76823,-0.16741
3848.77658,1.57382
3848.7792,-0.6815
3848.7854,-0.07614
3848.80018,-0.50679
3848.83022,-0.20641
3848.83046,-0.13574
3848.8524,0.0291
3848.8555,-0.00177
3848.87814,0.38723
3848.89269,0.62512
