N,lam,Cv,chisq
13796.019449218918,0.3990604932358096,0.0,14.223322513985176
13091.122953811582,0.4098249616876527,0.05,14.283093958400052
12409.004771095579,0.42151929221279094,0.1,14.371470322595448
11855.084115497719,0.43430292072605153,0.15000000000000002,14.406703125747537
11184.245688217357,0.4483800789626626,0.2,14.266406944422426
10505.441058637844,0.46401848420182457,0.25,14.311527420009767
9895.936051090846,0.48157901969051486,0.30000000000000004,14.326115105386371
9266.306260504827,0.5015652825807567,0.35000000000000003,14.315103960151706
8607.096278785495,0.5247116410548137,0.4,14.386370009279416
7950.716275738634,0.552152937681239,0.45,14.214671232875894
7297.409950848596,0.5857894317891376,0.5,14.37669894931927
6625.441866645473,0.6292062634341011,0.55,14.344836046504527
5857.169764194199,0.6906644004939192,0.6000000000000001,14.322803682278808
5004.130548964215,0.7996035628301533,0.65,14.280086460934667
4915.659253340016,0.8173195630480283,0.655,14.252360594948433
4806.230339335417,0.837853440138147,0.66,14.285842544059047
4667.295799240766,0.8624272078724883,0.665,14.322251465445222
4572.304412635276,0.8933786207484068,0.67,14.373022474133439
4410.56303861546,0.9363065387657132,0.675,14.414546412713486
4236.806376171967,1.0144336654657906,0.68,14.247979308443146
4262.673381679496,1.412006623975558,0.685,14.193756129649298
4524.850155391902,1.5095795847078752,0.6900000000000001,14.380937290946637
4671.382577981069,1.5720568897594924,0.6950000000000001,14.462322672557669
4865.444882423931,1.6205429931520139,0.7000000000000001,14.449497000748229
6354.1310656377955,1.8883106907508562,0.75,14.161612593860491
7840.873117939864,2.0374901347686936,0.8,14.303664126244612
9356.210374809902,2.1446361775241787,0.8500000000000001,14.347457274529884
10831.312820991443,2.228410843579968,0.9,14.413411242241548
12447.914237047407,2.2969182849233034,0.9500000000000001,14.346071174361292
14238.67924434084,2.354556313661973,1.0,14.251061108708965
