#: table_doi: 10.17182/hepdata.113470.v1/t18
#: name: Fig 4b unbinned
#: description: $D^+ D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4b_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^0}$ [MEV],Weight []
3740.49616,1.43941
3740.50617,-0.3268
3740.51809,1.04151
3740.51857,0.09092
3740.51928,-0.14163
3740.52811,0.12937
3740.52858,0.09244
3740.52954,-0.45298
3740.53526,0.09554
3740.5374,0.73071
3740.5417,-0.06471
3740.54432,0.60822
3740.55433,-0.06219
3740.55505,-0.65908
3740.55576,0.12906
3740.55862,-0.42824
3740.56816,1.21097
3740.57603,-0.04576
3740.57889,-0.14619
3740.57913,-0.25843
3740.58032,1.36711
3740.58175,0.12893
3740.59129,0.13088
3740.59391,-0.23543
3740.59701,1.35472
3740.59939,0.08925
3740.59939,0.11918
3740.61132,0.12834
3740.61203,0.09074
3740.61251,1.38766
3740.61537,0.92483
3740.61704,1.1164
3740.62204,0.12973
3740.6249,0.08614
3740.63134,-0.47573
3740.63683,0.08824
3740.63945,-0.09617
3740.64064,0.01953
3740.64231,-0.55573
3740.64446,-0.05016
3740.6466,-0.19065
3740.65352,-0.10432
3740.65638,-0.04213
3740.65709,-0.5235
3740.659,1.27452
3740.66567,0.00295
3740.66806,1.40037
3740.6702,0.20684
3740.67211,-0.35527
3740.6733,0.74081
3740.67378,0.13095
3740.67473,-0.22075
3740.68093,1.0648
3740.68618,0.13038
3740.69762,0.08471
3740.6981,-0.59037
3740.70048,0.01591
3740.70501,0.13057
3740.70549,0.1839
3740.70883,-0.5313
3740.70954,-0.04621
3740.71765,0.0652
3740.72146,1.27747
3740.7217,0.10906
3740.72313,1.47258
3740.72361,0.12794
3740.72576,-0.05093
3740.72957,0.8313
3740.73386,-0.65092
3740.73386,-0.15146
3740.73625,0.05812
3740.73863,1.23215
3740.73935,0.46228
3740.74435,1.40837
3740.74483,-0.54946
3740.74698,1.30294
3740.7515,-0.45871
3740.75985,1.38622
3740.762,0.11545
3740.762,0.62721
3740.767,-0.03064
3740.78322,-0.37188
3740.79037,-0.10178
3740.81016,-0.10952
3740.81039,0.08859
3740.81302,0.13078
3740.81945,-0.2854
3740.82232,0.12821
3740.82518,0.13042
3740.83781,0.64663
3740.83829,0.12781
3740.84616,-0.24803
3740.85188,-0.60276
3740.85736,-0.15622
3740.85903,-0.10776
3740.85903,-0.49906
3740.85951,-0.4297
3740.87024,-0.64888
3740.87262,1.42865
3740.87358,0.11813
3740.88788,-0.02262
3740.89551,1.31214
3740.89742,1.3279
3740.91625,0.1257
3740.91649,0.10434
3740.9184,0.07656
3740.93437,1.38778
3740.94009,0.12949
3740.95368,0.09236
3740.96441,-0.63139
3740.97228,0.03382
3740.97633,0.00154
3740.98062,-0.59446
3740.98182,-0.37832
3740.99183,-0.31302
3740.99255,-0.01505
3740.9935,0.1003
3740.99541,0.12738
3740.9966,0.12976
3740.99684,-0.11798
3740.99946,-0.28354
3741.00089,0.10447
3741.00852,1.36983
3741.00971,1.29539
3741.014,1.41014
3741.01758,-0.6284
3741.02259,0.13086
3741.02736,-0.32763
3741.02807,1.21775
3741.03069,0.07903
3741.03236,-0.28432
3741.03403,-0.48816
3741.03522,0.0139
3741.04094,-0.12769
3741.04738,-0.02757
3741.04786,-0.01084
3741.05144,-0.34502
3741.05263,-0.40385
3741.05549,0.30361
3741.05787,-0.61094
3741.06216,-0.02808
3741.07075,0.8055
3741.07146,0.07344
3741.07361,-0.579
3741.07385,0.04369
3741.07671,-0.3895
3741.0953,1.05103
3741.10126,0.10939
3741.10389,1.0802
3741.11176,0.10735
3741.117,0.5271
3741.11772,-0.08124
3741.11819,1.36481
3741.11843,-0.24785
3741.11891,-0.44351
3741.11962,-0.0169
3741.12654,-0.27085
3741.12678,0.04868
3741.12725,-0.65387
3741.14037,-0.3545
3741.14227,-0.57968
3741.14776,0.74579
3741.15825,0.00124
3741.16206,0.12947
3741.16874,-0.57233
3741.17518,0.28982
3741.18328,-0.63501
3741.18424,0.13027
3741.18471,1.00281
3741.18638,1.05885
3741.18757,1.20754
3741.18948,1.29759
3741.19377,0.13062
3741.20116,0.03587
3741.20259,0.85257
3741.20545,-0.10509
3741.20593,-0.31273
3741.20665,1.38024
3741.2076,1.45914
3741.21594,1.08333
3741.21761,1.01287
3741.21952,-0.59996
3741.22119,-0.04589
3741.225,-0.49064
3741.23073,-0.13789
3741.23287,1.0635
3741.23406,0.12912
3741.24265,0.04233
3741.24408,1.45629
3741.24479,0.13065
3741.25075,1.38169
3741.25409,0.91228
3741.2591,-0.41974
3741.2703,-0.20201
3741.27579,0.02072
3741.28103,-0.57003
3741.28175,0.12438
3741.28795,-0.60048
3741.29033,-0.07179
3741.30344,-0.38047
3741.30416,0.13038
3741.30416,0.83738
3741.30487,-0.09769
3741.31489,-0.37316
3741.31918,-0.57483
3741.32037,-0.599
3741.32943,0.78673
3741.33539,0.10945
3741.33968,0.07146
3741.34088,0.0701
3741.34278,1.46791
3741.3485,0.64621
3741.35113,-0.02359
3741.36114,0.01411
3741.36233,0.13063
3741.3702,-0.35892
3741.38331,-0.10622
3741.38641,0.59167
3741.39428,-0.66419
3741.40048,-0.00893
3741.40286,0.25496
3741.4043,-0.01741
3741.41145,0.08185
3741.41169,0.43987
3741.41264,0.03718
3741.41645,-0.28785
3741.42528,0.02097
3741.42933,0.93796
3741.43052,-0.51046
3741.43338,1.3075
3741.43839,0.9339
3741.44387,-0.60157
3741.44602,-0.62902
3741.45222,0.13068
3741.45556,0.08552
3741.45579,-0.38629
3741.4639,1.2862
3741.46604,-0.14424
3741.46962,0.392
3741.47749,0.12376
3741.47868,0.12077
3741.47916,-0.47479
3741.48274,-0.56109
3741.49799,-0.34376
3741.49966,0.13042
3741.50133,1.01174
3741.50658,0.13058
3741.51468,0.12954
3741.52279,0.12969
3741.52541,-0.54015
3741.52565,0.87577
3741.54448,-0.17047
3741.55736,-0.26684
3741.55974,-0.445
3741.56284,0.1297
3741.5657,0.01612
3741.56618,0.12571
3741.5669,1.03672
3741.5688,0.12814
3741.56952,0.13045
3741.57047,0.10891
3741.57333,0.05504
3741.57739,1.4691
3741.58359,0.11657
3741.59169,-0.18784
3741.59527,-0.46047
3741.59884,1.39609
3741.60075,0.13092
3741.60314,1.42821
3741.6048,-0.68288
3741.60719,0.12989
3741.60957,0.13091
3741.61482,0.55354
3741.61601,-0.20178
3741.62936,-0.33308
3741.63508,-0.65493
3741.63628,0.86108
3741.63842,-0.13896
3741.6501,1.40101
3741.65988,0.11668
3741.66155,0.48932
3741.66489,0.56793
3741.66584,0.04079
3741.68158,-0.2069
3741.68253,-0.60875
3741.68539,-0.29996
3741.68873,0.02159
3741.68944,-0.2254
3741.68992,-0.00654
3741.71042,-0.36361
3741.71066,-0.01536
3741.71352,0.07198
3741.71448,-0.2926
3741.71829,-0.15913
3741.71853,-0.2873
3741.7419,-0.33855
3741.74213,1.20571
3741.7438,-0.14503
3741.74547,-0.4764
3741.74786,0.11598
3741.74976,0.00368
3741.76359,-0.3733
3741.76979,0.12917
3741.77003,0.10883
3741.77122,-0.44109
3741.77337,0.12165
3741.77718,-0.05844
3741.80245,0.12906
3741.80651,-0.64079
3741.82177,1.46414
3741.83989,0.06077
3741.84036,0.11476
3741.84132,-0.04202
3741.84537,0.08714
3741.84799,-0.6127
3741.84942,1.43042
3741.85228,-0.41432
3741.85991,0.13083
3741.86015,0.13031
3741.86254,-0.62359
3741.87207,0.13
3741.87279,0.04722
3741.8735,0.13068
3741.87446,1.47959
3741.88972,1.34916
3741.89448,-0.06024
3741.89997,0.09447
3741.90068,-0.66387
3741.9107,-0.63255
3741.91451,0.73033
3741.92643,-0.5981
3741.92762,0.04772
3741.92905,-0.58531
3741.92929,-0.65785
3741.93883,-0.26256
3741.94074,1.40438
3741.94694,0.1062
3741.95981,0.10875
3741.96291,-0.33496
3741.96744,-0.13458
3741.97125,0.07814
3741.97125,-0.03823
3741.97388,-0.42487
3741.97555,0.08153
3741.9877,-0.65465
3742.00225,0.10809
3742.01012,0.00055
3742.02466,1.4236
3742.02466,-0.5776
3742.02895,0.4021
3742.03515,0.42848
3742.0392,0.02753
3742.03968,-0.18429
3742.03968,0.64138
3742.04373,-0.5874
3742.05399,0.13067
3742.06066,-0.54766
3742.06257,0.08122
3742.06567,0.11711
3742.07735,0.08275
3742.07783,0.12853
3742.07997,-0.44236
3742.08403,0.00989
3742.0857,-0.61557
3742.08713,-0.48128
3742.08856,-0.62358
3742.09094,-0.33355
3742.0969,1.33514
3742.10072,0.12936
3742.10286,0.79356
3742.10358,1.01272
3742.10382,0.12876
3742.10811,0.23085
3742.11335,-0.63263
3742.11836,-0.30237
3742.12241,-0.65759
3742.12265,1.29576
3742.13076,0.12788
3742.13767,1.36
3742.13958,1.42306
3742.14029,-0.31127
3742.14077,-0.63442
3742.14268,0.11093
3742.1596,0.12501
3742.16461,1.3274
3742.16604,0.07099
3742.17224,0.12941
3742.17462,-0.11246
3742.17892,0.23376
3742.17963,-0.60259
3742.2111,1.39906
3742.22016,1.21615
3742.22422,1.28076
3742.22946,-0.25546
3742.23137,0.13029
3742.23232,1.29577
3742.23375,1.40237
3742.24258,1.45403
3742.24544,-0.65428
3742.24973,1.25146
3742.25712,0.10849
3742.25831,-0.44657
3742.2595,0.11734
3742.26284,-0.63182
3742.26308,0.03443
3742.2719,0.80672
3742.27309,-0.36049
3742.27428,-0.10814
3742.2812,1.34026
3742.28525,0.10658
3742.29693,0.12995
3742.29717,-0.08239
3742.29813,-0.0558
3742.3327,1.29299
3742.34652,0.11622
3742.35916,0.09592
3742.36512,0.95527
3742.37251,1.37886
3742.37633,0.35294
3742.38205,-0.50745
3742.38396,0.1805
3742.38396,0.13076
3742.38658,-0.27394
3742.39278,-0.40148
3742.39492,0.11773
3742.3954,1.071
3742.39588,0.08453
3742.40351,1.45887
3742.40398,1.00257
3742.40518,-0.58655
3742.40565,0.12535
3742.41233,-0.23576
3742.41328,-0.4319
3742.41877,-0.1145
3742.419,1.17755
3742.41924,-0.06979
3742.41996,0.5631
3742.42234,0.11659
3742.42306,1.42717
3742.42496,0.0074
3742.42496,0.12304
3742.42592,1.39998
3742.42997,0.1291
3742.43116,0.13092
3742.43116,1.37887
3742.43569,-0.0581
3742.44189,1.46229
3742.44285,0.27921
3742.45,1.30733
3742.45024,1.42323
3742.45024,0.88588
3742.45191,0.13063
3742.45334,-0.64935
3742.46407,0.45589
3742.46526,-0.3058
3742.47146,0.1382
3742.47551,1.391
3742.47622,1.30876
3742.47718,-0.03068
3742.4798,0.12062
3742.48123,-0.29231
3742.49339,0.13089
3742.49649,-0.0035
3742.49816,0.69816
3742.49864,1.25011
3742.49983,-0.21309
3742.50484,-0.02254
3742.5065,-0.4075
3742.53178,0.13094
3742.53297,0.12967
3742.53416,-0.60964
3742.5375,0.05937
3742.5487,0.81064
3742.55109,1.26642
3742.55252,1.33682
3742.56349,0.01601
3742.56587,-0.39605
3742.56706,0.0243
3742.57374,-0.15529
3742.57517,0.13081
3742.58065,0.24183
3742.58208,0.11884
3742.58637,0.88352
3742.58828,1.34774
3742.59639,0.01605
3742.59734,1.10099
3742.59782,0.11126
3742.61022,-0.39676
3742.62047,-0.28449
3742.62404,0.00943
3742.62643,0.21168
3742.62738,0.11958
3742.63144,0.13091
3742.63239,-0.4974
3742.6374,1.30468
3742.63787,0.12689
3742.64741,-0.60128
3742.64956,1.2148
3742.66172,0.12093
3742.66529,0.04595
3742.67387,-0.3471
3742.67483,1.43581
3742.67626,0.80337
3742.67816,1.31777
3742.67888,-0.0864
3742.68007,1.15562
3742.68484,-0.63165
3742.68985,0.13094
3742.69152,-0.23142
3742.69676,-0.4996
3742.70534,0.12566
3742.70534,-0.64605
3742.70892,0.07133
3742.7125,0.13093
3742.71298,0.7527
3742.71727,-0.62972
3742.71846,0.58716
3742.71965,0.09852
3742.72513,-0.09956
3742.72561,-0.64102
3742.72728,-0.19409
3742.73324,1.42195
3742.74111,1.12968
3742.7547,-0.64325
3742.75541,0.13081
3742.76066,0.12832
3742.76829,0.12603
3742.77115,-0.03393
3742.77401,-0.00322
3742.77997,-0.39986
3742.79261,-0.27635
3742.79594,0.12889
3742.80524,0.48708
3742.80834,1.44506
3742.80977,-0.47324
3742.8124,-0.096
3742.81502,0.11012
3742.8174,0.12489
3742.81812,-0.10852
3742.82074,-0.01098
3742.83504,0.9745
3742.84649,0.05634
3742.85054,0.15364
3742.85269,-0.0392
3742.85912,-0.33444
3742.86556,1.36595
3742.86676,0.13003
3742.8689,0.00916
3742.87724,0.13089
3742.88082,0.03848
3742.8875,0.11338
3742.88893,-0.4097
3742.89226,1.37936
3742.90156,0.76329
3742.9049,0.00015
3742.91134,-0.65443
3742.91229,0.70744
3742.93041,0.75434
3742.93113,-0.01993
3742.93327,0.1309
3742.93446,-0.65086
3742.9359,0.5274
3742.93828,0.04747
3742.93852,0.08521
3742.94043,1.21242
3742.94186,-0.03049
3742.94567,0.89587
3742.9564,-0.66542
3742.96594,-0.53798
3742.97166,0.12003
3742.97571,0.68846
3742.97786,1.40165
3742.98048,0.03373
3742.98453,0.12171
3742.98477,1.26418
3742.98739,0.24647
3742.99169,0.12312
3742.99526,0.80859
3742.99693,1.47243
3742.9986,0.99013
3743.00003,0.09437
3743.00027,-0.58876
3743.00384,0.24609
3743.00599,1.46037
3743.0079,0.18162
3743.01314,0.00614
3743.01648,-0.412
3743.03174,1.33622
3743.03484,0.45911
3743.04056,0.12927
3743.04128,1.23787
3743.04462,0.13089
3743.04652,-0.37267
3743.04676,0.54215
3743.04891,1.40529
3743.05368,1.26214
3743.06107,0.2491
3743.07132,0.30201
3743.0718,0.12897
3743.07227,0.43795
3743.07322,0.12677
3743.07799,0.12954
3743.07871,-0.56184
3743.07918,-0.40577
3743.09158,1.4615
3743.09754,-0.09987
3743.10946,0.09229
3743.11447,-0.31374
3743.11686,-0.31624
3743.12186,-0.64476
3743.12806,0.04896
3743.13545,0.52106
3743.13593,0.12442
3743.13664,-0.63611
3743.13927,-0.00619
3743.13974,-0.33816
3743.14237,0.09097
3743.14952,0.11472
3743.16192,0.1298
3743.16812,0.13092
3743.17026,0.63972
3743.17241,0.10896
3743.1817,0.07394
3743.18218,0.05724
3743.18528,1.46633
3743.1879,1.44227
3743.19291,-0.53167
3743.19744,0.04894
3743.19863,-0.31359
3743.20865,1.3733
3743.21175,-0.17055
3743.21365,0.13045
3743.21556,0.10054
3743.21771,-0.32213
3743.22581,0.09527
3743.22629,-0.4346
3743.2301,0.7916
3743.23273,-0.50394
3743.23344,-0.08171
3743.23392,-0.07593
3743.23726,1.44934
3743.2394,-0.24492
3743.25395,1.3671
3743.25418,-0.62017
3743.25943,0.12234
3743.2673,-0.31053
3743.28446,0.94745
3743.2847,0.91242
3743.28661,1.38219
3743.28756,0.11737
3743.2878,-0.64064
3743.28995,0.72004
3743.29638,-0.63726
3743.29972,0.12918
3743.30163,0.10693
3743.30187,0.91672
3743.31832,-0.55872
3743.31927,0.02813
3743.31999,0.1279
3743.32309,-0.62342
3743.32714,-0.01223
3743.33096,0.00545
3743.33906,-0.57171
3743.35265,0.2636
3743.35313,1.39095
3743.3567,1.25134
3743.35766,-0.08888
3743.35957,-0.57
3743.36648,-0.44156
3743.37435,0.04633
3743.37459,1.47491
3743.37935,-0.46545
3743.37935,0.77535
3743.40129,0.77795
3743.40129,0.05915
3743.40272,-0.43038
3743.40344,-0.50308
3743.4094,-0.18987
3743.41798,0.13068
3743.43514,0.77777
3743.43634,-0.43287
3743.44301,0.13024
3743.44802,1.43595
3743.45946,-0.18756
3743.46685,0.02231
3743.46828,-0.04047
3743.4721,1.20321
3743.47282,-0.33864
3743.48164,0.46126
3743.49832,0.11364
3743.50214,0.07692
3743.50715,0.06907
3743.50762,-0.1411
3743.51192,0.0704
3743.51215,0.11885
3743.52264,-0.00834
3743.53433,-0.2039
3743.53719,1.44258
3743.54958,0.02698
3743.55078,1.28702
3743.55125,-0.02503
3743.55268,0.08687
3743.55769,-0.20061
3743.56079,0.13077
3743.57295,0.12567
3743.57462,-0.41416
3743.58582,0.13094
3743.58726,-0.02614
3743.59155,0.05691
3743.59703,0.08324
3743.60228,0.1297
3743.60371,1.13199
3743.60466,1.20985
3743.62469,0.30143
3743.6266,0.13075
3743.64471,0.13064
3743.6502,-0.20117
3743.65592,0.12016
3743.65616,0.11836
3743.65997,0.17958
3743.66164,0.13077
3743.68811,0.12823
3743.69526,-0.18118
3743.69693,-0.65763
3743.7036,0.94751
3743.71219,0.13089
3743.71576,-0.54199
3743.72006,0.11487
3743.72959,0.57055
3743.73269,0.74777
3743.73293,0.13007
3743.73698,1.19092
3743.73794,0.04182
3743.74437,-0.40405
3743.74843,-0.65816
3743.74914,-0.59184
3743.75415,0.82812
3743.76726,-0.0304
3743.76798,-0.6164
3743.77871,0.07474
3743.77942,-0.26993
3743.78204,1.29405
3743.783,-0.1375
3743.78514,0.12494
3743.78562,0.06713
3743.79396,-0.28998
3743.7954,0.234
3743.80112,1.1971
3743.80517,-0.49948
3743.80755,-0.03722
3743.80994,1.02104
3743.8128,0.13088
3743.82019,0.12933
3743.82234,0.51089
3743.82258,-0.23836
3743.82639,0.07279
3743.84022,0.1024
3743.84046,0.70112
3743.8457,-0.19289
3743.84761,-0.12669
3743.84832,-0.57758
3743.85118,1.41796
3743.855,0.07066
3743.85762,0.88419
3743.85929,0.06315
3743.8612,0.98646
3743.86311,-0.56486
3743.86716,0.01303
3743.89648,-0.27551
3743.90745,-0.51262
3743.91079,0.13094
3743.91604,-0.43467
3743.91937,-0.63691
3743.92009,-0.30374
3743.92819,-0.01093
3743.93058,0.11991
3743.93177,-0.28619
3743.93225,1.36874
3743.93249,0.62082
3743.93439,0.01016
3743.93535,1.06846
3743.93606,0.12939
3743.94345,1.11666
3743.94703,1.35588
3743.9518,-0.14541
3743.97135,-0.01035
3743.9723,-0.63619
3743.97588,-0.3367
3743.97731,1.15015
3743.97778,1.37047
3743.98041,-0.25875
3743.98446,-0.63383
3743.98613,0.13003
3743.98637,-0.2656
3743.99185,-0.04828
3743.99638,0.54471
3743.99662,0.70869
3743.999,0.018
3744.00163,1.36744
3744.0021,-0.44894
3744.00496,0.09053
3744.00616,-0.35338
3744.01236,-0.59312
3744.01283,0.12882
3744.01426,-0.02157
3744.01665,0.11162
3744.02475,-0.3744
3744.03548,0.1218
3744.03763,-0.24727
3744.04025,0.1086
3744.05193,0.13046
3744.0567,-0.63454
3744.05789,0.13094
3744.07172,0.35521
3744.07196,1.39201
3744.07816,1.24984
3744.0784,0.12014
3744.08555,-0.03812
3744.08984,-0.62227
3744.09151,0.10441
3744.0927,1.19747
3744.09676,-0.16013
3744.10296,-0.16195
3744.10605,0.12614
3744.11011,0.12437
3744.11082,-0.00386
3744.11249,-0.54033
3744.11273,-0.57278
3744.1299,1.30723
3744.13156,-0.34605
3744.13514,0.90482
3744.13657,1.35979
3744.13681,0.38376
3744.14539,0.057
3744.15255,0.16273
3744.1535,0.24839
3744.16661,0.13013
3744.16733,0.13093
3744.17257,-0.59012
3744.18426,-0.43676
3744.18545,0.58574
3744.18592,0.08519
3744.19188,-0.0615
3744.19379,-0.14453
3744.19856,1.06789
3744.20166,0.13079
3744.21382,-0.23215
3744.21454,0.1304
3744.22169,-0.59825
3744.22383,-0.00455
3744.22598,1.47544
3744.22693,-0.57967
3744.23003,-0.38588
3744.23075,0.20561
3744.23313,-0.41421
3744.23647,0.08388
3744.24148,-0.66111
3744.24744,0.13068
3744.25578,1.4301
3744.25578,0.08176
3744.25769,0.129
3744.26103,-0.6199
3744.26675,1.43734
3744.26889,0.84336
3744.277,-0.65689
3744.29274,-0.26792
3744.29584,0.12449
3744.30013,0.06662
3744.3006,0.29371
3744.3018,-0.50785
3744.30346,-0.48966
3744.31038,0.0409
3744.31682,1.23547
3744.31825,0.12781
3744.31872,0.13058
3744.32588,-0.23944
3744.32993,1.25569
3744.33994,0.10966
3744.3409,1.47304
3744.3459,-0.42019
3744.34638,0.27105
3744.3502,1.38079
3744.35687,-0.40416
3744.36545,0.91021
3744.36545,-0.5058
3744.37308,1.22989
3744.37594,-0.46911
3744.37809,1.13214
3744.3881,0.1294
3744.39001,-0.53993
3744.39025,-0.39592
3744.39836,0.08701
3744.39907,0.08107
3744.39955,-0.39528
3744.4067,0.9794
3744.40837,0.11693
3744.40861,1.395
3744.40956,-0.51202
3744.42315,-0.61596
3744.42554,0.12027
3744.42792,1.29308
3744.4303,-0.42822
3744.43102,-0.564
3744.43102,-0.41136
3744.43436,1.46223
3744.43531,0.08513
3744.43626,0.10473
3744.44032,-0.02274
3744.45152,-0.07456
3744.45248,-0.36446
3744.45343,1.39427
3744.45414,-0.52589
3744.45653,-0.45666
3744.45868,0.1203
3744.46368,-0.30999
3744.47441,1.29769
3744.48228,1.45101
3744.48276,0.12579
3744.48752,-0.14418
3744.48848,-0.15671
3744.49134,0.11558
3744.49301,-0.04092
3744.49325,0.04971
3744.49658,0.03191
3744.50302,-0.39919
3744.50445,1.45661
3744.50755,0.29625
3744.51423,-0.59147
3744.51804,-0.45501
3744.52019,0.01478
3744.54212,-0.30962
3744.54975,-0.02408
3744.5507,0.54445
3744.55524,0.10998
3744.55595,-0.56428
3744.55786,1.3953
3744.55929,0.12929
3744.56072,-0.55091
3744.5643,-0.62541
3744.56477,0.12654
3744.56501,0.13049
3744.57288,-0.03422
3744.57669,1.30664
3744.57932,0.04857
3744.57979,1.21296
3744.58146,-0.37428
3744.58885,0.04392
3744.591,0.38911
3744.59267,-0.45005
3744.59553,-0.3349
3744.59934,-0.55726
3744.60769,-0.11922
3744.61102,0.96077
3744.61341,0.07387
3744.61508,-0.578
3744.61698,-0.68102
3744.62342,-0.27267
3744.62462,0.12395
3744.62557,1.01428
3744.63153,0.55383
3744.63177,1.28983
3744.63725,-0.04391
3744.64011,0.12127
3744.64631,-0.16778
3744.65704,0.50345
3744.66228,0.1115
3744.66538,1.35462
3744.66705,1.37432
3744.67564,0.01809
3744.67993,-0.60954
3744.68231,0.13093
3744.6866,0.00988
3744.68684,-0.36847
3744.68827,0.13064
3744.68946,0.12933
3744.6928,0.03534
3744.69829,1.41181
3744.69876,-0.18026
3744.70258,-0.07567
3744.70425,-0.1083
3744.71331,-0.64763
3744.71569,1.24518
3744.72022,0.12745
3744.7288,0.64536
3744.7362,0.12882
3744.73786,0.04507
3744.73834,1.34895
3744.73929,-0.14361
3744.74263,0.0967
3744.74287,-0.09882
3744.74692,-0.30307
3744.75241,0.07974
3744.75694,-0.42492
3744.7629,-0.28151
3744.76528,-0.3128
3744.76647,0.05943
3744.77053,-0.54298
3744.7722,0.12654
3744.7834,0.13076
3744.78722,1.48074
3744.79127,0.04055
3744.80462,-0.39266
3744.80629,0.02464
3744.8144,0.11607
3744.81821,-0.44551
3744.82107,-0.29768
3744.82608,0.12968
3744.83204,-0.59899
3744.83442,-0.35818
3744.83538,0.13802
3744.83585,1.32628
3744.83657,-0.33674
3744.83681,1.21403
3744.84801,0.13057
3744.85064,-0.0447
3744.85397,-0.40404
3744.8566,-0.35967
3744.85683,-0.19997
3744.85922,0.00786
3744.87567,1.36506
3744.88306,0.89076
3744.8988,-0.08013
3744.89904,-0.16677
3744.9038,0.32948
3744.91191,0.12538
3744.91215,-0.41634
3744.91501,-0.653
3744.91715,1.34315
3744.92574,-0.52385
3744.92598,-0.30267
3744.93527,-0.02505
3744.93861,-0.1452
3744.95077,1.33528
3744.95101,-0.1269
3744.95125,0.1259
3744.95578,0.11208
3744.95602,-0.38994
3744.9584,0.00201
3744.96484,1.24907
3744.97032,0.13087
3744.97151,1.4182
3744.97223,0.13039
3744.97843,-0.05645
3744.99011,1.08224
3744.99559,0.02445
3745.01061,0.13078
3745.01467,0.02543
3745.0161,-0.47632
3745.02134,0.08741
3745.02993,-0.62563
3745.03136,-0.26107
3745.03779,-0.46322
3745.03946,-0.06514
3745.04018,-0.37534
3745.04328,0.26648
3745.05234,0.04293
3745.05305,0.78181
3745.05353,-0.5355
3745.05377,-0.42194
3745.0552,0.12488
3745.0552,0.12957
3745.06068,-0.2951
3745.06259,1.2755
3745.06688,-0.56496
3745.0676,0.03241
3745.07642,-0.14961
3745.08738,0.57117
3745.09048,1.07143
3745.11099,0.81411
3745.11242,-0.23104
3745.11766,-0.61215
3745.11838,0.04933
3745.12458,0.128
3745.12911,0.75618
3745.13173,-0.04114
3745.13507,-0.10113
3745.13602,-0.62652
3745.14866,-0.08152
3745.15033,-0.02424
3745.15152,-0.12111
3745.15772,1.42561
3745.16153,0.04563
3745.17584,0.25106
3745.17655,0.52879
3745.17918,-0.5221
3745.17918,-0.37093
3745.18538,0.67938
3745.18538,-0.61852
3745.18633,-0.2769
3745.1961,-0.3084
3745.19658,-0.44345
3745.19825,-0.08398
3745.20612,-0.63087
3745.20659,0.07044
3745.21065,0.12781
3745.21136,0.29096
3745.21327,0.02529
3745.21756,0.02883
3745.22209,0.12487
3745.22376,0.11411
3745.2321,-0.65789
3745.23592,0.06117
3745.23783,0.15307
3745.23902,0.87953
3745.24498,0.9202
3745.24713,0.13081
3745.24784,-0.5819
3745.25046,1.27825
3745.25523,0.07285
3745.25642,1.183
3745.26048,0.52132
3745.26382,-0.06559
3745.26477,-0.62615
3745.26572,1.40726
3745.27001,1.01291
3745.28098,-0.01109
3745.28241,-0.11403
3745.28933,-0.38884
3745.29076,1.06214
3745.29123,-0.50461
3745.30554,0.13094
3745.30792,1.37884
3745.30935,0.13041
3745.31078,1.42729
3745.3146,-0.12265
3745.31746,0.12211
3745.32509,-0.24332
3745.32556,0.06408
3745.327,-0.04504
3745.32914,-0.09251
3745.33606,0.10707
3745.33987,-0.3547
3745.34941,0.60256
3745.35203,0.0989
3745.36085,0.01133
3745.36896,0.88012
3745.37349,0.12546
3745.37969,0.10818
3745.38207,-0.34364
3745.38588,-0.29942
3745.39518,0.05816
3745.39804,-0.59794
3745.40186,-0.5446
3745.41235,0.0604
3745.41569,-0.32122
3745.42427,1.47024
3745.42594,-0.44908
3745.43142,-0.18988
3745.43166,-0.22056
3745.43691,-0.35869
3745.45503,1.3794
3745.46218,-0.08664
3745.46862,0.12608
3745.46933,1.23554
3745.4741,0.07588
3745.47434,0.55318
3745.47458,0.0605
3745.47601,0.10234
3745.47696,1.43509
3745.47792,0.00769
3745.48006,-0.11164
3745.48197,-0.13179
3745.48554,-0.47211
3745.48817,0.0848
3745.50867,0.12999
3745.51439,0.12542
3745.51535,0.13066
3745.52012,1.39125
3745.52226,1.22285
3745.5287,0.07994
3745.52941,0.89241
3745.53013,0.08936
3745.5306,1.25174
3745.53132,0.01521
3745.53895,0.13052
3745.54086,0.22236
3745.55278,-0.57144
3745.55373,0.13676
3745.55421,1.36596
3745.55516,0.13037
3745.56351,0.12539
3745.57018,0.13083
3745.57614,1.20567
3745.57757,0.09522
3745.58044,-0.29013
3745.58067,0.10949
3745.58401,1.44084
3745.59021,0.13084
3745.59307,1.23607
3745.59879,0.12773
3745.60046,0.21499
3745.60809,0.07782
3745.61739,-0.28074
3745.6193,1.48125
3745.62335,-0.58615
3745.63098,1.29135
3745.63336,1.0797
3745.63479,1.43008
3745.64743,-0.52808
3745.6491,0.00032
3745.65124,-0.52531
3745.65434,0.79071
3745.65554,0.16975
3745.65935,-0.53559
3745.66174,1.33988
3745.66865,-0.3002
3745.67103,0.05486
