#: table_doi: 10.17182/hepdata.113470.v1/t18
#: name: Fig 4b unbinned
#: description: $D^+ D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4b_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^0}$ [MEV],Weight []
3750.6938,1.36091
3750.69666,-0.14646
3750.7081,-0.55851
3750.71335,0.6397
3750.71621,0.1286
3750.71669,0.04164
3750.72026,0.13081
3750.72146,0.07675
3750.72384,-0.23401
3750.72622,0.95163
3750.73099,-0.10512
3750.73481,0.0692
3750.7441,0.06374
3750.74649,0.00082
3750.7484,-0.25864
3750.75197,0.06616
3750.75579,0.07828
3750.76079,1.24105
3750.76079,-0.3495
3750.76604,0.12872
3750.772,1.46845
3750.77391,-0.3717
3750.77844,-0.62237
3750.77987,-0.28802
3750.78297,-0.37523
3750.79226,0.06745
3750.79489,1.40121
3750.79775,-0.63591
3750.80252,-0.63028
3750.80609,-0.46785
3750.80776,0.12995
3750.80848,0.0892
3750.81277,0.13091
3750.8142,0.25625
3750.81849,-0.05817
3750.81921,-0.37155
3750.82064,0.12238
3750.82779,1.11208
3750.82946,-0.39982
3750.8297,0.12991
3750.8297,-0.45331
3750.83184,0.69934
3750.83613,0.06982
3750.8378,1.42196
3750.83828,-0.54623
3750.84329,0.09884
3750.84853,1.31234
3750.84853,0.90631
3750.85235,-0.30203
3750.85306,0.12869
3750.86331,0.07654
3750.8719,0.12565
3750.87237,0.1203
3750.87643,0.86704
3750.87666,-0.54266
3750.8769,-0.58446
3750.87762,0.10907
3750.87833,-0.18802
3750.87953,0.12761
3750.88048,1.13239
3750.88096,0.1088
3750.88239,0.06333
3750.89145,0.13095
3750.90098,0.12669
3750.90361,0.13089
3750.90408,0.75082
3750.90933,1.30581
3750.91219,-0.0958
3750.91243,0.75426
3750.9203,-0.53351
3750.92244,-0.02919
3750.92268,0.5573
3750.92483,-0.24458
3750.92506,1.27893
3750.93007,0.12366
3750.93055,1.3772
3750.93389,1.37471
3750.9377,-0.00311
3750.94223,0.01718
3750.94271,1.20731
3750.94652,1.44196
3750.95129,0.0034
3750.95391,-0.16623
3750.95487,0.12908
3750.95964,-0.00676
3750.9613,0.09906
3750.96369,0.94879
3750.96965,1.27482
3750.97394,-0.39172
3750.97585,-0.56731
3750.97871,1.13049
3750.98181,-0.22502
3750.983,0.10368
3750.98324,-0.02259
3750.98896,-0.58436
3750.98968,0.88596
3750.99039,-0.28759
3750.99254,1.38982
3750.99397,0.1309
3751.00708,-0.29098
3751.00946,-0.37507
3751.01376,0.09352
3751.02544,0.13026
3751.02782,0.13
3751.03331,-0.09232
3751.03807,0.05642
3751.04022,-0.30842
3751.0469,0.08866
3751.05,-0.25825
3751.0519,0.12996
3751.055,0.17005
3751.05762,0.02423
3751.0581,-0.07681
3751.06072,-0.4759
3751.06764,0.60041
3751.06764,-0.47719
3751.0705,1.4538
3751.07241,0.12041
3751.07527,-0.1558
3751.08242,-0.38321
3751.09267,-0.07422
3751.09386,-0.38474
3751.10006,-0.16811
3751.10078,0.0758
3751.10292,0.05557
3751.10531,0.04002
3751.10531,1.27549
3751.10841,0.26338
3751.11985,0.05408
3751.122,-0.66143
3751.13225,-0.32438
3751.14036,0.1301
3751.14107,0.05824
3751.14226,-0.32227
3751.14369,0.02096
3751.14679,-0.54819
3751.15108,1.11759
3751.15585,-0.54572
3751.15633,-0.04258
3751.16301,1.084
3751.16324,0.12726
3751.17064,-0.1603
3751.1797,-0.07085
3751.18017,-0.59722
3751.18089,0.0511
3751.18256,-0.08914
3751.18303,-0.1812
3751.18327,-0.5508
3751.18446,0.05167
3751.20068,0.09022
3751.20306,0.12923
3751.2064,-0.61041
3751.20783,0.11589
3751.21164,1.34237
3751.22905,-0.03855
3751.23906,1.28873
3751.24097,1.36753
3751.2424,0.31633
3751.24645,0.9727
3751.24764,0.02306
3751.25241,-0.50404
3751.25337,1.43686
3751.25337,0.13033
3751.25647,-0.15408
3751.25885,-0.01971
3751.2672,-0.04745
3751.26886,0.4868
3751.27196,0.2628
3751.2722,-0.61247
3751.27721,0.12504
3751.27745,-0.38475
3751.27816,1.43501
3751.28603,0.48959
3751.28746,1.4363
3751.29128,1.43669
3751.29557,-0.16101
3751.3032,-0.09976
3751.30415,0.89056
3751.30534,-0.41371
3751.3082,0.13093
3751.31249,0.17395
3751.31631,-0.17956
3751.31893,0.10847
3751.32227,0.07632
3751.32442,-0.34105
3751.32752,-0.44612
3751.33467,0.01397
3751.33872,-0.00548
3751.34254,0.12425
3751.34468,0.80902
3751.34492,0.90537
3751.34659,0.70559
3751.34897,1.34682
3751.35016,0.11036
3751.35112,0.13053
3751.3566,0.09709
3751.36733,1.19839
3751.38068,0.21013
3751.38211,-0.01521
3751.38426,-0.63763
3751.38712,0.13054
3751.38926,-0.51695
3751.39308,-0.1842
3751.39427,0.06329
3751.39427,-0.2857
3751.39737,-0.4855
3751.39737,-0.35418
3751.40357,0.9443
3751.40572,0.9665
3751.41048,0.0986
3751.41334,0.1297
3751.41668,1.37515
3751.41811,-0.40925
3751.41811,0.03548
3751.42002,-0.26081
3751.4236,0.13082
3751.43337,1.39337
3751.44315,0.27032
3751.44935,0.07804
3751.45054,1.43468
3751.45412,-0.00617
3751.45578,-0.27017
3751.45769,-0.41031
3751.45936,-0.4575
3751.46818,-0.07236
3751.49441,0.01719
3751.49441,-0.18087
3751.50132,-0.2758
3751.50585,0.12807
3751.51205,0.06647
3751.51706,-0.29053
3751.52802,0.05701
3751.53637,0.13017
3751.54638,0.12275
3751.54662,-0.21258
3751.55806,-0.15725
3751.55973,-0.12102
3751.56116,0.11014
3751.5614,0.16746
3751.56426,-0.62034
3751.56641,-0.00972
3751.57022,0.0955
3751.57285,0.09757
3751.57928,-0.17751
3751.58095,-0.27995
3751.58119,-0.09639
3751.58143,1.3399
3751.58191,-0.30133
3751.5893,-0.38386
3751.59192,0.10926
3751.59693,1.19896
3751.5986,0.13073
3751.60098,0.0516
3751.60122,0.80883
3751.61219,0.06829
3751.61362,0.906
3751.61362,-0.20163
3751.61433,1.09622
3751.62268,0.13064
3751.62315,0.67063
3751.62435,-0.62819
3751.62935,0.75847
3751.63221,-0.50788
3751.63484,0.06434
3751.63913,-0.43825
3751.64533,0.01592
3751.64795,0.16374
3751.65796,1.09727
3751.65796,-0.28666
3751.66154,-0.33183
3751.66631,-0.56862
3751.66964,0.12368
3751.67274,0.08524
3751.67489,-0.35748
3751.68371,-0.27421
3751.68371,0.96963
3751.68872,1.32033
3751.70445,0.13086
3751.70755,-0.47967
3751.70803,1.26406
3751.71042,-0.04874
3751.71304,-0.67678
3751.71471,1.22687
3751.71828,-0.04487
3751.71828,-0.10799
3751.71852,0.12879
3751.73354,-0.04677
3751.74022,0.06631
3751.74069,-0.32136
3751.74165,-0.38832
3751.74332,0.13086
3751.74332,1.28262
3751.74761,0.89679
3751.75524,-0.15279
3751.76644,0.06262
3751.76954,-0.36923
3751.77264,-0.32595
3751.78456,-0.32871
3751.78695,-0.66164
3751.79076,0.11705
3751.79338,-0.5207
3751.79601,0.07557
3751.80817,0.11793
3751.80936,0.11012
3751.81222,1.27488
3751.8127,0.05986
3751.81365,0.16684
3751.81651,-0.28147
3751.81675,1.28847
3751.8301,0.78659
3751.83248,0.12862
3751.83344,-0.08759
3751.83725,-0.55591
3751.84154,-0.11524
3751.84226,-0.43288
3751.85037,-0.11782
3751.8549,-0.65098
3751.86515,1.41069
3751.87254,0.93194
3751.87778,-0.4111
3751.87826,0.13065
3751.88112,0.15234
3751.88828,0.12635
3751.88851,0.03462
3751.89519,1.17065
3751.8971,-0.04172
3751.8971,-0.4595
3751.89853,-0.38451
3751.91402,-0.14762
3751.91617,-0.32763
3751.91617,1.09138
3751.92118,-0.47258
3751.92308,1.36238
3751.92428,-0.63872
3751.92761,-0.07131
3751.93358,0.12664
3751.9393,0.11545
3751.93977,-0.19129
3751.9412,-0.1666
3751.94478,0.0417
3751.94597,-0.41523
3751.94645,-0.477
3751.94931,0.63539
3751.9629,1.31286
3751.96528,1.02075
3751.96695,0.02594
3751.98221,0.20178
3751.9896,0.16976
3752.002,-0.17818
3752.00653,0.13043
3752.00892,-0.36233
3752.00963,0.1146
3752.01058,-0.6283
3752.01559,-0.64794
3752.01654,-0.55262
3752.01917,-0.44832
3752.02346,0.41296
3752.03085,1.1496
3752.03156,0.34188
3752.03705,-0.3457
3752.03896,-0.6404
3752.04992,1.19935
3752.05183,1.35418
3752.05541,1.03366
3752.06041,1.22634
3752.0721,0.08335
3752.07591,0.72041
3752.0783,-0.6419
3752.08974,0.23228
3752.09212,-0.36386
3752.0957,-0.33381
3752.09737,-0.00222
3752.10381,0.78014
3752.10905,-0.01044
3752.11549,0.12777
3752.11668,0.05051
3752.13027,-0.53118
3752.13408,0.13004
3752.13766,-0.37923
3752.1379,-0.52152
3752.13814,0.12865
3752.14553,1.44313
3752.14672,0.13081
3752.15459,-0.36006
3752.15721,-0.17192
3752.1615,0.11948
3752.16198,1.4624
3752.16532,-0.17466
3752.16603,-0.05384
3752.16794,1.26823
3752.16985,-0.1208
3752.17509,0.02644
3752.18534,0.76033
3752.18844,-0.01003
3752.19202,1.32788
3752.19536,0.02496
3752.20227,1.24038
3752.20609,0.12578
3752.20942,0.66528
3752.21062,-0.00255
3752.21205,-0.64501
3752.21324,-0.63275
3752.21825,1.25585
3752.21848,-0.40124
3752.22659,0.0449
3752.22731,1.29406
3752.22921,-0.02594
3752.23923,-0.38899
3752.24018,0.70691
3752.24018,-0.42097
3752.24042,-0.25897
3752.24686,0.12361
3752.26235,0.18762
3752.26617,0.10074
3752.2676,0.083
3752.26855,0.10976
3752.26951,-0.34219
3752.27022,0.12146
3752.27928,0.51766
3752.28095,0.02443
3752.28643,0.79642
3752.2881,0.13094
3752.29073,-0.6555
3752.2912,-0.36598
3752.2943,-0.53144
3752.29692,-0.00165
3752.29812,0.26797
3752.30622,1.45282
3752.31075,-0.24326
3752.31361,1.26089
3752.31886,-0.08228
3752.32053,-0.61388
3752.32172,-0.29818
3752.32816,1.04318
3752.32816,0.04941
3752.32959,0.13088
3752.3303,0.06544
3752.33245,0.06402
3752.33912,0.30051
3752.34246,0.13044
3752.34389,-0.55091
3752.35581,0.0043
3752.35581,-0.00049
3752.35653,0.01211
3752.36368,-0.50652
3752.37322,0.11647
3752.37536,1.34543
3752.39062,-0.45438
3752.39372,-0.64148
3752.39921,1.39889
3752.40207,0.95016
3752.40612,-0.65371
3752.4097,0.20582
3752.41232,-0.03927
3752.41709,-0.11743
3752.42329,0.12986
3752.42448,-0.5109
3752.42543,1.30425
3752.44284,-0.65743
3752.44474,-0.01571
3752.45714,0.13083
3752.45714,-0.42267
3752.45738,1.02458
3752.45786,1.07912
3752.46,0.2119
3752.47168,1.26979
3752.47312,1.0395
3752.49219,0.58599
3752.49434,0.0173
3752.49839,-0.241
3752.4991,0.08381
3752.50363,-0.64933
3752.50602,-0.64472
3752.51198,-0.64054
3752.52557,0.80959
3752.52628,0.12782
3752.53415,0.10014
3752.53582,1.48037
3752.5363,0.0661
3752.54059,-0.08088
3752.54202,1.06663
3752.54798,0.12778
3752.5537,-0.01129
3752.55394,0.69584
3752.56085,0.10299
3752.56824,-0.19063
3752.57993,-0.2438
3752.58017,-0.56036
3752.58732,0.03195
3752.59232,1.43282
3752.59876,0.11012
3752.60568,-0.51583
3752.60663,0.26995
3752.60973,-0.01713
3752.61092,-0.54994
3752.61688,1.45332
3752.62165,0.12446
3752.6226,0.05769
3752.63071,-0.62529
3752.63095,0.13026
3752.63119,1.18475
3752.64096,1.3658
3752.64978,0.06551
3752.65026,0.12973
3752.65408,1.41725
3752.65884,-0.56942
3752.66766,0.08235
3752.66981,0.57389
3752.67553,0.29431
3752.67839,0.12672
3752.68173,1.45336
3752.68221,0.71833
3752.68364,0.66899
3752.69103,0.0609
3752.6958,0.37532
3752.70009,0.00881
3752.70605,-0.11404
3752.70891,0.08247
3752.71368,0.02544
3752.7144,-0.31765
3752.71559,-0.48777
3752.72703,0.12254
3752.72703,-0.11604
3752.7318,-0.48968
3752.7318,0.12855
3752.73347,0.12913
3752.73395,0.1308
3752.73514,0.11715
3752.73657,-0.64333
3752.74014,-0.65003
3752.74229,0.80559
3752.74396,0.13057
3752.74587,0.02497
3752.74825,-0.02908
3752.75064,-0.44757
3752.76399,0.07465
3752.76494,-0.50331
3752.77257,-0.54378
3752.77472,0.12813
3752.78282,-0.59179
3752.7914,1.06969
3752.79403,0.28253
3752.79522,0.74911
3752.79927,0.75141
3752.8069,0.11777
3752.81024,-0.32344
3752.81239,0.13003
3752.81334,-0.1368
3752.81501,0.02999
3752.82288,-0.44392
3752.8398,-0.08807
3752.84123,0.13095
3752.8441,0.13089
3752.84481,-0.22645
3752.84767,-0.1873
3752.84839,-0.0683
3752.84958,0.12729
3752.85029,-0.14348
3752.85149,-0.14777
3752.85649,-0.66363
3752.85864,1.11274
3752.86126,1.42491
3752.86913,-0.62535
3752.86937,-0.15739
3752.87437,-0.15747
3752.877,0.96652
3752.877,0.8538
3752.88081,0.22608
3752.882,0.13086
3752.88582,0.12648
3752.8913,0.91507
3752.89822,0.13052
3752.89846,-0.35752
3752.89965,0.12897
3752.90728,0.13057
3752.90894,-0.14888
3752.91491,0.11191
3752.93684,-0.39182
3752.93827,1.42875
3752.94542,-0.37434
3752.94638,0.10832
3752.94685,0.11597
3752.94852,0.78687
3752.95019,-0.5848
3752.95806,-0.57868
3752.96807,0.0645
3752.97403,0.17644
3752.98166,-0.54635
3752.985,-0.47109
3752.99382,0.12775
3753.0005,0.13076
3753.0036,-0.11839
3753.00431,0.07301
3753.00455,0.13039
3753.00789,-0.55768
3753.01004,-0.06791
3753.01123,1.24708
3753.0117,-0.07393
3753.02029,1.23776
3753.02196,-0.39678
3753.02362,-0.46682
3753.03268,-0.01933
3753.03388,0.20119
3753.0365,-0.09774
3753.0396,-0.00856
3753.04413,0.68102
3753.04723,-0.54076
3753.04747,1.36686
3753.05295,1.44263
3753.0551,1.12578
3753.07083,0.11277
3753.0725,-0.54976
3753.07298,-0.63522
3753.07322,-0.20846
3753.07465,0.43725
3753.07679,1.37399
3753.07798,-0.21538
3753.07941,0.13084
3753.08538,1.04093
3753.08657,0.10616
3753.09229,0.03851
3753.09491,0.21519
3753.0961,0.10626
3753.09873,1.01622
3753.10111,0.1306
3753.10254,0.10114
3753.10326,0.12478
3753.10421,0.04492
3753.10612,-0.61613
3753.10922,-0.28059
3753.11089,0.43791
3753.11422,0.18888
3753.12758,1.31153
3753.12996,0.1309
3753.13091,-0.14694
3753.13282,-0.0768
3753.13568,1.36453
3753.13759,1.23157
3753.14331,0.13005
3753.14355,-0.2077
3753.15785,-0.16604
3753.16405,0.13051
3753.16429,0.91903
3753.1693,-0.54198
3753.17144,0.12951
3753.17645,1.44
3753.18956,-0.00097
3753.19195,0.12482
3753.19791,-0.66727
3753.19815,1.39208
3753.20196,-0.24035
3753.20435,0.48209
3753.21031,-0.57829
3753.21221,0.21028
3753.22199,-0.54093
3753.22604,1.23655
3753.22938,0.12057
3753.23033,1.43592
3753.23319,0.12944
3753.23439,0.05204
3753.24488,-0.44308
3753.24774,-0.64145
3753.24941,0.13074
3753.25227,-0.04179
3753.25465,-0.06833
3753.25894,-0.55112
3753.26109,-0.50985
3753.26109,0.57732
3753.26467,-0.1688
3753.28517,1.26167
3753.28851,0.29097
3753.29042,0.03854
3753.29351,0.1285
3753.2959,-0.353
3753.29804,0.86531
3753.304,-0.26005
3753.30424,0.03965
3753.31473,-0.62275
3753.31497,-0.23826
3753.31807,-0.3324
3753.32212,1.19346
3753.32308,0.13054
3753.32403,-0.02872
3753.32665,-0.35419
3753.32832,-0.469
3753.3288,0.13094
3753.33262,0.09852
3753.335,0.11542
3753.3462,0.99618
3753.34835,0.62606
3753.34883,0.54361
3753.37219,-0.27469
3753.38411,0.92113
3753.39007,-0.47678
3753.3927,-0.46769
3753.39699,0.13074
3753.40629,0.08515
3753.40986,-0.49017
3753.41296,-0.3864
3753.42274,0.98734
3753.42369,1.33425
3753.42965,-0.58933
3753.438,0.13091
3753.44086,0.10601
3753.44229,0.26188
3753.4442,0.39443
3753.44729,-0.38916
3753.45254,-0.0854
3753.45778,0.13094
3753.46279,1.03646
3753.46613,0.1268
3753.46708,0.12487
3753.46875,0.11743
3753.47352,-0.47237
3753.47424,-0.02616
3753.47447,0.12929
3753.47567,1.16511
3753.47805,-0.26367
3753.479,0.12817
3753.479,0.04769
3753.48091,1.36483
3753.4821,-0.59041
3753.48282,-0.1419
3753.49307,-0.10124
3753.49688,-0.12757
3753.49712,-0.26117
3753.50285,1.23309
3753.50618,1.43365
3753.51214,-0.54972
3753.51334,1.27431
3753.51763,0.09005
3753.51858,0.13079
3753.51882,0.12622
3753.52144,1.25364
3753.52478,0.11887
3753.53074,-0.41243
3753.53742,-0.52817
3753.53956,-0.62335
3753.54075,-0.66398
3753.54886,-0.27915
3753.54958,-0.51461
3753.55434,0.11568
3753.55434,-0.2025
3753.55792,0.96188
3753.56174,-0.15771
3753.56674,0.13094
3753.57461,0.02044
3753.5913,0.0133
3753.59297,1.34069
3753.59845,-0.18247
3753.60537,0.12095
3753.60632,-0.14605
3753.613,-0.5561
3753.61967,0.12695
3753.61991,0.53977
3753.62229,0.08324
3753.62229,0.29872
3753.62372,-0.21262
3753.64447,-0.32613
3753.65066,1.13291
3753.65162,-0.15739
3753.65281,-0.03104
3753.6571,-0.08332
3753.65949,-0.61213
3753.66378,0.04468
3753.66569,0.1293
3753.66688,-0.56463
3753.6788,1.38904
3753.68118,-0.14418
3753.68357,-0.62035
3753.69072,1.35415
3753.6943,0.13049
3753.70121,-0.36477
3753.71885,1.4305
3753.721,-0.10238
3753.72767,-0.20591
3753.73125,1.45383
3753.73578,0.11783
3753.7365,-0.1512
3753.73816,-0.42034
3753.73936,-0.6291
3753.74699,0.65486
3753.76272,0.1309
3753.76415,-0.01282
3753.76511,0.77146
3753.7713,1.47336
3753.7713,-0.52058
3753.78108,0.13619
3753.78323,1.47967
3753.78609,0.12832
3753.78871,0.12911
3753.79372,1.34344
3753.80039,1.23294
3753.8054,0.02469
3753.80564,-0.61204
3753.81851,1.31148
3753.82543,0.1281
3753.82566,-0.28219
3753.82662,-0.57297
3753.83663,1.05061
3753.84116,-0.00681
3753.84116,-0.36214
3753.84188,0.65855
3753.84307,0.04093
3753.8538,1.19772
3753.85451,0.13094
3753.86453,0.07606
3753.86786,1.45544
3753.86882,0.12524
3753.87168,1.28192
3753.8743,0.12524
3753.87836,-0.32291
3753.88217,0.09418
3753.88288,-0.13505
3753.88288,1.28761
3753.88622,-0.52034
3753.88908,-0.33414
3753.89576,1.44411
3753.89695,0.66125
3753.89767,-0.5827
3753.9165,0.12943
3753.91769,0.12973
3753.94416,0.13
3753.95083,0.96279
3753.96276,0.13086
3753.96299,0.12782
3753.97277,-0.03693
3753.97468,1.28623
3753.98612,0.11952
3753.99446,-0.50116
3754.00114,0.12902
3754.00305,0.13017
3754.00877,0.12573
3754.01807,0.60269
3754.01878,1.41036
3754.02045,0.13087
3754.02141,1.4496
3754.02188,-0.63776
3754.02403,1.36517
3754.02904,-0.03301
3754.0338,0.62562
3754.03404,0.06231
3754.03786,0.59968
3754.04143,0.84896
3754.04406,-0.03
3754.05455,0.26634
3754.06098,0.13049
3754.06504,-0.12931
3754.06599,-0.42558
3754.06671,1.34218
3754.07553,0.11728
3754.07624,0.12352
3754.07744,-0.43813
3754.07863,0.12461
3754.07958,-0.63113
3754.08459,0.08494
3754.08649,0.07482
3754.08983,0.03713
3754.09603,-0.52059
3754.09889,0.13063
3754.09913,-0.41454
3754.10032,-0.60763
3754.10795,-0.62558
3754.1225,0.98656
3754.12774,-0.58791
3754.13132,0.13079
3754.13466,-0.4479
3754.13585,-0.48073
3754.13632,-0.28967
3754.14062,-0.22098
3754.14586,0.09661
3754.15158,-0.00206
3754.17733,-0.16544
3754.17948,0.56907
3754.18019,0.30644
3754.18258,-0.36813
3754.18925,-0.6301
3754.19617,-0.26406
3754.19617,1.17069
3754.19736,-0.4838
3754.1995,0.13042
3754.20022,0.12333
3754.20737,-0.45871
3754.21429,-0.09688
3754.21691,1.17326
3754.21929,-0.1769
3754.22931,0.12169
3754.23503,-0.10942
3754.23646,0.13002
3754.2398,1.11386
3754.246,-0.50745
3754.24695,0.11994
3754.25076,0.21598
3754.26102,-0.58305
3754.26364,-0.65178
3754.26674,1.27713
3754.26936,-0.41253
3754.2839,-0.21843
3754.28414,-0.02335
3754.2882,-0.64631
3754.29082,0.11634
3754.2963,-0.3204
3754.30107,0.11554
3754.30179,0.12905
3754.30369,1.23385
3754.30441,-0.54295
3754.31228,-0.64552
3754.31466,0.13051
3754.32038,0.11952
3754.32205,1.42203
3754.3242,-0.08746
3754.32634,-0.11076
3754.3273,1.39212
3754.3273,0.05551
3754.32825,0.12948
3754.33159,0.3828
3754.33302,0.19962
3754.33612,0.22306
3754.35233,-0.5541
3754.35376,-0.10193
3754.36091,-0.60939
3754.36425,-0.16933
3754.36521,-0.27956
3754.36664,0.25631
3754.36711,1.24788
3754.36711,1.37087
3754.3695,-0.37075
3754.37832,0.12205
3754.38333,1.46652
3754.38905,-0.01658
3754.38929,0.12447
3754.40478,1.02164
3754.40741,1.02331
3754.40908,0.38814
3754.41742,-0.59281
3754.41814,0.6135
3754.43745,1.23451
3754.43935,1.35431
3754.44055,0.12424
3754.44198,0.13023
3754.44269,0.1308
3754.44293,0.61294
3754.44412,0.02738
3754.44412,0.12901
3754.44579,-0.62417
3754.44794,1.31588
3754.4508,0.09624
3754.45318,0.41075
3754.45843,1.45874
3754.46272,0.06535
3754.46677,0.11953
3754.46701,1.15513
3754.46868,-0.62184
3754.47512,-0.26228
3754.48871,-0.08738
3754.49252,0.06156
3754.49991,0.11022
3754.5073,0.12755
3754.50826,0.77043
3754.51231,-0.20595
3754.51469,-0.65075
3754.51684,1.43654
3754.52137,1.30523
3754.52375,0.07327
3754.529,0.13078
3754.52995,-0.04546
3754.53114,-0.14085
3754.5321,-0.33783
3754.53568,0.54364
3754.53734,0.09716
3754.54378,0.06565
3754.54521,-0.37612
3754.5476,-0.6184
3754.55165,1.44978
3754.55332,-0.51724
3754.56142,0.48152
3754.56929,1.41678
3754.57001,0.02723
3754.57287,-0.64813
3754.57454,0.02982
3754.57501,-0.65743
3754.57716,0.22853
3754.57811,0.01582
3754.57835,-0.00551
3754.59099,0.12953
3754.59671,0.13081
3754.59742,0.07616
3754.60076,-0.13513
3754.60148,0.12732
3754.60601,-0.64986
3754.61745,1.09232
3754.62866,-0.65532
3754.64678,0.12977
3754.64726,0.00949
3754.65465,0.61175
3754.66275,0.12792
3754.66466,-0.31578
3754.67873,0.08851
3754.6835,0.16808
3754.69065,-0.63417
3754.69422,-0.41544
3754.69994,0.74055
3754.70543,-0.42575
3754.71282,-0.02714
3754.71664,-0.5987
3754.71664,-0.63305
3754.71735,0.11985
3754.72736,-0.42553
3754.7276,0.05296
3754.72951,0.24813
3754.73022,-0.57769
3754.73094,0.13057
3754.73356,1.03726
3754.73452,0.01268
3754.73476,0.03044
3754.74334,0.13001
3754.74381,-0.63184
3754.74381,-0.08442
3754.74477,0.99972
3754.74858,-0.61818
3754.7493,0.04904
3754.74954,0.0811
3754.75264,1.26828
3754.76217,1.20528
3754.76694,0.13017
3754.77314,1.23631
3754.77552,0.10182
3754.77576,0.13066
3754.776,-0.06711
3754.77791,-0.20338
3754.79007,0.13079
3754.79317,1.33873
3754.79555,-0.6491
3754.7965,0.12907
3754.7977,-0.27212
3754.79865,1.44276
3754.80366,-0.58196
3754.8039,-0.3822
3754.80485,0.82875
3754.80843,0.86296
3754.8089,0.63163
3754.81701,-0.64555
3754.82249,-0.48926
3754.82392,-0.36178
3754.82941,0.82626
3754.83823,1.46932
3754.83894,1.36112
3754.84014,0.07708
3754.84037,0.42101
3754.843,-0.40711
3754.8492,1.23985
3754.85921,0.07594
3754.86469,0.2099
3754.87089,-0.40765
3754.87304,0.07201
3754.87304,-0.34445
3754.87304,-0.43875
3754.87709,0.06788
3754.8809,-0.60515
3754.88162,-0.54181
3754.88639,1.47659
3754.8883,0.16357
3754.89235,0.11513
3754.8945,-0.66171
3754.89616,0.13032
3754.90236,0.09317
3754.90642,1.0279
3754.91524,0.11165
3754.91643,0.12834
3754.92692,-0.3937
3754.92811,0.63391
3754.93121,-0.16987
3754.93622,0.40041
3754.94242,0.01036
3754.94385,1.41552
3754.94456,1.25461
3754.94504,0.12121
3754.94742,0.03818
3754.94838,-0.54627
3754.95768,0.22908
3754.96078,-0.30768
3754.96221,-0.65011
3754.9653,0.1074
3754.96721,-0.42484
3754.97508,1.38486
3754.97961,-0.52842
3754.98104,0.13001
3754.98414,0.27258
3754.98438,0.12868
3754.98629,-0.65802
3754.987,0.10522
3754.98939,0.00442
3754.98962,0.10632
3754.99129,-0.42766
3754.99725,1.10105
3755.01299,0.44864
3755.01537,-0.19827
3755.01633,-0.29691
3755.01633,0.04804
3755.01871,1.33458
3755.02157,0.01823
3755.02181,-0.64601
3755.02539,0.07834
3755.02992,-0.12989
3755.03468,-0.61773
3755.03635,-0.61945
3755.03945,-0.41302
3755.04088,0.11747
3755.04374,0.13009
3755.04494,0.01724
3755.05376,0.13027
3755.05519,-0.25505
3755.05996,1.43492
3755.06473,1.10045
3755.06568,-0.01571
3755.07331,-0.64374
3755.07379,0.08128
3755.07569,-0.57836
3755.07927,0.58673
3755.09262,1.29138
3755.09524,0.16768
3755.09596,-0.56879
3755.09596,-0.61262
3755.09644,-0.22592
3755.1024,-0.15302
3755.1043,0.03905
3755.10597,1.24653
3755.11074,-0.10461
3755.11742,-0.50001
3755.12528,0.12906
3755.12719,-0.62792
3755.13315,0.89468
3755.13601,0.52045
3755.13744,1.47194
3755.15222,-0.49548
3755.15604,0.12151
3755.15699,-0.63147
3755.15747,0.45094
3755.15819,-0.62365
3755.15842,-0.22344
3755.15842,-0.54016
3755.15842,1.19028
3755.16915,0.26197
3755.16939,0.08446
3755.17368,-0.13979
3755.18322,0.05314
3755.18608,-0.36971
3755.19109,-0.13085
3755.19752,-0.66066
3755.19967,-0.06999
3755.20015,0.44722
3755.20062,0.36968
3755.20396,0.13045
3755.20492,-0.10149
3755.21326,1.24186
3755.21398,-0.0669
3755.2247,0.01181
3755.2247,0.13076
3755.2309,-0.4359
3755.23281,0.02962
3755.23686,-0.11945
3755.24259,1.23905
3755.24616,0.74436
3755.24878,-0.47485
3755.2495,0.38519
3755.25045,-0.65817
3755.25236,1.08679
3755.25522,0.01508
3755.25665,-0.19046
3755.27596,0.01824
3755.2886,-0.4263
3755.28979,0.22084
3755.29361,-0.66405
3755.29504,-0.29594
3755.2979,-0.0488
3755.30028,1.1615
3755.30267,1.36482
3755.30314,0.96976
3755.30839,-0.34278
3755.3091,-0.07555
3755.3122,0.42076
3755.31697,0.63758
3755.31912,-0.50703
3755.32055,0.15847
3755.32675,-0.52449
3755.32961,0.12361
3755.33128,1.07497
3755.34582,-0.34061
3755.3525,-0.49168
3755.35274,1.35374
3755.35369,-0.09702
3755.35369,-0.53833
3755.35607,0.01808
3755.35893,1.4263
3755.3637,-0.00038
3755.36776,-0.04134
3755.37157,-0.30592
3755.37372,-0.59284
3755.38421,1.33869
3755.38754,0.07796
3755.38754,-0.61258
3755.39541,-0.60875
3755.39684,-0.4542
3755.40328,-0.1025
