#: table_doi: 10.17182/hepdata.113470.v1/t17
#: name: Fig 4a unbinned
#: description: $D^0 D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^0 D^0}$ [MEV],Weight []
3748.45242,-0.42069
3748.46744,0.24509
3748.47674,-0.1
3748.47794,0.18239
3748.48008,0.10088
3748.49582,0.04164
3748.49772,0.33986
3748.50178,0.11552
3748.50416,-0.30511
3748.51131,0.99163
3748.51179,0.70328
3748.5137,-0.3665
3748.51799,-0.03636
3748.52228,0.08437
3748.52371,-0.40196
3748.52776,-0.39197
3748.53849,1.24002
3748.55161,1.15244
3748.55447,0.99044
3748.55471,0.02154
3748.55494,1.36768
3748.55566,0.03156
3748.55566,-0.48974
3748.55614,0.98304
3748.55685,1.31757
3748.56043,0.11454
3748.56424,0.78487
3748.57545,-0.11253
3748.58212,0.65255
3748.5888,1.13682
3748.58952,0.11214
3748.60001,0.03498
3748.6012,1.36033
3748.60263,1.31245
3748.60501,-0.5376
3748.60668,0.11352
3748.61407,0.05143
3748.61908,0.37096
3748.62719,-0.5019
3748.62838,0.09613
3748.63863,0.09604
3748.64054,0.11555
3748.64793,0.11097
3748.6496,0.35243
3748.65746,-0.28886
3748.6639,1.31189
3748.66557,-0.44327
3748.66676,1.03449
3748.66915,0.05346
3748.67058,0.98595
3748.68154,1.22232
3748.68464,-0.50348
3748.68655,0.57788
3748.68918,1.27396
3748.69752,0.08486
3748.70133,-0.48999
3748.70706,0.01697
3748.70849,-0.54042
3748.71087,0.90378
3748.71326,-0.34576
3748.71492,1.32557
3748.71993,-0.00447
3748.72374,0.11547
3748.72446,-0.03589
3748.72494,-0.20296
3748.72613,-0.23681
3748.72661,-0.48117
3748.74044,0.76467
3748.74282,0.84786
3748.75188,0.11539
3748.75498,1.3305
3748.76165,0.11485
3748.76452,1.14765
3748.76976,0.11323
3748.77024,-0.50274
3748.77262,-0.11712
3748.78287,0.09924
3748.78526,-0.25669
3748.78883,0.11554
3748.79622,-0.18388
3748.79861,-0.3167
3748.80242,1.37504
3748.80385,0.10186
3748.80481,0.1119
3748.80552,-0.40791
3748.80743,1.36776
3748.80934,-0.169
3748.82484,-0.55196
3748.82603,0.45442
3748.82698,0.11479
3748.84701,-0.00977
3748.85726,0.01439
3748.85774,-0.29211
3748.86322,1.35002
3748.86608,1.07009
3748.87156,0.11423
3748.88134,0.08888
3748.88301,0.08966
3748.88444,0.02887
3748.88611,1.27105
3748.88778,-0.14292
3748.89493,0.11485
3748.90041,0.47513
3748.90351,0.5905
3748.90542,0.11554
3748.90876,1.28232
3748.91376,1.18791
3748.914,-0.13672
3748.91496,-0.2502
3748.91615,-0.35295
3748.91877,-0.25258
3748.92378,1.07153
3748.92926,0.11524
3748.92998,0.11554
3748.93022,0.1147
3748.93045,0.62792
3748.93284,-0.19923
3748.94238,-0.18866
3748.94261,-0.24226
3748.94571,-0.17014
3748.94571,0.09863
3748.94619,-0.33806
3748.94667,-0.33924
3748.94834,1.33184
3748.95454,-0.01572
3748.95692,1.24927
3748.96121,-0.47703
3748.96216,0.11544
3748.97194,-0.32552
3748.97647,0.53615
3748.98267,0.09162
3748.98291,0.1322
3748.98982,0.11278
3748.99054,0.10725
3748.99244,0.1916
3748.9996,0.27103
3749.00413,-0.23903
3749.01128,0.09064
3749.01152,-0.41088
3749.01223,0.13581
3749.01509,-0.43789
3749.01628,-0.31494
3749.01891,-0.14612
3749.02153,0.02164
3749.02678,-0.23202
3749.03059,-0.21899
3749.03369,-0.25162
3749.04418,0.73412
3749.0449,-0.16404
3749.05539,0.1259
3749.06135,-0.46238
3749.06635,1.31541
3749.07231,0.07947
3749.07279,-0.41214
3749.07517,-0.32579
3749.07613,-0.20052
3749.0778,-0.55502
3749.08114,-0.32958
3749.08304,-0.49373
3749.084,-0.23554
3749.09854,0.94374
3749.10116,-0.28484
3749.10307,-0.09706
3749.12357,1.34872
3749.12476,0.10452
3749.1343,-0.01252
3749.13454,-0.28831
3749.13573,1.29927
3749.14455,1.23823
3749.14551,0.1155
3749.15624,-0.10047
3749.15671,0.06288
3749.15886,0.96888
3749.16363,0.34251
3749.1653,1.11243
3749.16625,0.11348
3749.1672,0.1154
3749.16911,-0.07729
3749.17173,0.10842
3749.17436,1.33085
3749.1746,0.40195
3749.18103,0.02158
3749.18246,0.11554
3749.18628,-0.02406
3749.19033,0.03671
3749.19081,0.11532
3749.19414,0.06078
3749.19772,1.19305
3749.19891,0.02521
3749.20487,-0.18098
3749.20678,0.01292
3749.20845,-0.44826
3749.21393,-0.55253
3749.21417,0.15974
3749.21703,-0.52087
3749.22299,-0.48042
3749.22943,-0.44265
3749.24088,1.37249
3749.26519,0.11554
3749.27092,0.03078
3749.27282,0.04781
3749.27878,-0.03225
3749.28379,0.11554
3749.28594,0.3518
3749.28641,-0.22832
3749.28856,1.38451
3749.28951,-0.41763
3749.29547,0.11546
3749.2969,0.47674
3749.30358,1.22506
3749.30835,-0.23736
3749.31741,0.0972
3749.31812,0.1117
3749.33362,-0.23176
3749.3341,-0.1283
3749.33648,0.11457
3749.34006,1.21652
3749.3403,-0.18894
3749.34292,0.6233
3749.3546,-0.30408
3749.36271,-0.42207
3749.36652,1.16525
3749.36724,1.36124
3749.37034,0.11549
3749.38416,1.3882
3749.38464,-0.44168
3749.38512,-0.42887
3749.39728,-0.02002
3749.39776,0.11542
3749.39847,1.25286
3749.40085,-0.51955
3749.4061,-0.41854
3749.40658,0.254
3749.41206,1.37418
3749.41492,1.0212
3749.41778,0.08256
3749.41921,-0.46505
3749.42088,0.09878
3749.42112,-0.31383
3749.42541,0.02881
3749.42994,1.20521
3749.43709,0.0438
3749.44186,-0.15248
3749.4514,0.10603
3749.45164,1.33398
3749.46404,-0.44336
3749.47214,-0.34277
3749.47333,0.05866
3749.47524,1.20618
3749.48001,1.35331
3749.48525,0.09371
3749.48573,-0.01029
3749.48668,0.32783
3749.48931,0.93408
3749.49312,1.37159
3749.49837,-0.13019
3749.50504,-0.37418
3749.50719,0.45876
3749.50814,-0.05882
3749.50934,0.11275
3749.51196,1.01621
3749.5122,0.10082
3749.51243,-0.42972
3749.51553,0.55406
3749.51911,-0.48816
3749.52555,1.20117
3749.5265,-0.40853
3749.54724,-0.53141
3749.54867,0.11072
3749.55392,-0.48023
3749.55487,0.10939
3749.5575,-0.08522
3749.55773,0.01148
3749.55893,-0.06885
3749.56298,1.31212
3749.56822,-0.39243
3749.57228,-0.5389
3749.57466,0.11031
3749.57681,0.16741
3749.59087,-0.4181
3749.59111,0.05099
3749.59254,0.11166
3749.5966,0.27246
3749.59898,-0.0724
3749.61066,-0.35415
3749.61114,1.31864
3749.614,0.10805
3749.62091,1.28471
3749.62449,0.33158
3749.62544,0.81159
3749.63903,0.30211
3749.64356,-0.04466
3749.64762,1.34291
3749.64833,0.35532
3749.64952,1.19363
3749.65668,-0.32962
3749.65715,-0.45161
3749.65882,-0.4779
3749.66335,-0.11242
3749.66383,-0.49446
3749.66502,0.05758
3749.66788,-0.49566
3749.67217,-0.50086
3749.67241,0.11555
3749.67504,0.11516
3749.67575,-0.17006
3749.68862,-0.36343
3749.69459,1.05917
3749.70293,-0.55105
3749.70865,-0.2396
3749.71056,1.26384
3749.71533,1.32844
3749.717,1.31279
3749.71819,0.60718
3749.71843,-0.47653
3749.72153,-0.46942
3749.72153,-0.37539
3749.72248,-0.49988
3749.7251,-0.52261
3749.72534,-0.33468
3749.73059,-0.2373
3749.73345,-0.46818
3749.74918,1.15638
3749.77469,0.0428
3749.78208,0.22656
3749.78518,-0.48761
3749.78733,-0.08588
3749.79067,-0.50208
3749.79377,0.79444
3749.79472,0.47866
3749.79639,-0.48134
3749.80354,0.10772
3749.80521,-0.13316
3749.81308,0.07719
3749.83168,0.05162
3749.83239,0.10427
3749.83549,0.10679
3749.84193,-0.48537
3749.84813,0.03956
3749.85051,-0.20861
3749.85146,-0.40083
3749.87364,-0.04006
3749.87721,-0.2087
3749.88103,-0.01343
3749.8827,-0.21783
3749.88484,1.37793
3749.89224,-0.52404
3749.89581,-0.4698
3749.89843,0.07815
3749.90106,0.54317
3749.90726,-0.44296
3749.91345,1.32423
3749.91536,0.9434
3749.91822,0.00986
3749.92084,0.99177
3749.92538,-0.56282
3749.92633,-0.49237
3749.92776,1.14213
3749.9435,0.75925
3749.96042,1.31006
3749.96209,0.11555
3749.96471,-0.27183
3749.96758,0.0941
3749.96948,-0.38973
3749.97044,-0.36003
3749.97187,1.38526
3749.9814,1.1513
3749.9814,0.11482
3749.98283,-0.48278
3749.98426,1.11716
3749.98736,-0.49597
3749.99499,0.11554
3749.99642,0.04212
3750.00286,0.11555
3750.00334,0.11369
3750.00548,-0.42319
3750.00978,-0.51945
3750.03123,-0.50682
3750.03147,1.06666
3750.03791,0.11512
3750.04148,-0.55298
3750.04411,1.31903
3750.04959,1.02551
3750.05078,-0.55703
3750.05388,1.24901
3750.0577,-0.41552
3750.07963,-0.00419
3750.08416,-0.18336
3750.09131,0.08421
3750.10371,-0.39774
3750.10395,1.24871
3750.10467,0.11553
3750.10467,1.16987
3750.108,0.48287
3750.10872,0.11544
3750.11396,-0.38852
3750.12851,-0.33239
3750.13328,0.11552
3750.13709,-0.50248
3750.13709,-0.04373
3750.13757,0.09647
3750.14162,0.57651
3750.14186,0.09134
3750.14281,-0.09848
3750.14806,0.11541
3750.15068,0.85717
3750.15235,-0.4323
3750.16117,-0.20497
3750.16832,1.38167
3750.1719,-0.46412
3750.17428,0.59525
3750.17452,-0.10901
3750.17452,1.33138
3750.19288,0.10297
3750.19741,1.24009
3750.20289,-0.50737
3750.20504,-0.2965
3750.21172,-0.45705
3750.21553,-0.54893
3750.21911,0.54182
3750.23174,0.36395
3750.23294,-0.4115
3750.24271,0.71006
3750.24533,0.11537
3750.24724,-0.53021
3750.24724,1.35121
3750.25201,1.35145
3750.25821,0.07826
3750.2594,-0.48684
3750.2625,0.11555
3750.27537,0.11519
3750.28491,1.20767
3750.28539,1.35112
3750.28849,-0.25536
3750.29159,0.04558
3750.29468,1.0485
3750.31233,0.11209
3750.31757,-0.4516
3750.32115,-0.46646
3750.32306,0.05298
3750.32425,0.54724
3750.32902,-0.21545
3750.33665,-0.34259
3750.33832,-0.27969
3750.34547,1.32934
3750.34666,1.36472
3750.34785,-0.1042
3750.35191,0.11541
3750.3531,0.11407
3750.35739,1.38273
3750.36502,0.98437
3750.36573,-0.52661
3750.36597,-0.31521
3750.37217,1.37866
3750.37241,0.10958
3750.37551,-0.28153
3750.38075,0.08631
3750.38099,-0.52182
3750.38672,-0.47665
3750.39077,-0.20756
3750.39244,-0.47978
3750.39625,1.36594
3750.39911,-0.55063
3750.422,1.1791
3750.42629,1.19687
3750.42772,0.11498
3750.43011,0.85297
3750.43011,0.05656
3750.43154,0.0935
3750.44489,0.08761
3750.4487,0.0895
3750.44918,-0.56579
3750.45252,0.53654
3750.45395,1.15616
3750.45633,-0.48043
3750.45752,-0.30113
3750.46134,0.105
3750.46134,1.17937
3750.47112,0.49584
3750.47708,0.07449
3750.4797,-0.39456
3750.48041,-0.27569
3750.48542,-0.02125
3750.49019,-0.50842
3750.50402,0.11551
3750.50878,0.32055
3750.50974,1.25015
3750.50974,0.11463
3750.51904,0.93215
3750.53811,-0.15552
3750.53859,-0.49067
3750.54026,1.02652
3750.55027,1.00648
3750.55051,-0.21709
3750.55051,0.03769
3750.55075,-0.20205
3750.55361,0.1113
3750.55933,0.08128
3750.56267,0.10802
3750.56791,1.20032
3750.57149,0.95864
3750.57793,0.01928
3750.58961,-0.22102
3750.59199,-0.31253
3750.59271,-0.40312
3750.6094,0.39095
3750.6206,0.01498
3750.62323,1.34153
3750.62895,1.2829
3750.63181,0.01513
3750.63634,-0.49286
3750.6423,1.02792
3750.64635,0.10846
3750.64731,-0.4724
3750.64826,1.12868
3750.65231,1.07618
3750.66614,-0.13651
3750.66614,-0.0305
3750.67234,0.11482
3750.67592,-0.48496
3750.68665,1.30548
3750.68665,-0.45108
3750.69237,-0.17453
3750.69404,0.40249
3750.69451,-0.20983
3750.6957,-0.46414
3750.69618,0.11012
3750.71049,0.09602
3750.7112,0.7751
3750.71812,-0.53933
3750.72527,-0.07088
3750.7267,0.25663
3750.72765,-0.53848
3750.73314,0.01996
3750.7391,1.29977
3750.74768,1.24546
3750.75984,0.1155
3750.76056,-0.16944
3750.76103,-0.50354
3750.76175,-0.46366
3750.76175,0.11376
3750.76604,0.81224
3750.77009,0.2736
3750.77414,0.14956
3750.77653,-0.19572
3750.79632,-0.46439
3750.80371,1.27945
3750.81611,0.2863
3750.81658,-0.0568
3750.82159,0.11549
3750.82588,-0.22179
3750.82731,0.11551
3750.85068,0.10331
3750.85258,0.08854
3750.85258,1.35088
3750.85592,-0.32869
3750.85592,0.10793
3750.86045,0.54794
3750.8626,0.04677
3750.86594,-0.37237
3750.86808,0.11532
3750.86927,0.0387
3750.86975,-0.1895
3750.875,-0.11276
3750.8843,-0.53921
3750.88525,1.37252
3750.8955,1.02291
3750.8986,0.0252
3750.91219,1.21856
3750.91648,-0.09728
3750.92316,-0.40666
3750.92864,0.38466
3750.93007,0.98054
3750.93317,-0.13627
3750.9377,-0.2574
3750.94056,0.09111
3750.94938,-0.25971
3750.95892,1.27061
3750.95916,0.11554
3750.95964,0.82626
3750.96154,0.11429
3750.96226,-0.38361
3750.96321,-0.40954
3750.9675,0.07213
3750.97799,-0.25797
3750.97895,0.11543
3750.983,1.35781
3750.99015,0.02249
3750.99754,1.25795
3751.00899,0.11459
3751.01471,-0.18143
3751.01733,0.45543
3751.02425,-0.46235
3751.02496,-0.55483
3751.02592,1.33051
3751.02687,0.11356
3751.02878,0.09444
3751.03784,-0.47656
3751.05166,0.05235
3751.05691,0.03638
3751.06168,-0.18744
3751.06406,-0.49329
3751.06525,0.11555
3751.06621,-0.05634
3751.06692,0.11512
3751.07026,1.22885
3751.09243,-0.48657
3751.09506,0.11392
3751.10912,0.96556
3751.11985,0.03173
3751.12605,-0.27315
3751.12796,-0.54721
3751.13225,0.54323
3751.1332,-0.16067
3751.14202,-0.04178
3751.14465,-0.05316
3751.14775,-0.46618
3751.14989,-0.21996
3751.15704,-0.00576
3751.15943,1.1141
3751.15967,-0.5239
3751.15991,0.11396
3751.17421,-0.52853
3751.17516,-0.41208
3751.17707,0.11522
3751.18756,1.23656
3751.19233,0.43601
3751.19448,-0.11867
3751.19567,-0.4961
3751.19805,0.09068
3751.2002,1.37003
3751.20091,-0.00154
3751.20449,-0.0607
3751.21284,0.74696
3751.2157,0.11555
3751.21856,0.1113
3751.2207,1.24595
3751.22428,-0.19471
3751.22786,-0.40242
3751.22857,0.11519
3751.23191,0.09663
3751.23215,-0.32121
3751.23286,0.10444
3751.2393,0.10436
3751.24073,1.29713
3751.24073,0.08309
3751.24311,-0.23429
3751.24788,0.11422
3751.24955,0.11554
3751.25551,-0.19409
3751.2598,0.11555
3751.26004,0.11008
3751.261,-0.44887
3751.26672,0.35706
3751.26934,-0.17164
3751.27363,0.11543
3751.28484,-0.39027
3751.30439,-0.13631
3751.3051,-0.40491
3751.30963,-0.37192
3751.31059,-0.46954
3751.31369,-0.44794
3751.31798,0.11336
3751.33276,0.11548
3751.33586,0.03509
3751.33848,0.27384
3751.34897,-0.42215
3751.35255,0.29258
3751.36352,-0.42818
3751.36757,-0.20816
3751.37711,0.27569
3751.38116,-0.48664
3751.38521,1.13776
3751.39427,-0.54813
3751.39594,-0.04619
3751.39999,1.37327
3751.40286,0.11326
3751.40428,1.26926
3751.40762,0.11528
3751.41215,-0.50763
3751.41382,1.26718
3751.41478,0.95308
3751.41549,-0.02941
3751.42598,0.11555
3751.43242,-0.4017
3751.43552,-0.55671
3751.4379,0.51802
3751.44958,0.30007
3751.45268,0.05862
3751.46079,1.11494
3751.46437,0.03085
3751.46914,0.05478
3751.46937,1.32533
3751.47224,1.30442
3751.47366,-0.19718
3751.49036,0.0756
3751.49322,0.10066
3751.49345,-0.0953
3751.49369,-0.3072
3751.49775,-0.32955
3751.4987,1.18189
3751.50418,-0.12532
3751.50514,0.04217
3751.50919,1.06613
3751.52016,0.1149
3751.52063,0.83747
3751.5316,0.72367
3751.53446,0.0977
3751.53828,0.11245
3751.54686,1.04356
3751.5502,1.28792
3751.55401,-0.20016
3751.55425,-0.48677
3751.55687,0.90144
3751.55687,-0.37539
3751.56045,-0.26202
3751.56712,-0.32986
3751.57213,0.09787
3751.57452,-0.45336
3751.5769,-0.49499
3751.57928,-0.07
3751.58072,-0.06685
3751.58167,0.11549
3751.58215,0.15452
3751.58429,1.3736
3751.58477,-0.46265
3751.58548,1.1609
3751.59121,-0.1432
3751.60074,-0.3178
3751.6048,0.02086
3751.60766,0.11504
3751.6191,-0.03617
3751.61958,0.11554
3751.62292,1.27561
3751.62458,1.37347
3751.6315,-0.51766
3751.63508,0.71108
3751.6396,1.25079
3751.64032,0.09796
3751.6439,0.70235
3751.64723,0.06962
3751.65272,-0.32831
3751.65558,0.11525
3751.65606,0.22505
3751.66273,-0.2281
3751.66535,0.64272
3751.67465,1.34673
3751.67918,1.02215
3751.68276,1.19302
3751.6861,0.07811
3751.68634,0.11555
3751.68705,1.362
3751.68776,0.11446
3751.68872,0.11268
3751.69158,0.55192
3751.69516,-0.18656
3751.69778,0.25393
3751.71661,0.68287
3751.71924,1.28516
3751.7209,-0.48412
3751.72448,1.20767
3751.7364,1.36093
3751.7376,-0.06303
3751.74451,0.11475
3751.74451,0.95857
3751.75262,-0.28888
3751.755,0.51673
3751.75738,0.17804
3751.75881,0.10692
3751.76668,-0.53434
3751.76787,-0.48533
3751.76954,-0.49863
3751.77288,-0.49783
3751.77717,-0.32506
3751.79315,0.04875
3751.79434,1.30544
3751.79577,0.01872
3751.7972,0.23889
3751.79792,-0.18945
3751.80578,0.03846
3751.80793,1.21346
3751.80817,0.1155
3751.82104,0.85522
3751.82271,0.71336
3751.82533,-0.30553
3751.82629,-0.538
3751.82819,0.84363
3751.82986,1.1523
3751.83296,0.11471
3751.83439,-0.50727
3751.83582,-0.40896
3751.8394,0.20659
3751.83964,1.27938
3751.84488,-0.49404
3751.84822,-0.50214
3751.85394,-0.53264
3751.86181,-0.13689
3751.86253,-0.52625
3751.86944,0.04496
3751.87564,1.02645
3751.87659,0.11063
3751.87826,-0.4424
3751.87922,1.3684
3751.8847,1.34453
3751.88708,-0.41954
3751.89495,0.11443
3751.89734,-0.22533
3751.89757,-0.05339
3751.90449,-0.314
3751.91116,1.21687
3751.91236,1.32654
3751.91641,-0.30827
3751.92022,0.11482
3751.9207,-0.09052
3751.92118,0.11555
3751.92452,0.02031
3751.92714,0.02792
3751.92881,1.27416
3751.93358,0.10586
3751.93429,0.38122
3751.94049,0.1199
3751.94669,-0.00703
3751.94693,-0.45513
3751.94836,0.11545
3751.95098,0.11248
3751.95622,0.11546
3751.95885,0.11524
3751.96004,0.10686
3751.96672,0.00615
3751.96719,0.06752
3751.96958,1.26592
3751.97244,-0.52508
3751.97363,1.33558
3751.97506,-0.26426
3751.97673,0.93122
3751.97768,0.03637
3751.97816,0.11504
3751.98317,-0.43307
3751.98364,-0.14988
3751.98412,1.22859
3751.98507,0.66823
3751.99056,0.11299
3751.99294,1.15689
3751.99485,0.04917
3751.99509,-0.2026
3751.99866,-0.3919
3751.99938,-0.52552
3752.00272,1.33792
3752.00343,-0.52909
3752.01798,0.91094
3752.01798,0.61612
3752.0206,0.06021
3752.02417,1.3033
3752.02727,0.07936
3752.03133,1.13957
3752.04158,0.11526
3752.04301,0.0144
3752.04682,0.11456
3752.04778,1.14393
3752.04921,-0.55339
3752.05159,-0.47701
3752.05183,0.11453
3752.09403,-0.34691
3752.09642,0.18993
3752.10094,0.0984
3752.1019,-0.00956
3752.10404,-0.32464
3752.11263,-0.34653
3752.1143,1.09156
3752.11859,-0.50516
3752.13003,1.36488
3752.13075,1.21726
3752.13218,-0.28674
3752.13218,-0.22338
3752.14028,0.07668
3752.15054,0.03287
3752.15316,1.26546
3752.15816,1.33474
3752.15912,-0.12085
3752.16007,1.36968
3752.16031,-0.51221
3752.16031,1.26315
3752.16293,-0.42197
3752.16436,0.17105
3752.17247,-0.26918
3752.17318,-0.38438
3752.17557,0.11459
3752.17819,-0.49833
3752.18368,-0.50076
3752.18606,1.13405
3752.1894,-0.49662
3752.19011,0.07938
3752.19822,0.10328
3752.19941,0.77524
3752.20084,0.11
3752.20418,0.19644
3752.20847,0.96145
3752.22206,0.1155
3752.23208,1.3089
3752.2335,-0.31432
3752.23541,-0.21042
3752.23613,0.09087
3752.2378,-0.4991
3752.24066,0.07971
3752.24209,-0.33906
3752.24233,-0.50555
3752.244,-0.53054
3752.25139,0.11516
3752.25353,0.11994
3752.25663,1.28011
3752.25759,-0.10233
3752.25806,-0.22462
3752.26259,1.37446
3752.2645,-0.4972
3752.2757,-0.36853
3752.28286,-0.3158
3752.28572,-0.06871
3752.28572,-0.11858
3752.29287,0.08796
3752.29382,1.3577
3752.29955,0.81372
3752.30098,1.01213
3752.30503,-0.05724
3752.30765,1.26882
3752.30837,-0.0243
3752.30956,1.26314
3752.31075,-0.02928
3752.31528,-0.31156
3752.32434,-0.47703
3752.32625,0.85108
3752.32911,0.10539
3752.33006,1.30456
3752.33078,0.03373
3752.33173,0.67273
3752.33316,-0.20409
3752.33579,-0.30443
3752.33841,-0.0711
3752.34103,-0.40524
3752.34628,-0.0598
3752.34818,0.06048
3752.35105,1.06786
3752.35248,-0.09202
3752.35915,-0.19744
3752.35963,0.10181
3752.36106,0.81922
3752.36273,-0.53417
3752.36464,0.09825
3752.36797,1.37826
3752.36821,0.11527
3752.36988,-0.32078
3752.38037,0.11355
3752.38943,-0.29082
3752.39062,0.05294
3752.39062,1.01495
3752.39372,0.07523
3752.39849,-0.52603
3752.40254,-0.53745
3752.41256,-0.05698
3752.41303,0.04047
3752.41375,-0.38739
3752.41995,-0.30719
3752.42567,1.3604
3752.42615,0.11443
3752.44069,0.1829
3752.44117,-0.0978
3752.45905,0.11536
3752.46167,-0.46795
3752.46263,-0.53798
3752.4631,-0.19365
3752.47955,1.30538
3752.47979,-0.49555
3752.48933,0.11116
3752.49457,1.38352
3752.49529,0.11497
3752.51174,0.11553
3752.51246,0.00421
3752.51508,-0.27707
3752.52104,0.07593
3752.52676,-0.31628
3752.52771,-0.38598
3752.53463,0.92568
3752.54202,-0.23521
3752.5444,0.11094
3752.54679,0.11549
3752.55179,1.37039
3752.55251,0.05068
3752.55489,-0.11068
3752.55489,0.25252
3752.56228,0.95796
3752.56228,-0.54985
3752.5723,0.05513
3752.5742,0.05513
3752.57444,-0.31735
3752.58756,1.05111
3752.5878,1.31814
3752.58994,0.36634
3752.59399,0.67014
3752.5959,-0.5383
3752.59638,-0.45947
3752.60425,0.1155
3752.60448,1.27644
3752.60639,-0.47464
3752.60782,-0.35046
3752.62761,0.87677
3752.62809,0.1126
3752.64668,0.08592
3752.65932,-0.53217
3752.66385,-0.16005
3752.6648,-0.23084
3752.67553,0.08642
3752.68364,0.05098
3752.68578,1.19064
3752.69747,-0.51464
3752.70581,0.26871
3752.70677,0.00459
3752.70867,0.11473
3752.7101,-0.45702
3752.71845,-0.16069
3752.72298,0.29645
3752.72369,0.75208
3752.73442,0.11224
3752.73514,-0.40993
3752.73848,0.10086
3752.73848,0.1129
3752.74372,-0.40282
3752.74873,0.05662
3752.74944,0.11539
3752.74968,0.89877
3752.75374,-0.17369
3752.75755,0.10593
3752.76017,-0.24785
3752.76184,0.79248
3752.76208,0.81491
3752.76661,0.0944
3752.77281,0.10609
3752.77638,-0.39008
3752.77662,1.25123
3752.78163,-0.4742
3752.78902,0.79492
3752.79856,-0.5375
3752.80571,1.19639
3752.80809,-0.18406
3752.80809,0.08017
3752.81143,0.02184
3752.81143,0.05674
3752.81143,0.11365
3752.81334,0.04264
3752.8162,-0.12887
3752.82168,1.1987
3752.82407,0.04493
3752.82431,0.08235
3752.82669,1.19985
3752.82693,-0.30601
3752.83098,-0.25071
3752.83217,-0.0497
3752.83432,0.12113
3752.84696,-0.0415
3752.85149,0.10701
3752.85244,0.74654
3752.85626,1.37011
3752.85983,-0.19977
3752.86865,0.63913
3752.87128,0.62868
3752.87128,1.30848
3752.88034,-0.43851
3752.88892,1.20625
3752.89392,0.6202
3752.90155,-0.09357
3752.90179,-0.10386
3752.90394,0.02504
3752.90704,-0.4414
3752.91038,0.09249
3752.91395,1.35664
3752.91443,-0.05443
3752.91491,0.11538
3752.92182,-0.53126
3752.92468,1.13852
3752.92563,0.1138
3752.93231,0.01152
3752.94924,-0.46779
3752.94948,0.75926
3752.95091,-0.33236
3752.95258,0.90482
3752.95448,1.30055
3752.95448,-0.46006
3752.9583,1.29048
3752.96474,-0.47389
3752.96688,0.10095
3752.96879,0.09136
3752.97141,-0.3222
3752.97165,-0.22481
3752.97236,0.07767
3752.9726,1.37855
3752.97522,-0.06794
3752.97713,0.98035
3752.98071,-0.37865
3752.98142,-0.06206
3752.98357,0.17744
3752.98667,0.06832
3752.98977,-0.5285
3753.0036,-0.13938
3753.0129,0.37098
3753.0148,0.11555
3753.01576,-0.07295
3753.01576,0.11414
3753.01743,1.15212
3753.01766,0.11266
3753.03292,-0.38177
3753.03459,-0.47388
3753.04914,-0.37322
3753.06034,-0.48679
3753.06344,0.98801
3753.0694,1.18229
3753.07012,0.7778
3753.08466,-0.38206
3753.09277,1.23185
3753.11279,-0.45608
3753.11589,-0.50678
3753.12877,1.31534
3753.12877,-0.0999
3753.1302,-0.01399
3753.1302,-0.00992
3753.13067,0.06268
3753.13115,0.10357
3753.1333,-0.23363
3753.14546,0.11282
3753.14641,0.43343
3753.14808,-0.42788
3753.15189,1.35007
3753.16382,0.94224
3753.17097,1.37087
3753.17121,0.11133
3753.17502,0.08815
3753.1755,-0.26445
3753.18026,0.11453
3753.18122,-0.08276
3753.18384,0.17076
3753.18503,0.10448
3753.18503,0.11555
3753.18718,1.38438
3753.19433,-0.09546
3753.20005,-0.39983
3753.20744,-0.09872
3753.20768,0.98612
3753.20792,0.87788
3753.20935,-0.15865
3753.21484,0.1155
3753.21937,-0.25449
3753.22175,0.11349
3753.22342,0.1367
3753.22509,0.11268
3753.23081,-0.49054
3753.23319,0.41062
3753.24655,-0.05495
3753.24702,1.31324
3753.24822,0.04074
3753.26419,0.10186
3753.26896,-0.16764
3753.27182,-0.28007
3753.27659,0.07073
3753.27754,0.05936
3753.28851,-0.2879
3753.30138,0.11552
3753.30257,-0.49235
3753.30567,0.72217
3753.31068,0.08445
3753.31163,1.13494
3753.31473,1.20007
3753.31664,1.12519
3753.31736,0.08932
3753.32022,0.11156
3753.32618,-0.49515
3753.32975,-0.38967
3753.32975,-0.48188
3753.33404,0.00999
3753.33786,0.11308
3753.34477,-0.29163
3753.3474,0.11537
3753.34764,-0.44566
3753.3505,-0.48298
3753.35193,0.28465
3753.36576,-0.34365
3753.37315,-0.35556
3753.37744,1.24975
3753.37887,-0.02639
3753.38316,-0.01614
3753.38507,0.61268
3753.38602,1.37367
3753.40629,1.24068
3753.40843,0.76262
3753.40986,1.15776
3753.41439,1.28674
3753.41558,-0.03065
3753.42012,1.18942
3753.42107,0.05975
3753.42488,-0.53976
3753.42512,-0.55683
3753.43895,0.29248
3753.44753,-0.39077
3753.44992,-0.39898
3753.45182,0.81623
3753.45874,0.10772
3753.46494,1.25483
3753.46923,0.11324
