#: table_doi: 10.17182/hepdata.113470.v1/t17
#: name: Fig 4a unbinned
#: description: $D^0 D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^0 D^0}$ [MEV],Weight []
3736.65667,1.35756
3736.6581,-0.50293
3736.6631,0.00079
3736.67312,-0.1082
3736.67646,-0.15999
3736.68528,-0.45696
3736.68694,-0.47318
3736.68838,0.26941
3736.69577,0.3362
3736.6972,1.31448
3736.70292,0.11499
3736.70459,1.36627
3736.70626,-0.43451
3736.7065,0.0902
3736.70983,-0.49616
3736.71699,-0.1739
3736.71913,1.31827
3736.72772,-0.00393
3736.72795,0.83896
3736.73177,0.11484
3736.73749,0.11504
3736.75656,-0.11327
3736.75847,0.83913
3736.76658,-0.23874
3736.76801,-0.30884
3736.77707,-0.36769
3736.77802,-0.1921
3736.78112,0.93466
3736.79614,-0.28883
3736.79996,-0.53406
3736.80377,0.22411
3736.82356,0.11502
3736.83,0.06779
3736.83024,1.28882
3736.84359,0.80205
3736.84454,-0.30013
3736.84454,0.11522
3736.84621,0.06107
3736.84907,-0.50288
3736.86433,0.11502
3736.87696,1.01664
3736.87887,0.03655
3736.8815,-0.26993
3736.89437,0.55057
3736.89485,-0.03818
3736.8989,-0.00171
3736.90057,1.27888
3736.90271,-0.52217
3736.91154,-0.45334
3736.91177,-0.48989
3736.9132,0.96215
3736.91344,-0.05228
3736.91416,0.64841
3736.92036,0.34839
3736.92346,-0.13767
3736.938,0.00613
3736.93848,0.1153
3736.94038,-0.14562
3736.94778,0.11172
3736.9504,0.09522
3736.95087,-0.47211
3736.95302,0.10002
3736.96041,0.6061
3736.96423,0.10899
3736.96542,0.34142
3736.96732,0.11528
3736.96995,0.05158
3736.97209,0.11553
3736.974,-0.1824
3736.97448,1.05331
3736.98831,-0.00169
3736.99069,1.35313
3736.99403,1.37751
3736.99665,-0.50299
3737.00261,-0.11383
3737.01096,-0.44035
3737.01262,-0.12901
3737.02097,0.0949
3737.02431,0.00381
3737.02478,0.05115
3737.03098,1.23726
3737.0317,-0.0286
3737.0348,1.3149
3737.03837,0.11521
3737.04767,0.99377
3737.04815,0.10271
3737.04839,-0.34703
3737.05077,0.01891
3737.05936,-0.36412
3737.06317,0.62783
3737.0646,0.11429
3737.06889,-0.19783
3737.07032,0.11553
3737.07843,-0.09806
3737.08034,-0.40244
3737.082,-0.19252
3737.09488,-0.11067
3737.09702,0.09565
3737.09941,0.11382
3737.09965,1.22352
3737.10156,0.68466
3737.10752,0.6306
3737.11133,-0.2939
3737.11228,0.00527
3737.12325,0.11544
3737.14328,-0.40429
3737.14566,0.06966
3737.15115,0.0986
3737.15711,0.92857
3737.15973,-0.21536
3737.16712,0.11131
3737.17618,-0.50258
3737.17737,-0.52141
3737.18429,1.34314
3737.18882,1.34743
3737.20908,1.00554
3737.20956,-0.33513
3737.2117,-0.1703
3737.2303,0.11314
3737.23388,-0.39268
3737.23674,0.11081
3737.2396,0.11554
3737.2458,1.29308
3737.24651,0.11337
3737.25247,-0.4431
3737.25748,-0.55395
3737.26201,0.10608
3737.26678,-0.15226
3737.27536,-0.02156
3737.288,1.06264
3737.29324,-0.19917
3737.30206,-0.0095
3737.30922,0.11553
3737.3116,-0.33334
3737.31899,-0.11086
3737.31899,-0.44982
3737.32448,-0.49404
3737.33759,0.10078
3737.33878,1.35209
3737.34903,-0.091
3737.36692,-0.50794
3737.36787,0.11491
3737.37025,1.11593
3737.38027,0.09744
3737.38217,-0.50586
3737.38241,1.35104
3737.38313,0.10584
3737.3867,-0.54618
3737.39076,-0.48765
3737.4053,-0.50514
3737.40816,0.91506
3737.4258,0.01357
3737.42914,-0.44153
3737.43439,0.0438
3737.43939,0.70262
3737.43987,-0.42548
3737.44726,0.11551
3737.45608,1.24227
3737.45966,-0.07032
3737.46324,0.11545
3737.46443,0.11374
3737.46467,0.08709
3737.47587,-0.04664
3737.47802,0.10941
3737.48183,0.04398
3737.49781,1.29181
3737.49804,-0.4804
3737.50114,0.11509
3737.50424,-0.49112
3737.51354,-0.04068
3737.51378,1.29969
3737.52546,0.11555
3737.52809,0.11553
3737.53428,0.11542
3737.53476,0.11545
3737.55312,-0.50072
3737.56409,1.23419
3737.5648,0.10961
3737.56814,0.09983
3737.57863,-0.43707
3737.58244,1.25316
3737.58411,0.72124
3737.58984,-0.27665
3737.60009,1.15532
3737.62202,0.09166
3737.63251,0.06591
3737.63585,-0.41529
3737.638,0.11469
3737.64563,-0.14323
3737.65612,-0.25397
3737.65683,0.11554
3737.67352,1.36696
3737.679,0.11553
3737.67972,1.25707
3737.68449,0.04263
3737.68449,-0.19045
3737.69236,0.11555
3737.69927,0.26888
3737.69975,-0.34108
3737.70666,1.28915
3737.7212,-0.47223
3737.72144,1.37168
3737.72359,-0.34647
3737.72669,-0.02588
3737.73241,-0.08069
3737.73336,0.11262
3737.73861,0.0667
3737.74028,0.87958
3737.74362,-0.03515
3737.75339,1.30869
3737.75339,0.09539
3737.75959,-0.56259
3737.77485,0.812
3737.77795,-0.09637
3737.79512,0.10756
3737.8025,0.79692
3737.8025,-0.4526
3737.80346,1.33169
3737.80751,1.28931
3737.81443,0.72379
3737.82182,-0.3505
3737.82206,-0.4973
3737.82587,1.2737
3737.83612,0.69438
3737.84232,0.04795
3737.84399,-0.52443
3737.85257,0.84286
3737.85329,0.115
3737.85448,-0.32779
3737.85496,0.11539
3737.86402,-0.49577
3737.86688,0.48894
3737.89406,1.22448
3737.89883,-0.52353
3737.89978,0.22765
3737.90479,0.0812
3737.90789,0.09901
3737.91623,0.88395
3737.92291,-0.39972
3737.92434,1.28426
3737.92529,0.11422
3737.92887,0.11539
3737.9353,-0.43906
3737.93864,0.02473
3737.94556,0.11555
3737.95128,-0.08751
3737.96129,-0.01168
3737.97321,0.7024
3737.97369,1.32845
3737.97536,1.38074
3737.98418,1.14121
3737.98561,0.1152
3737.99014,0.10294
3737.99276,0.11292
3737.99443,0.11526
3737.99777,0.11467
3738.00778,0.11521
3738.01136,-0.53059
3738.01708,1.0746
3738.01804,1.23073
3738.0209,-0.33448
3738.0209,-0.07201
3738.02257,1.09527
3738.02996,0.75006
3738.03306,1.3804
3738.03401,-0.19332
3738.03711,-0.00079
3738.03902,-0.50716
3738.04212,0.8625
3738.04784,1.17056
3738.05308,0.46809
3738.05475,0.11555
3738.0588,1.19375
3738.07907,0.02546
3738.08503,0.26716
3738.09099,0.7549
3738.09457,0.11509
3738.09743,0.0961
3738.10267,0.33994
3738.10577,0.33923
3738.11269,0.04624
3738.12747,-0.39248
3738.13391,0.10795
3738.13701,0.84251
3738.13891,0.32674
3738.14225,1.25602
3738.14654,0.07915
3738.14654,-0.12781
3738.15489,1.27369
3738.16109,1.37552
3738.16109,0.57399
3738.16681,0.95872
3738.16824,0.11544
3738.18827,-0.56304
3738.18898,0.09989
3738.19256,-0.49049
3738.19876,0.60425
3738.19971,0.1126
3738.2009,-0.27072
3738.20782,-0.53722
3738.21163,-0.43311
3738.21378,0.11109
3738.22522,0.07443
3738.23261,-0.49455
3738.24096,0.87153
3738.24143,-0.06345
3738.24954,-0.55799
3738.26623,-0.49603
3738.26814,0.02942
3738.27076,1.36499
3738.27362,0.80622
3738.27434,-0.48089
3738.27434,0.11201
3738.27958,-0.49856
3738.28173,0.05878
3738.28196,-0.01854
3738.28244,0.30127
3738.2884,-0.06937
3738.29079,-0.35346
3738.29699,0.22046
3738.3008,-0.42595
3738.30843,-0.45858
3738.31224,1.03942
3738.31725,1.22497
3738.31892,0.1089
3738.33489,-0.50644
3738.33561,0.5166
3738.33609,-0.4893
3738.33728,0.0498
3738.33942,0.57813
3738.34276,-0.44649
3738.34872,-0.5092
3738.35039,0.60966
3738.35254,-0.3399
3738.35301,0.05145
3738.36636,-0.31176
3738.37185,0.11555
3738.38067,-0.494
3738.38425,-0.32833
3738.39617,1.20478
3738.40475,-0.08025
3738.40499,-0.49646
3738.4057,-0.26626
3738.41047,-0.42365
3738.41524,0.11524
3738.41953,1.16961
3738.42573,1.2088
3738.43408,0.10808
3738.43718,0.06288
3738.45053,0.72008
3738.45244,0.70843
3738.45339,0.53252
3738.45625,1.01024
3738.46173,-0.20225
3738.47175,0.11354
3738.48224,-0.40068
3738.48271,-0.49243
3738.48367,0.10888
3738.48653,1.33333
3738.50727,-0.12171
3738.50799,0.84756
3738.51109,1.29564
3738.5118,0.69336
3738.5149,0.11554
3738.51848,-0.33943
3738.52563,0.11502
3738.52706,0.08648
3738.53159,0.09525
3738.53493,0.11042
3738.53826,0.1094
3738.54232,0.00516
3738.55329,0.71566
3738.55519,0.11535
3738.55591,0.80008
3738.55615,-0.06126
3738.55662,-0.21166
3738.55972,0.11555
3738.56401,1.15536
3738.56425,1.34387
3738.57784,1.11444
3738.57904,0.11073
3738.57904,-0.56181
3738.57975,0.11338
3738.58356,-0.45722
3738.5869,-0.41956
3738.59358,-0.00287
3738.59453,-0.1505
3738.59739,-0.24442
3738.59858,1.19994
3738.60383,0.06164
3738.60764,0.11447
3738.61814,-0.22258
3738.64031,-0.49114
3738.64269,0.11025
3738.64651,0.11052
3738.65032,0.67658
3738.65414,0.35197
3738.65557,0.07035
3738.6589,1.3761
3738.66224,0.21827
3738.66367,-0.45247
3738.6713,0.11552
3738.68036,0.6161
3738.68227,0.06197
3738.6868,-0.47723
3738.70015,0.1131
3738.71303,0.36874
3738.71779,-0.48774
3738.72018,-0.53818
3738.72328,1.33458
3738.72352,1.27263
3738.72423,-0.41372
3738.72447,1.37889
3738.72757,-0.47595
3738.74998,0.10932
3738.75332,-0.22292
3738.75976,0.11256
3738.76,0.05297
3738.76023,0.1131
3738.76286,0.5174
3738.77764,0.1155
3738.796,0.53338
3738.80124,-0.25009
3738.80601,-0.0937
3738.81054,-0.50773
3738.81388,-0.48904
3738.81578,-0.50007
3738.81722,-0.53439
3738.82055,-0.45789
3738.82365,1.21683
3738.8401,0.11417
3738.84034,0.10963
3738.84702,-0.01384
3738.85274,0.09059
3738.85346,0.11555
3738.86037,0.11219
3738.86061,0.10002
3738.86251,-0.31505
3738.86752,1.21979
3738.868,-0.29966
3738.86871,-0.44482
3738.87396,0.11497
3738.87873,-0.16381
3738.88254,0.44436
3738.8835,1.36753
3738.8854,1.06736
3738.8885,0.11325
3738.89422,0.96033
3738.89566,0.83834
3738.89708,0.00253
3738.90162,0.01199
3738.90901,0.11149
3738.9164,1.15576
3738.9183,-0.2037
3738.9214,-0.46399
3738.92975,-0.51825
3738.93142,-0.3445
3738.93404,0.11553
3738.93642,1.34168
3738.95121,1.06393
3738.95288,0.92467
3738.95288,0.05249
3738.9555,0.11503
3738.95717,1.27332
3738.96551,-0.36286
3738.96694,1.37922
3738.96813,0.32975
3738.97552,0.77946
3738.97839,-0.15283
3738.98006,-0.34177
3738.98339,-0.50594
3738.99603,1.31879
3738.99698,0.11532
3739.00437,-0.22045
3739.0089,-0.0245
3739.01415,-0.07872
3739.01439,0.08788
3739.02345,-0.50486
3739.0244,0.11538
3739.03441,0.1094
3739.03728,-0.0255
3739.04157,0.97063
3739.05683,1.3625
3739.05754,1.24505
3739.06565,-0.46811
3739.06612,0.01931
3739.0666,0.11461
3739.07494,-0.50514
3739.08329,0.96516
3739.1026,-0.07581
3739.10308,0.25064
3739.10403,1.28226
3739.13169,-0.3077
3739.13813,-0.45453
3739.1417,0.56371
3739.15648,1.16756
3739.16411,0.11344
3739.17365,-0.13247
3739.17556,-0.29191
3739.18009,0.96167
3739.18676,-0.042
3739.19487,0.01162
3739.20322,-0.48938
3739.20703,0.24615
3739.21776,0.06513
3739.22229,0.8374
3739.2292,0.6829
3739.22992,1.11674
3739.23206,1.36483
3739.23755,0.11866
3739.23802,-0.07379
3739.25471,1.15394
3739.27116,-0.16658
3739.27188,0.25089
3739.27426,0.11061
3739.27712,-0.04776
3739.3024,0.11551
3739.3086,0.10504
3739.3105,0.10222
3739.31122,-0.00267
3739.3136,-0.21384
3739.31432,0.08056
3739.3229,-0.07337
3739.32552,0.1085
3739.33554,0.88412
3739.34126,-0.11193
3739.34794,-0.08664
3739.35175,0.10698
3739.35199,-0.46024
3739.36296,1.25936
3739.36725,0.07846
3739.37702,-0.09681
3739.38012,-0.48943
3739.38203,-0.41545
3739.38656,-0.26711
3739.39729,1.16265
3739.39848,-0.49214
3739.40301,-0.11311
3739.40706,0.06181
3739.4259,-0.22619
3739.434,-0.26773
3739.44044,0.03076
3739.44831,0.02751
3739.45069,-0.32762
3739.45236,-0.36172
3739.45427,1.01326
3739.45642,0.11552
3739.45999,1.14624
3739.46619,0.01294
3739.46881,-0.49081
3739.47525,-0.05668
3739.4824,-0.06849
3739.4886,0.84095
3739.49146,0.11066
3739.49981,-0.44208
3739.50529,0.11548
3739.50744,-0.38108
3739.51316,1.26293
3739.52389,1.11457
3739.52556,0.11424
3739.53724,0.11554
3739.53986,1.27859
3739.54821,1.355
3739.55822,-0.09879
3739.5649,-0.35069
3739.568,0.93022
3739.57276,-0.48924
3739.58278,-0.23854
3739.58921,-0.36792
3739.59017,-0.223
3739.59088,1.34743
3739.5916,-0.35804
3739.59565,-0.05028
3739.59732,0.09179
3739.60042,0.10604
3739.61163,1.28977
3739.61163,0.11538
3739.61735,1.29618
3739.61997,1.22258
3739.61997,-0.40783
3739.62378,0.44605
3739.62545,-0.41742
3739.62665,-0.12694
3739.62998,1.07159
3739.63451,0.51639
3739.63499,0.00342
3739.64167,1.10653
3739.64238,1.35252
3739.64763,0.11534
3739.6493,-0.29677
3739.66217,0.74495
3739.66551,1.23307
3739.66885,-0.02262
3739.68625,0.76488
3739.68625,0.11539
3739.69006,-0.473
3739.69436,-0.53589
3739.70366,0.77278
3739.70747,0.11454
3739.71939,0.01867
3739.72511,0.11548
3739.72964,-0.39364
3739.73513,-0.3687
3739.7387,-0.19832
3739.74705,0.11513
3739.74872,1.23353
3739.74919,0.39309
3739.7542,1.23586
3739.75658,1.17887
3739.76588,-0.38053
3739.77685,0.10863
3739.77971,0.10149
3739.78877,1.11278
3739.78877,0.11017
3739.79211,-0.47416
3739.79807,1.03004
3739.81142,0.62698
3739.81929,-0.20436
3739.82024,-0.24309
3739.8231,0.17829
3739.82906,0.10445
3739.83216,-0.10825
3739.83765,0.7594
3739.84861,0.0679
3739.85434,-0.30928
3739.85982,1.26207
3739.86196,-0.31892
3739.86888,0.23588
3739.87341,-0.23638
3739.88104,-0.50169
3739.88223,1.22046
3739.88247,0.7582
3739.887,-0.09202
3739.88843,0.87455
3739.88867,1.31913
3739.89177,0.09726
3739.89558,-0.50198
3739.89797,-0.4138
3739.89916,-0.53631
3739.90154,1.3653
3739.90774,0.95888
3739.9087,0.3837
3739.93039,-0.50766
3739.94112,-0.1711
3739.94398,1.32647
3739.94756,1.02691
3739.96854,-0.2562
3739.97331,0.11446
3739.97927,-0.46442
3739.97951,-0.30567
3739.97974,0.09556
3739.98237,-0.33162
3739.98523,0.11381
3739.98594,0.05225
3739.98833,0.05269
3739.99739,-0.06248
3739.99834,-0.44733
3740.00621,0.10607
3740.00788,0.36792
3740.01026,0.10741
3740.01193,0.11551
3740.0136,0.11536
3740.01527,0.06113
3740.01598,-0.36902
3740.02504,0.11488
3740.03982,0.02669
3740.04626,0.1154
3740.04888,0.11517
3740.04936,-0.09051
3740.05055,1.37302
3740.05127,-0.06084
3740.05246,0.10981
3740.05342,0.11314
3740.05604,0.11413
3740.06176,0.06591
3740.06891,-0.4075
3740.07177,0.17938
3740.07368,0.11534
3740.07773,-0.04168
3740.07773,-0.24554
3740.08274,-0.38528
3740.08608,1.15847
3740.08799,0.11083
3740.09585,0.10882
3740.10992,-0.42452
3740.11087,-0.48356
3740.11111,-0.42023
3740.11517,0.1134
3740.12041,-0.4122
3740.12256,0.26127
3740.12494,0.09268
3740.13186,-0.44318
3740.13543,-0.25283
3740.13638,0.09715
3740.14783,0.09835
3740.15045,-0.39865
3740.15117,0.11555
3740.15498,-0.45982
3740.15975,-0.12213
3740.17024,-0.55767
3740.1762,-0.46843
3740.18812,-0.25712
3740.18908,0.62237
3740.19504,-0.2833
3740.20386,-0.47661
3740.21769,1.34039
3740.21912,0.00421
3740.23509,0.03369
3740.23628,0.11437
3740.23843,-0.23324
3740.24439,-0.10018
3740.24773,-0.34412
3740.25392,1.25641
3740.25536,-0.50531
3740.25846,-0.44906
3740.26966,-0.24889
3740.27181,1.02502
3740.27204,-0.26962
3740.27514,-0.48866
3740.28349,0.98864
3740.29183,1.0772
3740.30376,0.06377
3740.30757,-0.45841
3740.31687,0.11508
3740.3183,0.10697
3740.32521,-0.37056
3740.33236,0.14603
3740.33332,1.1629
3740.33475,-0.45146
3740.33499,-0.44121
3740.33546,-0.26808
3740.33809,-0.35524
3740.34905,-0.01703
3740.35144,-0.4786
3740.35382,1.02069
3740.35573,-0.1613
3740.35764,-0.56255
3740.37576,1.14052
3740.38267,-0.04646
3740.38649,0.61235
3740.38672,0.36234
3740.40198,1.00273
3740.412,0.80889
3740.42845,0.91256
3740.43393,0.69319
3740.43798,-0.44865
3740.44728,-0.44906
3740.45038,-0.48167
3740.45801,-0.56355
3740.47875,1.19782
3740.48448,0.11473
3740.48662,0.28827
3740.48781,-0.09361
3740.49163,1.27187
3740.49473,-0.1567
3740.50116,0.50848
3740.51523,0.11554
3740.51809,-0.34684
3740.51976,0.00719
3740.52,-0.32831
3740.52238,-0.14773
3740.5262,0.11493
3740.52644,-0.19007
3740.5355,0.02986
3740.53669,0.76658
3740.53812,0.11416
3740.54074,0.11499
3740.54217,1.26488
3740.54718,0.02792
3740.55314,0.1539
3740.55338,-0.09218
3740.55696,-0.48987
3740.56196,0.11534
3740.56363,-0.38145
3740.56363,1.37556
3740.5777,1.36454
3740.58151,-0.53734
3740.58223,-0.196
3740.6044,0.32244
3740.61179,-0.0096
3740.61728,-0.49987
3740.62085,-0.03487
3740.62324,1.33224
3740.62419,1.18935
3740.62419,-0.53389
3740.6249,0.973
3740.62657,1.10388
3740.6354,0.0831
3740.64231,-0.49656
3740.64302,0.01949
3740.64493,1.1409
3740.64803,-0.49049
3740.65232,-0.34654
3740.65542,1.34929
3740.66782,0.11427
3740.6733,1.14712
3740.67497,-0.14869
3740.67974,-0.38543
3740.68522,1.38842
3740.68952,0.85323
3740.69262,0.64692
3740.69548,0.08882
3740.69738,0.00922
3740.69905,-0.48587
3740.70215,0.00594
3740.70835,1.34533
3740.70954,-0.21019
3740.71074,1.35117
3740.71693,0.06561
3740.72337,0.72394
3740.73243,1.32845
3740.73553,-0.49082
3740.7372,0.4368
3740.74149,-0.50797
3740.74292,0.12448
3740.7465,1.21753
3740.75294,1.24533
3740.75937,0.69937
3740.76176,0.10613
3740.76223,0.11549
3740.76414,-0.17366
3740.76796,0.00294
3740.7701,1.3574
3740.77487,1.26562
3740.77892,1.33522
3740.78059,0.08512
3740.78584,0.11292
3740.78918,1.11984
3740.79227,0.11555
3740.80229,0.07624
3740.80658,-0.44088
3740.81135,0.63136
3740.81802,1.11832
3740.8309,0.11527
3740.83424,0.0876
3740.84067,0.08931
3740.84115,0.10624
3740.85641,0.11554
3740.85951,1.21089
3740.86308,0.55252
3740.87739,-0.48523
3740.87977,0.10339
3740.89336,0.03146
3740.89622,-0.19883
3740.90123,0.95289
3740.90505,-0.53494
3740.90648,0.06013
3740.90767,0.05918
3740.91005,-0.47473
3740.91697,-0.34474
3740.91768,-0.54357
3740.92245,-0.1105
3740.93747,0.99386
3740.93747,-0.49509
3740.93771,-0.44492
3740.93914,1.14578
3740.94844,0.98496
3740.94987,-0.55523
3740.95726,1.27852
3740.96441,-0.3795
3740.97109,-0.47715
3740.973,0.11333
3740.97466,0.91963
3740.9749,-0.25448
3740.9811,0.60423
3740.99016,-0.03808
3740.99302,-0.50538
3740.99755,0.5918
3740.99922,0.01421
3740.9997,0.1145
3741.01019,0.99627
3741.02473,1.25116
3741.03332,-0.21881
3741.03737,0.11554
3741.04142,-0.45252
3741.04643,0.16398
3741.06073,0.11531
3741.0686,0.76746
3741.07337,0.79378
3741.07432,-0.54097
3741.08815,1.18077
3741.09054,-0.53733
3741.09721,-0.38136
3741.09888,1.18936
3741.10413,1.37915
3741.11652,0.84657
3741.12153,0.11452
3741.12415,1.00429
3741.12606,1.17501
3741.12606,-0.45048
3741.1263,0.10053
3741.12725,-0.11576
3741.12773,0.83756
3741.13059,0.26579
3741.13107,1.15874
3741.13655,0.09679
3741.13798,-0.52313
3741.14513,-0.40837
3741.15276,-0.06982
3741.15348,-0.14704
3741.15539,0.11541
3741.15968,-0.01551
3741.16778,0.01174
3741.17994,0.11555
3741.18209,-0.43057
3741.18424,-0.15744
3741.18638,-0.365
3741.19186,0.10275
3741.19186,-0.29573
3741.1921,0.12644
3741.19568,0.50439
3741.20092,0.11502
3741.20164,-0.02789
3741.21404,0.08032
3741.23001,0.58684
3741.24289,0.38073
3741.25314,-0.38167
3741.25695,-0.29851
3741.25981,1.14365
3741.26577,0.07167
3741.2827,1.09523
3741.28318,1.30634
3741.28771,-0.38276
3741.28818,-0.20385
3741.28985,1.01881
3741.29128,-0.13251
3741.29462,-0.53175
3741.29534,0.09946
3741.29605,-0.46855
3741.29653,1.37876
3741.30034,0.19145
3741.30034,1.18109
3741.30106,1.36835
3741.30917,-0.05251
3741.31823,-0.45008
3741.31918,1.33183
3741.32013,-0.0085
3741.32276,0.10896
3741.32419,1.37283
3741.3249,-0.53321
3741.32729,0.11445
3741.34445,0.03101
3741.34612,0.0172
3741.34731,1.15088
3741.35542,1.2257
3741.3621,-0.34105
3741.36519,0.10708
3741.37425,0.11542
3741.39237,-0.52858
3741.395,-0.43096
3741.39667,-0.53245
3741.4,0.02934
3741.40286,0.1152
3741.40763,0.11543
3741.40763,0.79395
3741.41049,0.4637
3741.41336,0.45184
3741.42647,-0.46499
3741.43958,-0.14902
3741.4422,-0.14555
3741.44959,0.11553
3741.46152,0.11546
3741.46366,-0.31939
3741.46867,0.11277
3741.47844,1.3803
3741.4794,-0.54629
3741.48202,0.89246
3741.48416,0.11554
3741.48416,0.82963
3741.48679,-0.50273
3741.49466,1.3468
3741.49609,0.11529
3741.50181,0.04828
3741.51588,1.06074
3741.52827,-0.26295
3741.54091,1.30176
3741.5483,-0.37975
3741.55283,0.11529
3741.55831,-0.42945
3741.57238,-0.31245
3741.58812,1.11811
3741.58859,1.31656
3741.58931,1.38751
3741.59312,1.1185
3741.59551,-0.243
3741.59861,0.11555
3741.60075,0.02819
3741.60314,-0.53528
3741.61005,-0.34377
3741.61649,1.18284
3741.62006,0.11546
3741.62364,0.11238
3741.62841,-0.15762
3741.63771,1.0917
3741.63961,-0.00545
3741.64367,0.74043
3741.64844,0.11452
3741.6501,-0.55706
3741.66322,-0.4324
3741.67037,-0.36611
3741.67156,-0.51405
3741.67657,0.83601
3741.67705,0.17918
3741.67752,0.10307
3741.6811,1.08667
3741.68468,-0.39023
3741.69087,-0.17455
3741.69374,-0.43517
3741.69421,1.36538
3741.69826,-0.40056
3741.72878,-0.55695
3741.73784,-0.25921
3741.74213,0.03586
3741.74523,-0.013
3741.75382,0.11367
3741.78052,0.99769
3741.78362,0.17131
3741.78839,0.05792
3741.78982,0.02912
3741.79792,-0.21185
3741.80102,0.08771
3741.80102,1.35806
3741.81604,0.92306
3741.82129,-0.55202
3741.82153,0.3292
3741.83154,-0.45623
3741.83178,0.11444
3741.83655,-0.39701
3741.83726,0.11158
3741.8611,-0.40234
3741.86134,-0.14202
3741.86468,1.2294
3741.86802,-0.11792
3741.87255,1.29828
3741.87612,0.12254
3741.88137,-0.0325
3741.88876,0.09973
3741.889,0.88007
3741.89472,0.0868
3741.89615,1.30238
3741.91213,0.08924
3741.9138,1.07547
3741.92166,0.08718
3741.92548,0.54931
3741.93096,1.14906
3741.93358,-0.5645
3741.93525,-0.15971
3741.94264,1.20164
3741.96219,-0.39306
3741.97483,1.18674
3741.97602,0.11554
3741.98151,0.11453
3741.98723,-0.47786
3741.98818,-0.49517
3741.98866,-0.37413
3741.98914,-0.48406
3741.99009,-0.55861
3741.99128,-0.05776
3741.99438,-0.33585
3741.99676,0.06202
3741.99891,-0.50705
3742.028,0.11137
3742.03396,0.11554
3742.03587,0.02723
3742.03896,-0.00673
3742.04183,0.08615
3742.04993,0.709
3742.05613,0.11153
3742.06257,0.04337
3742.07473,0.11548
3742.08522,0.1113
3742.09118,-0.49364
3742.09213,-0.5254
3742.09261,-0.30106
3742.0969,0.11326
3742.09905,0.0443
3742.09928,1.29447
3742.10143,0.00136
3742.10167,-0.47705
3742.12217,0.41752
3742.12432,0.20449
3742.12599,-0.44805
3742.13076,0.11345
3742.136,0.1143
3742.13648,-0.4851
3742.13839,1.37181
3742.14315,-0.14254
3742.14888,-0.31217
3742.15198,-0.29657
3742.15269,-0.4933
3742.15508,1.05442
3742.16461,0.09773
3742.17057,1.20899
3742.17343,0.0123
3742.17749,0.70402
3742.18607,0.09036
3742.19584,0.11487
3742.1999,-0.43321
3742.2049,0.06302
3742.21301,-0.52281
3742.21849,1.24995
3742.22803,1.35605
3742.22946,-0.27226
3742.23328,-0.01639
3742.24973,-0.31461
3742.25378,1.24744
3742.26141,0.11385
3742.26284,0.0783
3742.26475,-0.36246
3742.26975,1.16561
3742.27071,0.02263
3742.27452,1.35727
3742.28024,-0.24211
3742.2874,0.11543
3742.28811,0.89726
3742.29717,-0.49665
3742.29741,-0.25032
3742.30266,0.76117
3742.30361,-0.1709
3742.33413,0.08816
3742.3377,-0.39754
3742.342,-0.17167
3742.34939,1.27588
3742.35082,-0.41278
3742.35487,0.0603
3742.36012,-0.23206
3742.36178,0.22665
3742.36417,-0.24448
3742.36488,-0.37965
3742.37132,-0.5508
3742.37227,-0.22285
3742.37466,0.70854
3742.39135,-0.1517
3742.39159,-0.26036
3742.3923,0.11461
3742.39373,0.1099
3742.39922,-0.18378
3742.40446,0.32774
3742.41066,0.1152
3742.41209,0.10357
3742.41471,0.89314
3742.4159,-0.1456
3742.41805,1.26213
3742.42449,0.11555
3742.43045,0.02683
3742.43665,0.03406
3742.44094,-0.48065
3742.44475,0.00805
3742.46764,-0.3102
3742.47217,-0.48121
3742.47241,0.10818
3742.48362,-0.03986
3742.49744,0.34665
3742.49864,0.10879
3742.5096,0.11114
3742.5096,-0.3705
3742.5189,-0.27099
3742.52415,0.11526
3742.52462,0.11552
3742.52987,0.0851
3742.53035,0.07872
3742.53154,-0.35333
3742.53368,-0.26965
3742.53464,-0.3601
3742.5375,1.37875
3742.54489,-0.1089
3742.54704,0.11505
3742.55252,-0.31356
3742.5549,0.10966
3742.558,-0.51985
3742.56468,0.02646
3742.56921,-0.461
3742.57016,0.0381
3742.57088,-0.07934
3742.57112,0.01902
3742.57445,0.93774
3742.57779,-0.24055
3742.57851,-0.14757
3742.58351,0.11528
3742.58614,0.05699
3742.58709,-0.11616
3742.58947,-0.12982
3742.59162,0.10644
3742.59567,0.04784
3742.59734,-0.48182
3742.6014,-0.48766
3742.60282,-0.22655
3742.6033,-0.41895
3742.60426,-0.33726
3742.61594,-0.21564
3742.62071,-0.47515
3742.63024,1.21012
3742.63144,1.38194
3742.63454,0.10602
3742.64002,-0.49583
3742.64026,0.10666
3742.64431,-0.33443
3742.6455,0.19153
3742.6455,-0.34941
3742.64598,0.33646
3742.64717,-0.00256
3742.65099,0.53604
3742.65361,-0.50555
3742.65528,-0.55429
3742.65742,0.10659
3742.6579,0.09978
